VNUM	LOCALE_NAME
3804	Öcü Büyücü
3805	General Öcü
3890	Kaptan Shruk
3891	Dev Öcü
3901	Daladam
3902	Eoten
3903	Ruhlu Ağaç
3904	Kaptan Kanca
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Karnifeks
3909	General Albus
3910	Skeletos
3911	Aku Beku
3912	Arboretum
3913	Sekomor
3949	Geçit: Yeni Kıta
3950	Kappa
3951	Lagün Kappası
3952	Okyanus Kappası
3953	Kappa Lideri
3954	Murano Askeri
3955	Okyanus Murano Savaşçısı
3956	Siren Kraliçesi
3957	Hidra Yavrusu
3958	Hidra Yavrusu
3959	Hidra Yavrusu
3960	Hidra
3961	Hidra
3962	Hidra
3963	Hidra
3964	Hidra
3965	Hidra Hazinesi
3971	Labirent Muhafızı
3980	Usta Ebros
3981	Usta Aemon
4012	Blue coral creature
4013	Red coral creature
4014	Toxic coral creature
4015	Beach lobster
4016	Forest lobster
4017	Ocean lobster
4018	Deep water ogre
4019	Ocean naga
4020	Jungle lizard
4021	Water nightmare
4022	Brutal water nightmare
4023	Deep ocean creature
4024	King of oceans
5001	Korsan Tanaka
5002	Hae-Tae
5003	Maymun
5004	Korsan Tanaka
5101	Zayıf Maymun Asker
5102	Zayıf Maymun Atıcı
5103	Zayıf Maymun Savaşçı
5104	Zayıf Maymun General
5111	Maymun Asker
5112	Maymun Atıcı
5113	Maymun Savaşçı
5114	Maymun General
5115	Taş Maymun
5116	Maymun Lider
5121	Güçlü Maymun Asker
5122	Güçlü Maymun Atıcı
5123	Güçlü Maymun Savaşçı
5124	Güçlü Maymun General
5125	Güçlü Taş Maymun
5126	Güçlü Altın Maymun
5127	Güçlü Maymun Lider
5131	Zeki Küçük Maymun Asker
5132	Zeki Küçük Maymun Atıcı
5133	Zeki Küçük MaymunSavaşçı
5134	Zeki Küçük Maymun General
5141	Zeki Maymun Asker
5142	Zeki Maymun Atıcı
5143	Zeki Maymun Savaşçı
5144	Zeki Maymun General
5145	Zeki Taş Maymun
5146	Zeki Maymun Lider
5151	Kötü Güçlü Maymun Asker
5152	Kötü Güçlü Maymun Atıcı
5153	Kötü Güçlü MaymunSavaşçı
5154	Kötü Güçlü Maymun General
5155	Kötü Güçlü Taş Maymun
5156	Kötü Güçlü Altın Maymun
5157	Kötü Güçlü Maymun Lider
5161	Kaya Maymun
5162	Yürüyen Maymun
5163	Maymun Lordu
5201	Yabani Köpek
5202	Yaban Domuzu
5203	Kırmızı Yaban Domuzu
5204	Ayı
5205	Kahverengi Ayı
5206	Siyah Ayı
5207	Aç Kahverengi Ayı
5208	Kaplan
5209	Beyaz Kaplan
6001	Kor Alev Hayaleti
6002	Kor Alev Kaplanı
6003	Kor Alev
6004	Kor Alev Savaşçısı
6005	Kor Alev Kralı
6006	Kor Alev Trolü
6007	Kor Alev Sakallısı
6008	Kor Alev Generali
6009	Kor Alev Lordu
6051	İgnator
6091	Razador
6101	Ayaz Kristali
6102	Ayaz Böceği
6103	Ayaz Adam
6104	Ayaz Yetisi
6105	Ayaz Golemi
6106	Ayaz Trolü
6107	Ayaz Sakal
6108	Ayaz Generali
6109	Ayaz Lordu
6110	Magma Yetisi
6111	Magma Golemi
6112	Magma Böceği
6113	Magma Adam
6114	Magma Kristali
6115	Magma Ejderi
6116	Ejderha Bekçisi Idall
6117	Idall'ın Kölesi
6118	Ejderha Heykeli
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Ejderha Kraliçesi Meley
6201	Magma Yetisi
6202	Lav Golemi
6203	Magma Böceği
6204	Magma Golemi
6205	Magma Kristali
6206	Magma Ejderi
6207	Ejderha Bekçisi Idall
6209	Ejderha Heykeli
6301	Ochao Savaşçısı
6302	Ochao Askeri
6303	Ochao Büyücüsü
6304	Ochao Celladı
6305	Ochao Generali
6306	Güçlü Ochao Savaşçısı
6307	Güçlü Ochao Askeri
6308	Güçlü Ochao Büyücüsü
6309	Güçlü Ochao Celladı
6310	Güçlü Ochao Generali
6320	Gölge Savaşçı
6321	Bagjanamu
6322	Acımasız Gölge Savaşçısı
6391	Ochao Dükü
6392	Ochao Muhafızı
6393	Güçlü Ochao Dükü
6394	Güçlü Ochao Muhafızı
6401	En-Tai Savaşçısı
6402	En-Tai Askeri
6403	En-Tai Rahibi
6404	En-Tai Şifacısı
6405	En-Tai Bekçisi
6406	En-Tai İmhacısı
6407	En-Tai Işık Hükümdarı
6408	En-Tai Gölge Hükümdarı
6409	Ochao Şifacısı
6410	Güçlü En-Tai Savaşçısı
6411	Güçlü En-Tai Askeri
6412	Güçlü En-Tai Rahibi
6413	Güçlü En-Tai Şifacısı
6414	Güçlü En-Tai İmhacısı
6415	Beran-Setaou (Etkinlik)
6416	Nemere (Etkinlik)
6417	Razador 8Etkinlik)
6418	Jotun Thrym (Etkinlik)
6419	Zefir
6420	Görkemli Zephyr
6421	Zodyak Zefir
6422	Lup
6423	Görkemli Lup
6424	Zodyak Lup
6425	Zyong
6426	Görkemli Zyong
6427	Zodyak Zyong
6428	Centaur
6429	Görkemli Centaur
6430	Zodyak Centaur
6431	Ellyos
6432	Görkemli Ellyos
6433	Zodyak Ellyos
6434	Koruyucu Ejder
6435	Görkemli Koruyucu Ejder
6436	Zodyak Koruyucu Ejder
6437	Satan
6438	Görkemli Satan
6439	Zodyak Satan
6440	Kondor
6441	Görkemli Kondor
6442	Zodyak Kondor
6443	Zeul Yin
6444	Zodyak Zeul Yin
6445	Zeita Si
6446	Zodyak Zeita Si
6447	Garda Lui Baashido
6448	Zodyak Zeul Wei
6449	Zeita Mao
6450	Zodyak Zeita Mao
6451	Zeul Hai
6452	Zodyak Zeul Hai
6453	Zeul Zi
6454	Zodyak Zeul Zi
6455	Zeul Shen
6456	Zodyak Zeul Shen
6457	Zeul Wu
6458	Zodyak Zeul Wu
6459	Zeul Chen
6460	Zodyak Zeul Chen
6461	Zeul Xu
6462	Zodyak Zeul Xu
6463	Zeul Chou
6464	Zodyak Zeul Chou
6465	Zeul You
6466	Zodyak Zeul You
6467	Zodyak Kurdu
6468	Zodyak Mavi Kurdu
6469	Zodyak Lykos
6470	Zodyak Yaban Domuzu
6471	Kırmızı Zodyak Yaban Domuzu
6472	Zodyak Mi-Jung
6473	Zodyak Bera
6474	Zodyak Ayısı
6475	Zodyak Boz Ayısı
6476	Zodyak Kahverengi Ayısı
6477	Zodyak Eun-Jung
6478	Zodyak Tigris
6479	Zodyak Kaplanı
6480	Beyaz Zodyak Kaplanı
6481	Zodyak Jin-Hee
6482	Zodyak Yavru Örümceği
6483	Zodyak Pençe Örümceği
6484	Vahşi Zodyak Yüzbaşı
6485	Zodyak Buz Böceği
6486	Zodyak Buz Arslanı
6487	Ayaz Zodyak Buz Adamı
6488	Zodyak Yetisi
6489	Zodyak Buz Golemi
6490	Zodyak Kral Akrebi
6491	Zodyak Yılan Kılıççısı
6492	Zodyak Yılan Okçusu
6493	Zodyak Çöl Haydutu
6494	Zodyak Ağaç Kurbağası Askeri
6495	Ağaç Kurbağası Lideri
6496	Elit Zodyak Orku
6497	Elit Zodyak Ork Gözcüsü
6499	El. Zodyak Ork Büyücüsü
6501	Tellios
6502	Görkemli Tellios
6503	Zodyak Tellios
6504	Demir Adam
6505	Görkemli Demir Adam
6506	Zodyak Demir Adam
6507	Ork
6508	Görkemli Ork
6509	Zodyak Ork
6510	Tayfun
6511	Görkemli Tayfun
6512	Zodyak Tayfun
6513	Siyah Zodyak Orku
6514	Siyah Zodyak Ork Devi
6515	Zodyak Savaş Kaplanı
6516	Zodyak Alev Hayaleti
6517	Zodyak Alevi
6518	Zodyak Alev Savaşçısı
6519	Zodyak Alev Kralı
6520	Fare Metni
6521	Öküz Metni
6522	Kaplan Metni
6523	Ejder Metni
6524	Yılan Metni
6525	At Metni
6526	Keçi Metni
6527	Maymun Metni
6528	Köpek Metni
6529	Bombardıman Topu
6530	Bombardıman Topu
6531	Zodyak Tüccarı
6532	Yin
6534	Wei
6535	Mao
6536	Hai
6538	Shen
6540	Chen
6542	Chou
6543	You
7001	Maymun Asker
7002	Maymun Binici
7003	Gimu Maymun Asker
7004	Maymun Komutan
7005	Taş Maymun
7006	Altın Maymun
7007	Maymun General
7008	Tu-Gui İşçi
7009	Tu-Gui Asker Müfettiş
7010	Tu-Gui Beyaz Komutan
7012	Bi-Ma-Gui-An
7013	Akrep Kral
7014	Zeki Akrep Adam
7015	Akrep Okçu
7016	Yılan Kılıççı
7017	Yılan Okçu
7018	Çöl Haydutu
7019	Tu-Ji Asker
7020	Hwa-ryung
7021	Tu-Ji Serseri
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Siyah Juk-Guimok
7029	Buz Şeytanı
7030	Buz Boynuzlu Katil Balina
7031	Buz Böceği
7032	Seol-Gu
7033	Buz Adam
7034	Buz Devi
7035	Buz Golemi
7036	Buz Şeytanı
7037	Buz Boynuzlu Katil Balina
7038	Buz Böceği
7039	Seol-Gu
7040	Buz Adam
7041	Buz Devi
7042	Buz Golemi
7043	Buz Şeytanı
7044	Buz Boynuzlu Katil Balina
7045	Buz Böceği
7046	Seol-Gu
7047	Buz Adam
7048	Buz Devi
7049	Buz Golemi
7050	Çölün Uçan Gözü
7051	Kral Akrep
7052	Genç Akrep Adam
7053	Akrep Okçu
7054	Yılan Kılıççı
7055	Yılan Okçu
7056	Çöl Haydutu
7057	Çölün Uçan Gözü
7058	Kral Akrep
7059	Genç Akrep Adam
7060	Akrep Okçu
7061	Yılan Kılıççı
7062	Yılan Okçu
7063	Çöl Haydutu
7064	Çölün Uçan Gözü
7065	Kral Akrep
7066	Genç Akrep Adam
7067	Akrep Okçu
7068	Yılan Kılıççı
7069	Yılan Okçu
7070	Çöl Haydutu
7071	Savaş Kaplanı Kölesi
7072	Alev Hayaleti
7073	Savaş Kaplanı
7074	Alev
7075	Alev Savaşçı
7076	Savaş Kaplanı Kölesi
7077	Alev Hayaleti
7078	Savaş Kaplanı
7079	Alev
7080	Alev Savaşçı
7081	Savaş Kaplanı Kölesi
7082	Alev Hayaleti
7083	Savaş Kaplanı
7084	Alev
7085	Alev Savaşçı
7086	Hayalet Ağaç Kökü
7087	Orman Perisi
7088	Hayalet Söğüt
7089	Kötü Ağaç
7090	Hayalet Ağaç Kökü
7091	Orman Perisi
7092	Hayalet Söğüt
7093	Kötü Ağaç
7094	Hayalet Ağaç Kökü
7095	Orman Perisi
7096	Hayalet Söğüt
7101	Bombardıman Topu
7102	Bombardıman Topu
7103	Balista
7104	Balista
7105	Kule
7106	Şömine
7107	Şömine
7108	Şömine
7109	Şömine
7110	Şömine
7111	Şömine
7112	Şömine
7113	Çita
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Maymun Savaşçısı Deka
7119	Maymun Savaşçısı Oba
7120	King Kong
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Üzüntü Metini
8002	Dövüş Metini
8003	Savaş Metini
8004	Hırs Metini
8005	Siyah Metin
8006	Karanlık Metin
8007	Kıskançlık Metini
8008	Ruh Metini
8009	Gölge Metini
8010	Dayanıklılık Metini
8011	Şeytan Metini
8012	Lanet Metini
8013	Ölüm Metini
8014	Katil Metini
8015	Dayanıklılık Metini
8016	Şeytan Metini
8017	Lanet Metini
8018	Ölüm Metini
8019	Katil Metini
8020	Shinsoo Kayası
8021	Jinno Kayası
8022	Chunjo Kayası
8023	İmparatorluk Kayası
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Dağ Metini
8032	İntikam Metini
8033	Kimsesizlik Metini
8034	Kibir Metini
8035	Kurtuluşun Metin'i
8036	Hainliğin Metin'i
8037	Mutsuzluğun Metin'i
8038	Misilleme Metini
8039	Gururun Metin'i
8040	Hasetin Metin'i
8041	Paskalya Metini
8042	Paskalya Metini
8043	Paskalya Metini
8044	Paskalya Metini
8045	Paskalya Metini
8046	Paskalya Metini
8047	Paskalya Metini
8048	Paskalya Metini
8049	Paskalya Metini
8050	Paskalya Metini
8051	Işıksızlık Metini
8052	Korluğun Metini
8053	Mağrurluğun Metini
