TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
CANNOT_SKILL_NOT_HORSE_SKILL	Je ne peux pas utiliser ceci pendant que je suis à cheval.
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	Vous ne pouvez pas utiliser cette compétence avec cette arme..
CANNOT_SKILL_NOT_YET_LEARN	Vous n'avez pas appris cette compétence.
CANNOT_SKILL_ONLY_FOR_ALLIANCE	Ceci n'affecte que les membres du Groupe.
CANNOT_SKILL_ONLY_FOR_CORPSE	Ceci n'affecte que les personnages morts.
CANNOT_SKILL_REMOVE_FISHING_ROD	Je ne peux pas utiliser cette compétence avec une canne à pêche.
CANNOT_SKILL_SELF_IN_SAFE	Je ne peux pas attaquer d'ici.
CANNOT_SKILL_USE_SELF	Je ne peux pas utiliser ceci sur moi.
CANNOT_SKILL_WAIT_COOLTIME	Je ne peux pas utiliser cette compétence maintenant.
CANNOT_WHISPER_DEST_REFUSE	%s a bloqué les murmures.
CANNOT_WHISPER_NOT_EXIST	%s n’existe pas
CANNOT_WHISPER_NOT_LOGON	%s n'est pas en ligne.
CANNOT_WHISPER_NO_AUTH	Vous n'avez pas la permission d'écrire à ce destinataire.
CANNOT_WHISPER_NO_OFFLINE_MESSAGE	Le message hors ligne n'a pas été envoyé.
CANNOT_WHISPER_SELF_REFUSE	Tu ne peux rien chuchoter à personne si tu as bloqué ses messages.
CAN_WHISPER_OFFLINE_MESSAGE	Le message hors ligne a été envoyé.
CHANNEL	Canal
CHANNELING_CANNOT_LOGOUT	Vous ne pouvez pas retourner à la fenêtre d'enregistrement.
CHANNEL_EMPTY_SERVER	Pas de serveur
CHANNEL_NORMAL	Canal %d
CHANNEL_NOTIFY_FULL	Ce chan est actuellement complet ! Veuillez en sélectionner un autre.
CHANNEL_NOT_FIND_INFO	Aucune information sur ce canal n'a pu être trouvée.
CHANNEL_PVP	Duel libre
CHANNEL_SELECT_CHANNEL	Choisissez un canal.
CHANNEL_SELECT_REGION	Choisissez une région pour émettre une facture.
CHANNEL_SELECT_SERVER	Choisissez le serveur.
CHANNEL_TEST_SERVER	Test serveur
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Créer un personnage
CHARACTER_SELECT_MODE	Sélectionner un personnage
CHAT_ALL	Tous
CHAT_BLOCK	Bloquer
CHAT_GUILD	Guilde
CHAT_INFORMATION	Info
CHAT_INSULT_STRING	Cette phrase contient des mots invalides
CHAT_LOG	Voir les anciens messages [L]
CHAT_LOG_TITLE	Protocole du tchat
CHAT_NORMAL	Normal
CHAT_NOTICE	Serveur
CHAT_PARTY	Groupe
CHAT_SEND_CHAT	Envoyer discussion
CHAT_SEND_MEMO	Envoyer chuchotement [Shift+Entrée]
CHAT_SHOUT	Général
CHAT_SHOUT_LIMIT	Vous ne pouvez parler qu'une fois toutes les 15 secondes
CHAT_TEAM	Equipe
CHAT_WHISPER	Chuchotement
CREATE_ERROR_GM_NAME	Vous n'êtes pas autorisé à utiliser ,GM dans le nom de votre personnage.
CREATE_ERROR_INSULT_NAME	Ce nom n'est pas valide.
CREATE_EXIST_SAME_NAME	Un autre personnage porte déjà ce nom.
CREATE_FAILURE	Vous ne pouvez pas créer ce personnage.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Entrez le nom
CREATE_PLUS_STAT	Il y a encore des points de caractéristiques restants.
DAY	Jours
DO_YOU_BUY_ITEM1	Voulez-vous acheter %s pour %s Yangs ?
DO_YOU_BUY_ITEM2	Voulez-vous acheter %s (%s unités) pour %s Yangs ?
DO_YOU_DROP_MONEY	Voulez-vous abandonner %d Yangs ?
DO_YOU_SELL_ITEM1	Voulez-vous vendre %s pour %s Yangs ?
DO_YOU_SELL_ITEM2	Voulez-vous vendre %s (%s unités) pour %s Yangs ?
DO_YOU_TAKE_OUT_ITEM1	Voulez-vous supprimer %s ?
DO_YOU_TAKE_OUT_ITEM2	Voulez-vous supprimer %s %s?
DROP_ITEM_FAILURE_EQUIP_ITEM	Vous ne pouvez pas abandonner un objet équipé.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Vous ne pouvez pas abandonner d'objet pendant que votre magasin privé est ouvert.
DROP_MONEY_FAILURE_1000_OVER	Vous ne pouvez abandonner qu'un maximum de 999 Yangs.
EMOTION_ANGRY	Contrarié
EMOTION_ATTRACTIVE	Séduction
EMOTION_BANTER	Moqueur
EMOTION_CHEERS_1	Jubilation 1
EMOTION_CHEERS_2	Jubilation 2
EMOTION_CHEERUP	Jubilation
EMOTION_CHOOSE_ONE	Choisissez une cible.
EMOTION_CLAP	Applaudissements
EMOTION_CLAP_KISS	Bise
EMOTION_CONGRATULATION	Approbation
EMOTION_DANCE_1	Danse 1
EMOTION_DANCE_2	Danse 2
EMOTION_DANCE_3	Danse 3
EMOTION_DANCE_4	Danse 4
EMOTION_DANCE_5	Danse 5
EMOTION_FORGIVE	Pardon
EMOTION_FRENCH_KISS	Baiser
EMOTION_JOY	Joie
EMOTION_SAD	Triste
EMOTION_SHY	Rejet
EMOTION_SLAP	Gifle
EMPIRE_A	Empire Shinsoo
EMPIRE_B	Empire Chunjo
EMPIRE_C	Empire Jinno
EXCHANGE_CANNOT_GIVE	Cet objet ne peut pas être échangé.
EXCHANGE_CANT_EDIT_MONEY	Vous ne pouvez pas échanger cette somme pour le moment.
EXCHANGE_FAILURE_EQUIP_ITEM	Vous ne pouvez pas échanger un objet équipé.
EXCHANGE_MONEY	Somme
EXCHANGE_TITLE	Échanger avec %s (%d)
FISHING_FAILURE	Vous perdez l'appât.
FISHING_NOTIFY1	Il semble que %s ait mordu.
FISHING_NOTIFY2	Il semble que %s a/ont été attrapé(s).
FISHING_SUCCESS1	Vous avez capturé %s!
FISHING_SUCCESS2	Vous avez tiré %s hors de l'eau !
FISHING_UNKNOWN	Ça a mordu, mais vous ignorez ce qu'il y a au bout de la ligne.
FISHING_WRONG_PLACE	Je ne peux pas pêcher ici.
FOR_FEMALE	pour Femme
FOR_MALE	pour Homme
GAME_CANNOT_MINING	Vous ne pouvez pas extraire de minerai en étant à cheval.
GAME_CANNOT_PICK_ITEM	Vous ne pouvez pas ramasser cet objet, car vous ne l'avez pas gagné.
GAME_INIT_ERROR_CURSOR	Le curseur n'a pas pu être établi.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 doit être installé afin que le jeu fonctionne.\nInstallez DirectX 8.1 ou une version supérieure.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Aucune caractéristique graphique n'a été trouvée.\nVérifiez que votre carte VGA est correctement installée.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Les caractéristiques graphiques n'ont pas pu être établies.\nVérifiez que vous possédez bien une carte VGA.\nAutrement, vous pouvez activer l'accélération matérielle.\n(Placez le curseur Accélération matérielle sur Complète\nPanneau de configuration->Affichage->Paramètres->Avancés->onglet Dépannage)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La carte graphique de l'ordinateur ne supporte le mode fenêtre en Mode 32bit.\nPassez en Mode 16bit ou utilisez le mode plein écran.
GAME_INIT_ERROR_ITEM_PROTO	Pas de données d'objets.\nVeuillez réinstaller le jeu.
GAME_INIT_ERROR_MAIN_WINDOW	Mainframe n'a pu être établi.
GAME_INIT_ERROR_MOB_PROTO	Pas de données de monstres.\nVeuillez réinstaller le jeu.
GAME_INIT_ERROR_NETWORK	Les caractéristiques Network n'ont pu être établies.\nVérifiez votre installation internet.
GAME_PICK_MONEY	Vous avez reçu %d Yangs.
GUILDBANK_CLEARBANK	Attention : l'entrepôt de guilde doit être vide !
GUILDBANK_DONT_MONEY_OUT	Vous n'avez aucun Yang dans la banque de guilde !
GUILDBANK_GOLD_IN	Versement
GUILDBANK_GOLD_OUT	Paiement
GUILDBANK_ITEM_IN	Entreposer
GUILDBANK_ITEM_OUT	Sortir
GUILDBANK_MONEYIN	Verser des Yangs
GUILDBANK_MONEYOUT	Prélever des Yangs
GUILDBANK_NOTUSE	Vous n'avez pas les droits.
GUILDBANK_NOT_ENOUGH_MONEY	Vous n'avez pas assez de Yangs pour ce versement.
GUILDBANK_OVER_INCOME	Limite de solde atteinte.
GUILDBANK_OVER_MONEY	Le compte de guilde est plein.
GUILDLAND_ABANDON	Abandonner le terrain de guilde
GUILDLAND_ABANDON_VOTE	Abandonner le terrain de votre guilde [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Le terrain de guilde [%s] a été abandonné.
GUILDLAND_ABANDON_VOTE_RESULT2	Le terrain de guilde a été abandonné.
GUILDLAND_ABANDON_VOTE_RESULT3	Résultat du sondage :
GUILDLAND_ABANDON_VOTE_RESULT4	Le sondage n'est pas valide.
GUILDLAND_ABANDON_VOTE_TEXT	Voulez-vous vraiment lancer le sondage ?
GUILDLAND_ABANDON_VOTE_TEXT1	Souhaitez-vous abandonner le terrain de guilde ?
GUILDLAND_ACCEPT	Oui
GUILDLAND_DEAL	Vendre le terrain de guilde
GUILDLAND_DEAL_TEXT1	La guilde [%s] souhaite vendre son terrain
GUILDLAND_DEAL_TEXT2	pour [%s] Yangs.
GUILDLAND_DEAL_TEXT3	Acceptez-vous cette offre ?
GUILDLAND_DELA_VOTE	La guilde [%s] souhaite vendre notre terrain de guilde.
GUILDLAND_DELA_VOTE_RESULT1	Vente du terrain à la guilde [%s]
GUILDLAND_DELA_VOTE_RESULT2	Le sondage est terminé.
GUILDLAND_DELA_VOTE_RESULT3	Résultat du sondage sur la vente du terrain de guilde :
GUILDLAND_DELA_VOTE_RESULT4	Le sondage n'est pas valide.
GUILDLAND_DELA_VOTE_TEXT	À quelle guilde souhaitez-vous vendre votre terrain ?
GUILDLAND_DELA_VOTE_TEXT1	Souhaitez-vous vendre le terrain de guilde ?
GUILDLAND_DONTHAVE_LAND	Vous ne possédez pas de terrain de guilde.
GUILDLAND_NOT	Non
GUILDLAND_VOTE_TEXT	Voulez-vous [%s] donner ce terrain ?
GUILDLIST_APPLICANT	Souhaitez-vous déposer votre candidature ?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	La hauteur est supérieure à 128 Pixels.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	La hauteur est inférieure à 12 Pixels.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	La largeur est supérieure à 16 Pixels.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	La largeur est inférieure à 64 Pixels.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Le jeu ne supporte pas cette image..
GUILDMARK_UPLOADER_ERROR_PATH	Déplacez cette donnée dans le dossier metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Aucun fichier image choisi.
GUILDVOTE_CHANGEMASTER	Changer de chef de guilde
GUILDVOTE_CHANGEMASTER_RESULT1	Le changement de chef de guilde a fonctionné !
GUILDVOTE_CHANGEMASTER_RESULT2	Vous voilà chef de la guilde [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Le membre [%s] devient chef de guilde.
GUILDVOTE_CHANGEMASTER_RESULT4	Le sondage n'est pas valide.
GUILDVOTE_CHANGEMASTER_RESULT5	Nouveau chef de guilde : %s
GUILDVOTE_CHANGEMASTER_TEXT1	Souhaitez-vous confier la guilde à %s ?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Voulez-vous vraiment passer la main ?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Le membre [%s] devient chef de guilde.
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Souhaitez-vous que la guilde change de chef ?
GUILDVOTE_MEMBEROUT	Supprimer membre
GUILDVOTE_MEMBEROUT_AUTH	Vous n'avez pas les droits.
GUILDVOTE_MEMBEROUT_NOMAL	Voulez-vous vraiment bannir ce membre ?
GUILDVOTE_MEMBEROUT_RESULT1	Supprimer le membre : [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Résultats du sondage
GUILDVOTE_MEMBEROUT_RESULT3	Vous avez été banni de la guilde [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Résultats du sondage
GUILDVOTE_MEMBEROUT_RESULT5	Le sondage n'est pas valide.
GUILDVOTE_MEMBEROUT_TEXT1	Voulez-vous lancer le sondage contre [%s] ?
GUILDVOTE_MEMBEROUT_TEXT2	Sondage : bannir ce membre de la guilde ?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Sondage : [%s] doit-t-il être banni de la guilde ?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contre
GUILDVOTE_OK	Pour
GUILDVOTE_RESULT_AGGRE_MEMBER	Pour : %d
GUILDVOTE_RESULT_ALL_MEMBER	Participants : %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contre : %d
GUILDVOTE_RESULT_TIME	%d jours %d heures %d minutes %d secondes
GUILDVOTE_SELECT_ONE	Veuillez choisir un personnage.
GUILDWAR_ALL	Combats (C)
GUILDWAR_CTF_TITLE	Combat de drapeau
GUILDWAR_DRAW	Nul (N)
GUILDWAR_GAINSCORE_FIFTY	50 points
GUILDWAR_GAINSCORE_HUNDRED	100 points
GUILDWAR_GAINSCORE_THIRTY	30 points
GUILDWAR_GAMETIME_SIXTY	60 minutes
GUILDWAR_GAMETIME_TEN	10 minutes
GUILDWAR_GAMETIME_THIRTY	30 minutes
GUILDWAR_INPUT_OTHERGUILD	Veuillez inscrire la guilde ennemie.
GUILDWAR_LADDER	Points de grade
GUILDWAR_LIMIT_MEMBER_FIVE	Il faut au moins 5 participants.
GUILDWAR_LOSE	Défaites (D)
GUILDWAR_NORMAL_TITLE	Champ de bataille
GUILDWAR_OVER_MEMBERCOUNT	Votre affiliation touche à sa fin.
GUILDWAR_QUESTION_LINE_1	La Guilde %s a déclaré la guerre à votre Guilde.
GUILDWAR_QUESTION_LINE_2	Acceptez vous ? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d C, %d V, %d D, %d N
GUILDWAR_SELECT_MEMBER_COUNT	Veuillez choisir le nombre de participants.
GUILDWAR_TYPE_DEFENSE	Combat de bouclier
GUILDWAR_TYPE_TIGER	Combat à mort
GUILDWAR_TYPE_TIME	Attaque minutée
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Combat en arène
GUILDWAR_WIN	Victoires (V)
GUILDWAR_WIN_FIVE	Cinq parties
GUILDWAR_WIN_ONE	Une partie
GUILDWAR_WIN_THREE	Trois parties
GUILDWINDOW_BUTTON_BANKGOLDINFO	Historique de guilde
GUILDWINDOW_BUTTON_BASEABANDON	Abandonner le terrain de guilde
GUILDWINDOW_BUTTON_BASEDEAL	Vendre le terrain de guilde
GUILDWINDOW_BUTTON_BASEDEALVOTE	Sondage
GUILDWINDOW_BUTTON_BOARD	Notes de guilde
GUILDWINDOW_BUTTON_CHANGEMASTER	Changer de chef de guilde
GUILDWINDOW_BUTTON_DECLARE	Déclaration de guerre
GUILDWINDOW_BUTTON_GOLDIN	Versement
GUILDWINDOW_BUTTON_GOLDOUT	Paiement
GUILDWINDOW_BUTTON_GRADE	Gestion des droits
GUILDWINDOW_BUTTON_GUILDLIST	Liste de guilde
GUILDWINDOW_BUTTON_HEALGSP	Restaurer le pouvoir du dragon
GUILDWINDOW_BUTTON_INFO	Information sur la guilde
GUILDWINDOW_BUTTON_LANDINFO	Informations du terrain
GUILDWINDOW_BUTTON_MARK	Télécharger le symbole de la guilde
GUILDWINDOW_BUTTON_MEMBER	Membres
GUILDWINDOW_BUTTON_OFFER	Donner de l'EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Supprimer membre
GUILDWINDOW_BUTTON_SKILL	Compétences de guilde
GUILDWINDOW_BUTTON_SYMBOL	Télécharger le drapeau de guilde
GUILDWINDOW_BUTTON_VOTECHECK	Vérifiez le sondage
GUILDWINDOW_BUY_GUILD_LAND	Achat de terrain
GUILDWINDOW_CHANGE_OBJECT	Transformation
GUILDWINDOW_CHANGE_SMELTER	Transformation de fonderie
GUILDWINDOW_CREATE_OBJECT	Transformation de bâtiment
GUILDWINDOW_DEAL_GUILD_LAND	Vente de terrain
GUILDWINDOW_GRADE_BANK	Est autorisé à utiliser la banque et l'entrepôt de guilde.
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Est autorisé à bannir un membre de la guilde.
GUILDWINDOW_GRADE_GRADENAME	Nom de grade
GUILDWINDOW_GRADE_GRADENUMBER	Numéro de grade
GUILDWINDOW_GRADE_GUILDWAR	Est autorisé à choisir les combattants parmi les membres de guilde.
GUILDWINDOW_GRADE_INVITEAUTHORITY	Est autorisé à accepter de nouveaux membres de guilde.
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Est autorisé à afficher des notes de guilde.
GUILDWINDOW_GRADE_SKILLAUTHORITY	Est autorisé à utiliser les compétences de guilde.
GUILDWINDOW_INFO_LEVEL10	Augmente n. max. de membres
GUILDWINDOW_INFO_LEVEL15	Promo : pouvoir du dragon
GUILDWINDOW_INFO_LEVEL20	Banque : exonération impôt
GUILDWINDOW_INFO_LEVEL5	Don de guilde : +5 % EXP
GUILDWINDOW_LIST_ALL	Tous les empires
GUILDWINDOW_LIST_ALREADY_REGISTER	[Guilde] Vous avez déjà postulé.
GUILDWINDOW_LIST_APPLICANT_LIST	Liste des candidats
GUILDWINDOW_LIST_CHRACTER_JOB	Classe
GUILDWINDOW_LIST_CHRACTER_LV	Niveau
GUILDWINDOW_LIST_CHRACTER_NAME	Nom du personnage
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Apprentissage
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membres
GUILDWINDOW_LIST_GUILD_LIST	Liste de guilde
GUILDWINDOW_LIST_GUILD_LV	Niveau
GUILDWINDOW_LIST_GUILD_NAME	Guilde
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Guilde] Veuillez entrer un nom de guilde.
GUILDWINDOW_LIST_LADDER	Points de grade
GUILDWINDOW_LIST_PROMOTE_GUILD	Candidature
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Liste de guilde
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Candidatures
GUILDWINDOW_LIST_REGISTER_GUILD	Poser votre candidature auprès de la guilde
GUILDWINDOW_LIST_SEARCH	Chercher
GUILDWINDOW_LIST_SELECT_GUILD	[Guilde] Veuillez choisir la guilde à laquelle vous souhaitez adhérer.
GUILDWINDOW_PROMOTE_REFRESH	Publicité
GUILDWINDOW_PROMOTE_REGISTER	Publicité
GUILDWINDOW_SP_RECOVER	Pouvoir du Dragon
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Agrandissement d'autel
GUILDWINDOW_UPGRADE_GUILDBANK	Agrandissement de banque
GUILD_BANKINFO_CLOSE	Fermer
GUILD_BANKINFO_NAME	Membre
GUILD_BANKINFO_TYPE	Objet/devise
GUILD_BANKINFO_USETYPE	Action
GUILD_BANK_CLOSE	Fermer
GUILD_BANK_INFO	Historique de guilde
GUILD_BOARD_ID	Membre
GUILD_BOARD_TEXT	Message
GUILD_BUILDING_FIX_CHANGE	Voulez-vous vraiment changer la position ?
GUILD_BUILDING_FIX_CHANGE_GOLD	Coût : 1 000 000 Yangs
GUILD_BUILDING_FIX_DELETE	Voulez-vous vraiment supprimer cet objet ?
GUILD_BUILDING_FIX_NEED_BUILDING	Aucun bâtiment.
GUILD_BUILDING_GRADE	Grade
GUILD_BUILDING_NAME	Nom du bâtiment
GUILD_CANNOT_HEAL_GSP_ANYMORE	L'énergie de l'Esprit du Dragon est déjà au maximum.
GUILD_COMMENT	Ecrivez
GUILD_CREATE_ERROR_INSULT_NAME	Nom de Guilde non valide
GUILD_DEFAULT_GRADE	Membres de la Guilde
GUILD_DELETE	Effacer
GUILD_DEPOSIT	Dépôt
GUILD_DO_YOU_HEAL_GSP	Voulez-vous restaurer pour %d Yangs %d unités d'Esprit du Dragon ?
GUILD_DO_YOU_JOIN	, vous a invité. Rejoindre cette guilde ?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_SECOND	Sec.
GUILD_EMPTY_AREA	Territoire vide
GUILD_ENEMY_GUILD_NAME	Nom de Guilde des ennemis
GUILD_FACILITY	Bâtiment Externe
GUILD_GEM	Gemme
GUILD_HEADQUARTER	Bâtiment Principal
GUILD_HEAL_GSP	Restaurer l'Esprit du Dragon
GUILD_INFO_ENEMY_GUILD_EMPTY	Aucune
GUILD_MARK_NOT_ENOUGH_LEVEL	Niveau min. requis : 3
GUILD_MARK_UPLOAD_NOTICE	Veuillez patienter un instant afin d'enregistrer le logo de guilde.
GUILD_MEMBER_JOB	Classe
GUILD_MEMBER_KNIGHT	Combattant
GUILD_MEMBER_LEVEL	Niveau
GUILD_MEMBER_NAME	Membre
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	Don d'EXP
GUILD_NAME	Nom de Guilde
GUILD_NOT_ENOUGH_MATERIAL	Pas assez de ressources pour ce bâtiment.
GUILD_NOT_ENOUGH_MONEY	Pas assez de Yangs pour ce bâtiment.
GUILD_NO_NOTICE_PERMISSION	Vous n'avez pas les droits pour rédiger une annonce.
GUILD_OBJECT	Objets
GUILD_OFFER_EXP	Investir avec des XP
GUILD_SHORT_EXP	Pas assez de points d'expérience.
GUILD_TILE_BASEINFO	Informations du terrain
GUILD_TILE_BOARD	Notes de guilde
GUILD_TILE_GRADE	Gestion des droits
GUILD_TILE_INFO	Informations sur la Guilde
GUILD_TILE_MEMBER	Membres
GUILD_TILE_SKILL	Compétence de Guilde
GUILD_USE_MASTER_ONLY	Seul le chef de guilde possède ces droits.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Terrain de guerre de guildes
GUILD_WAR2	Terrain de guerre de guildes
GUILD_WAR3	Terrain de guerre de guildes
GUILD_WAR4	Terrain de guerre de guildes
GUILD_WAR_GAINSCORE_FIFTY	50 points
GUILD_WAR_GAINSCORE_HUNDRED	100 points
GUILD_WAR_GAINSCORE_THIRTY	30 points
GUILD_WAR_GAMETIME_SIXTY	60 minutes
GUILD_WAR_GAMETIME_TEN	10 minutes
GUILD_WAR_GAMETIME_THIRTY	30 minutes
GUILD_WAR_LIMIT_30MIN	Temps : 30 Minutes
GUILD_WAR_REWARD_POTION	Récompense : le vainqueur reçoit une potion/
GUILD_WAR_SELECT_WAR	Choisir le type de combat
GUILD_WAR_TYPE_DEFENSE	Combat de bouclier
GUILD_WAR_TYPE_DIE	Combat en arène
GUILD_WAR_TYPE_FLAG	Combat de drapeau
GUILD_WAR_TYPE_NORMAL	Champ de bataille
GUILD_WAR_TYPE_TIGER	Combat à mort
GUILD_WAR_TYPE_TIME	Attaque minutée
GUILD_WAR_USE_BATTLE_MAP	Lieu : Arène de guerre des guildes
GUILD_WAR_USE_NORMAL_MAP	Lieu : carte normale
GUILD_WAR_WIN_CHECK_SCORE	Le plus haut résultat gagne la guerre.
GUILD_WAR_WIN_FIVE	Cinq parties
GUILD_WAR_WIN_ONE	Une partie
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Capturez le drapeau de l'ennemi
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	et ramenez-le à votre base.
GUILD_WAR_WIN_THREE	Trois parties
GUILD_WAR_WIN_WIPE_OUT_GUILD	Battez tous les ennemis pour gagner
GUILD_WITHDRAW	Retrait
GUILD_YOU_DO_NOT_JOIN	Vous n'êtes membre d'aucune guilde.
HORSE_HEALTH0	Mort
HORSE_HEALTH1	Affamé.
HORSE_HEALTH2	A faim
HORSE_HEALTH3	Nourri
HORSE_LEVEL1	Cheval normal
HORSE_LEVEL2	Cheval de combat
HORSE_LEVEL3	Cheval militaire
HOUR	heures
HOW_MANY_ITEM_DO_YOU_DESTROY1	Voulez-vous détruire les %s ?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Voulez-vous détruire %dx %s ?
HOW_MANY_ITEM_DO_YOU_DROP1	Souhaitez-vous abandonner %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Souhaitez-vous abandonner  %s %d?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Voulez-vous jeter ou détruire les %s ?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Voulez-vous supprimer ou détruire %dx %s?
INPUT_MATRIX_CARD_NUMBER	Entrez votre numéro de carte Matrix
INPUT_MATRIX_CARD_TITLE	Matrix Card
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Entrer le code d'effacement (voir dans options de compte).
INPUT_PRIVATE_CODE_DIALOG_TITLE	Supprimer le personnage
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Role of Return cannot be combined.
INVENTORY_REALLY_USE_ITEM	Voulez-vous utiliser cet objet sur cet objet ?
