TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum 5 résztvevõ.
GUILDWAR_LOSE	Vereségek (V)
GUILDWAR_NORMAL_TITLE	Mezei harc
GUILDWAR_OVER_MEMBERCOUNT	Elérted a tagi létszámkorlátot.
GUILDWAR_QUESTION_LINE_1	A %s céh hadat üzent a céhednek.
GUILDWAR_QUESTION_LINE_2	elfogadod? (%s)
GUILDWAR_RANKING	Helyezés
GUILDWAR_RECODE_ALL	%d Cs, %d Gy, %d V, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Válaszd ki a résztvevõk számát!
GUILDWAR_TYPE_DEFENSE	Pajzs-harc
GUILDWAR_TYPE_TIGER	Megsemmisítés
GUILDWAR_TYPE_TIME	Támadás idõre
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Aréna harc
GUILDWAR_WIN	Gyõzelmek (Gy)
GUILDWAR_WIN_FIVE	5 menet
GUILDWAR_WIN_ONE	1 menet
GUILDWAR_WIN_THREE	3 menet
GUILDWINDOW_BUTTON_BANKGOLDINFO	Céhraktár log
GUILDWINDOW_BUTTON_BASEABANDON	Céhterület elhagyása
GUILDWINDOW_BUTTON_BASEDEAL	Céhterület eladása
GUILDWINDOW_BUTTON_BASEDEALVOTE	Szavazás
GUILDWINDOW_BUTTON_BOARD	Céh-üzenetek
GUILDWINDOW_BUTTON_CHANGEMASTER	Céhvezér-váltás
GUILDWINDOW_BUTTON_DECLARE	Hadat üzenni
GUILDWINDOW_BUTTON_GOLDIN	Betét
GUILDWINDOW_BUTTON_GOLDOUT	Kivét
GUILDWINDOW_BUTTON_GRADE	Jogosultságok kezelése
GUILDWINDOW_BUTTON_GUILDLIST	Céhlista
GUILDWINDOW_BUTTON_HEALGSP	Sárkányisten-erõ helyreállítása
GUILDWINDOW_BUTTON_INFO	Céh-információ
GUILDWINDOW_BUTTON_LANDINFO	Terület-információ
GUILDWINDOW_BUTTON_MARK	Céhjel feltöltése
GUILDWINDOW_BUTTON_MEMBER	Tag
GUILDWINDOW_BUTTON_OFFER	EXP adományozása
GUILDWINDOW_BUTTON_OUTMEMBER	Tag eltávolítása
GUILDWINDOW_BUTTON_SKILL	Céh-készségek
GUILDWINDOW_BUTTON_SYMBOL	Céhzászló feltöltése
GUILDWINDOW_BUTTON_VOTECHECK	Szavazatok ellenõrzése
GUILDWINDOW_BUY_GUILD_LAND	Földterület vásárlása
GUILDWINDOW_CHANGE_OBJECT	Újjáépítés
GUILDWINDOW_CHANGE_SMELTER	Kohó változtatás
GUILDWINDOW_CREATE_OBJECT	Építés
GUILDWINDOW_DEAL_GUILD_LAND	Földterület eladása
GUILDWINDOW_GRADE_BANK	Használhatja a céhbankot és -raktárt
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Eltávolíthat tagot a céhbõl
GUILDWINDOW_GRADE_GRADENAME	Rangnév
GUILDWINDOW_GRADE_GRADENUMBER	Rangszám
GUILDWINDOW_GRADE_GUILDWAR	Kiválaszthat tagokat bajtársaknak
GUILDWINDOW_GRADE_INVITEAUTHORITY	Felvehet játékost a céhbe
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Írhat céhüzenetet
GUILDWINDOW_GRADE_SKILLAUTHORITY	Használhatja a céh-készségeket
GUILDWINDOW_INFO_LEVEL10	Megnövelt max. tagszám
GUILDWINDOW_INFO_LEVEL15	Ár csökk.: Sárkányisten-erõ
GUILDWINDOW_INFO_LEVEL20	Bank: Adómentesség
GUILDWINDOW_INFO_LEVEL5	+5% EXP a céhadományokhoz
GUILDWINDOW_LIST_ALL	Minden birodalom
GUILDWINDOW_LIST_ALREADY_REGISTER	[Céh] Már jelentkeztél.
GUILDWINDOW_LIST_APPLICANT_LIST	Jelentkezõk listája
GUILDWINDOW_LIST_CHRACTER_JOB	Osztály
GUILDWINDOW_LIST_CHRACTER_LV	Szint
GUILDWINDOW_LIST_CHRACTER_NAME	Karakternév
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Alosztály
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Tag
GUILDWINDOW_LIST_GUILD_LIST	Céhlista
GUILDWINDOW_LIST_GUILD_LV	Szint
GUILDWINDOW_LIST_GUILD_NAME	Céh
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Céh] Adj meg egy céhnevet!
GUILDWINDOW_LIST_LADDER	Rangpontok
GUILDWINDOW_LIST_PROMOTE_GUILD	Jelentkezés
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Céhlista
GUILDWINDOW_LIST_RANKING	Pozíció
GUILDWINDOW_LIST_RANKING_COUNT	Pozíció
GUILDWINDOW_LIST_REGISTER	Jelentkezések
GUILDWINDOW_LIST_REGISTER_GUILD	Jelentkezés céhbe
GUILDWINDOW_LIST_SEARCH	Keresés
GUILDWINDOW_LIST_SELECT_GUILD	[Céh] Válassz céhet, ahova jelentkezel!
GUILDWINDOW_PROMOTE_REFRESH	Hirdetés
GUILDWINDOW_PROMOTE_REGISTER	Hirdetés
GUILDWINDOW_SP_RECOVER	Sárkányisten-erõ
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Oltár fejlesztése
GUILDWINDOW_UPGRADE_GUILDBANK	Bank fejlesztése
GUILD_BANKINFO_CLOSE	Bezár
GUILD_BANKINFO_NAME	Tag
GUILD_BANKINFO_TYPE	Tárgy/Fizetõeszköz
GUILD_BANKINFO_USETYPE	Akció
GUILD_BANK_CLOSE	Bezár
GUILD_BANK_INFO	Céhraktár log
GUILD_BOARD_ID	Tag
GUILD_BOARD_TEXT	Üzenet
GUILD_BUILDING_FIX_CHANGE	Biztosan meg akarod változtatni a pozíciót?
GUILD_BUILDING_FIX_CHANGE_GOLD	Ára: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Biztosan törölni akarod a tárgyat?
GUILD_BUILDING_FIX_NEED_BUILDING	Nincs jelen épület.
GUILD_BUILDING_GRADE	Rang
GUILD_BUILDING_NAME	Épület név
GUILD_CANNOT_HEAL_GSP_ANYMORE	A Sárkányszellem-energia már teljesen fel lett töltve.
GUILD_COMMENT	Írni
GUILD_CREATE_ERROR_INSULT_NAME	Nem érvényes céh név.
GUILD_DEFAULT_GRADE	Céh tagok
GUILD_DELETE	Töröl
GUILD_DEPOSIT	Letétbe helyez
GUILD_DO_YOU_HEAL_GSP	Szeretnél %d Yangot felhasználni %d egység Sárkányszellem visszaállítására?
GUILD_DO_YOU_JOIN	 meghívott. Csatlakozni akarsz a céhhez?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	mp.
GUILD_EMPTY_AREA	Üres táj.
GUILD_ENEMY_GUILD_NAME	Az ellenség céh neve
GUILD_FACILITY	Melléképület
GUILD_GEM	Drágakõ
GUILD_HEADQUARTER	Fõépület
GUILD_HEAL_GSP	Sárkányszellem visszaállítás
GUILD_INFO_ENEMY_GUILD_EMPTY	Semennyi
GUILD_MARK_NOT_ENOUGH_LEVEL	Legalább 3-as szint szükséges
GUILD_MARK_UPLOAD_NOTICE	Várj egy kicsit, hogy hozzáadhass céhlogókat.
GUILD_MEMBER_JOB	Osztály
GUILD_MEMBER_KNIGHT	Bajtárs
GUILD_MEMBER_LEVEL	Szint
GUILD_MEMBER_NAME	Tag
GUILD_MEMBER_RANK	Helyezés
GUILD_MEMBER_SPECIFIC_GRAVITY	Beadott EXP
GUILD_NAME	Céh név
GUILD_NOT_ENOUGH_MATERIAL	Nincs elég építõanyag ehhez az épülethez.
GUILD_NOT_ENOUGH_MONEY	Nincs elég Yang ehhez az épülethez.
GUILD_NO_NOTICE_PERMISSION	Nincs jogosultságod bejelentést tenni.
GUILD_OBJECT	Tárgy
GUILD_OFFER_EXP	Tapasztalat befektetés
GUILD_SHORT_EXP	Nincs elég tapasztalat pont.
GUILD_TILE_BASEINFO	Terület-információ
GUILD_TILE_BOARD	Céh-üzenetek
GUILD_TILE_GRADE	Jogok Kezelése
GUILD_TILE_INFO	Céh információ
GUILD_TILE_MEMBER	Tag
GUILD_TILE_SKILL	Céh készség
GUILD_USE_MASTER_ONLY	Ezt csak a céhvezér használhatja.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Céhháború terület
GUILD_WAR2	Céhháború terület
GUILD_WAR3	Céhháború terület
GUILD_WAR4	Céhháború terület
GUILD_WAR_GAINSCORE_FIFTY	50 pont
GUILD_WAR_GAINSCORE_HUNDRED	100 pont
GUILD_WAR_GAINSCORE_THIRTY	30 pont
GUILD_WAR_GAMETIME_SIXTY	60 perc
GUILD_WAR_GAMETIME_TEN	10 perc
GUILD_WAR_GAMETIME_THIRTY	30 perc
GUILD_WAR_LIMIT_30MIN	Idõ: 30 perc
GUILD_WAR_REWARD_POTION	Jutalom: a gyõztes italokat kap
GUILD_WAR_SELECT_WAR	Válassz típust
GUILD_WAR_TYPE_DEFENSE	Pajzs-harc
GUILD_WAR_TYPE_DIE	Aréna-harc
GUILD_WAR_TYPE_FLAG	Kapd el a zászlót
GUILD_WAR_TYPE_NORMAL	Mezei harc
GUILD_WAR_TYPE_TIGER	Megsemmisítés
GUILD_WAR_TYPE_TIME	Támadás idõre
GUILD_WAR_USE_BATTLE_MAP	Helyszín: Céhháború Aréna
GUILD_WAR_USE_NORMAL_MAP	Helyszín: Normál Térkép
GUILD_WAR_WIN_CHECK_SCORE	Legmagasabb eredmény háborút nyer.
GUILD_WAR_WIN_FIVE	5 menet
GUILD_WAR_WIN_ONE	1 menet
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Szerezd meg az ellenség zászlaját,
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	és vidd el a bázisodra.
GUILD_WAR_WIN_THREE	3 menet
GUILD_WAR_WIN_WIPE_OUT_GUILD	Gyõzz le minden ellenséget a gyõzelemért.
GUILD_WITHDRAW	Visszavonás
GUILD_YOU_DO_NOT_JOIN	Nem tartozol céhhez.
HORSE_HEALTH0	Halott
HORSE_HEALTH1	Éhezõ
HORSE_HEALTH2	Éhes
HORSE_HEALTH3	Tele
HORSE_LEVEL1	Normál ló
HORSE_LEVEL2	Csataló
HORSE_LEVEL3	Katonai ló
HOUR	Óra
HOW_MANY_ITEM_DO_YOU_DESTROY1	Szeretnél elpusztítani a következőt: %s?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Szeretnéd eltávolítani a következőt: %dx %s?
HOW_MANY_ITEM_DO_YOU_DROP1	Szeretnéd ezt: %s eldobni?
HOW_MANY_ITEM_DO_YOU_DROP2	Szeretnél %s %d eldobni?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Szeretnéd eldobni vagy elpusztítani a következőt: %s?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Szeretnéd eldobni vagy elpusztítani a következőt: %dx %s?
INPUT_MATRIX_CARD_NUMBER	Mátrix térképszám beadás
INPUT_MATRIX_CARD_TITLE	Mátrix térkép
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Törlõ kód beadása a felhasználó kezelõbõl
INPUT_PRIVATE_CODE_DIALOG_TITLE	Karakter törlés
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Nem kombinálható tekercs.
INVENTORY_REALLY_USE_ITEM	Tárgy használata ezen a tárgyon?
JOB_ASSASSIN	Nindzsa
JOB_ASSASSIN0	Nincs
JOB_ASSASSIN1	Tõr-nindzsa
JOB_ASSASSIN2	Íjász-nindzsa
JOB_SHAMAN	Sámán
JOB_SHAMAN0	Nincs
JOB_SHAMAN1	Sárkány sámán
JOB_SHAMAN2	Gyógyító sámán
JOB_SURA	Sura
JOB_SURA0	Nincs
JOB_SURA1	Fegyveres sura
