TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
CHANNEL_SELECT_CHANNEL	Scegli il canale
CHANNEL_SELECT_REGION	Scegli il luogo per il conto
CHANNEL_SELECT_SERVER	Scegli il server
CHANNEL_TEST_SERVER	Testa il server
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Crea personaggio
CHARACTER_SELECT_MODE	Seleziona personaggio
CHAT_ALL	Tutti
CHAT_BLOCK	Blocca
CHAT_GUILD	Gilda
CHAT_INFORMATION	Info
CHAT_INSULT_STRING	La frase contiene parole proibite
CHAT_LOG	Mostra i messaggi vecchi [L]
CHAT_LOG_TITLE	Protocollo della chat
CHAT_NORMAL	Normale
CHAT_NOTICE	Annuncio
CHAT_PARTY	Gruppo
CHAT_SEND_CHAT	Invia Chat
CHAT_SEND_MEMO	Invia Chat privata [Shift+Invio]
CHAT_SHOUT	Chiama
CHAT_SHOUT_LIMIT	Puoi chiamare ogni 15 secondi.
CHAT_TEAM	Squadra
CHAT_WHISPER	Chat privata
CREATE_ERROR_GM_NAME	Nel nome del personaggio non puoi usare ,GM‘.
CREATE_ERROR_INSULT_NAME	Questo nome non è consentito.
CREATE_EXIST_SAME_NAME	Questo nome è usato da un altro personaggio.
CREATE_FAILURE	Non puoi creare il personaggio.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Inserisci il nome.
CREATE_PLUS_STAT	Ci sono ancora punti status disponibili.
DAY	Giorni
DO_YOU_BUY_ITEM1	Desideri comprare %s per %s ?
DO_YOU_BUY_ITEM2	Desideri comprare %s %s per %s ?
DO_YOU_DROP_MONEY	Desideri lasciar cadere %d Yang?
DO_YOU_SELL_ITEM1	Desideri vendere %s per %s ?
DO_YOU_SELL_ITEM2	Desideri vendere %s %s per %s ?
DO_YOU_TAKE_OUT_ITEM1	Vuoi rimuovere %s?
DO_YOU_TAKE_OUT_ITEM2	Vuoi rimuovere %s %s?
DROP_ITEM_FAILURE_EQUIP_ITEM	Non puoi lasciar cadere un oggetto che è in uso.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Non puoi lasciar cadere un oggetto se hai un negozio privato aperto.
DROP_MONEY_FAILURE_1000_OVER	Puoi lasciar cadere massimo 999 Yang.
EMOTION_ANGRY	Arrabbiato
EMOTION_ATTRACTIVE	Seduzione
EMOTION_BANTER	Scherzoso
EMOTION_CHEERS_1	Esulto 1
EMOTION_CHEERS_2	Esulto 2
EMOTION_CHEERUP	Gioire
EMOTION_CHOOSE_ONE	Scegli bersaglio.
EMOTION_CLAP	Applauso
EMOTION_CLAP_KISS	Bacio
EMOTION_CONGRATULATION	Approvazione
EMOTION_DANCE_1	Ballare 1
EMOTION_DANCE_2	Ballare 2
EMOTION_DANCE_3	Ballare 3
EMOTION_DANCE_4	Ballare 4
EMOTION_DANCE_5	Ballare 5
EMOTION_FORGIVE	Perdono
EMOTION_FRENCH_KISS	Bacio con la lingua
EMOTION_JOY	Felicita'
EMOTION_SAD	Triste
EMOTION_SHY	Rifiuto
EMOTION_SLAP	Colpo
EMPIRE_A	Regno Shinsoo
EMPIRE_B	Regno Chunjo
EMPIRE_C	Regno Jinno
EXCHANGE_CANNOT_GIVE	Quest'oggetto non è commerciabile.
EXCHANGE_CANT_EDIT_MONEY	Non puoi modificare il prezzo ora.
EXCHANGE_FAILURE_EQUIP_ITEM	Non puoi scambiare gli oggetti in uso.
EXCHANGE_MONEY	Prezzo
EXCHANGE_TITLE	Commercia con %s
FISHING_FAILURE	Hai perso l'esca.
FISHING_NOTIFY1	Sembrerebbe che %s abbia abboccato.
FISHING_NOTIFY2	Sembrerebbe che %s sia stato catturato.
FISHING_SUCCESS1	Ne hai catturati %s!
FISHING_SUCCESS2	Hai pescato %s!
FISHING_UNKNOWN	Qualcosa ha abboccato ma non sai cosa sia.
FISHING_WRONG_PLACE	Qui non posso pescare.
FOR_FEMALE	Per Donne
FOR_MALE	Per Uomini
GAME_CANNOT_MINING	Non puoi estrarre minerali mentre sei a cavallo.
GAME_CANNOT_PICK_ITEM	Non puoi raccogliere l'oggetto perchè non lo hai razziato tu.
GAME_INIT_ERROR_CURSOR	Non si è potuto creare la freccia del mouse.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 deve essere installata per poter eseguire il gioco.\nInstalla DirectX 8.1 o maggiore.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Non è stata trovata nessuna scheda grafica compatibile con il gioco.\nControlla che la tua scheda VGA sia installata correttamente.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Non è stato possibile eseguire la grafica.\nControlla se possiedi una scheda VGA.\nIn alternativa puoi attivare l'accelerazione Hardware \n(Metti l'accelerazione Hardware al massimo \nPannello di controllo->Schermo->Impostazioni->Avanzate->Risoluzione problemi)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La scheda grafica del PC non supporta la modalità finestra in 32bit.\nModifica in modalità 16bit o usa la modalità a tutto schermo.
GAME_INIT_ERROR_ITEM_PROTO	I dati degli oggetti non sono disponibili.\nInstalla nuovamente il gioco.
GAME_INIT_ERROR_MAIN_WINDOW	Non è stato possibile creare la finestra principale.
GAME_INIT_ERROR_MOB_PROTO	I dati dei mostri non sono disponibili.\nInstalla nuovamente il gioco.
GAME_INIT_ERROR_NETWORK	Non è stato possibile creare la connessione.\nControlla la tua connessione ad internet.
GAME_PICK_MONEY	Hai ricevuto %d Yang.
GUILDBANK_CLEARBANK	Attenzione: Il Magazzino di Gilda deve essere svuotato!
GUILDBANK_DONT_MONEY_OUT	Non hai Yang nella banca della gilda!
GUILDBANK_GOLD_IN	Deposita
GUILDBANK_GOLD_OUT	Ritiro
GUILDBANK_ITEM_IN	Negozio
GUILDBANK_ITEM_OUT	Rimuovi
GUILDBANK_MONEYIN	Deposito Yang
GUILDBANK_MONEYOUT	Ritira Yang
GUILDBANK_NOTUSE	Non hai i permessi necessari.
GUILDBANK_NOT_ENOUGH_MONEY	Non hai abbastanza Yang per depositare.
GUILDBANK_OVER_INCOME	Limite degli account raggiunto.
GUILDBANK_OVER_MONEY	L'account della gilda è pieno.
GUILDLAND_ABANDON	Abbandona Terreno Gilda
GUILDLAND_ABANDON_VOTE	Abbandona il territorio della gilda [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Il territorio della gilda [%s] è stato abbandonato.
GUILDLAND_ABANDON_VOTE_RESULT2	Il territorio della gilda è stato abbandonato.
GUILDLAND_ABANDON_VOTE_RESULT3	Risultato della votazione:
GUILDLAND_ABANDON_VOTE_RESULT4	Voto non valido.
GUILDLAND_ABANDON_VOTE_TEXT	Vuoi davvero iniziare questo voto?
GUILDLAND_ABANDON_VOTE_TEXT1	Accetti di abbandonare il territorio della gilda?
GUILDLAND_ACCEPT	Si
GUILDLAND_DEAL	Vendi Territorio della Gilda
GUILDLAND_DEAL_TEXT1	La gilda [%s] vuole vendere la propria
GUILDLAND_DEAL_TEXT2	territorio per [%s] Yang.
GUILDLAND_DEAL_TEXT3	Accetti l'offerta?
GUILDLAND_DELA_VOTE	La gilda [%s] vuole acquistare il territorio della nostra gilda.
GUILDLAND_DELA_VOTE_RESULT1	Territorio di gilda venduto alla gilda [%s]
GUILDLAND_DELA_VOTE_RESULT2	Il voto è finito.
GUILDLAND_DELA_VOTE_RESULT3	 Risultato della votazione per la vendita del territorio di gilda:
GUILDLAND_DELA_VOTE_RESULT4	Voto non valido.
GUILDLAND_DELA_VOTE_TEXT	A quale gilda vuoi vendere il tuo territorio?
GUILDLAND_DELA_VOTE_TEXT1	Accetti di vendere il territorio gilda?
GUILDLAND_DONTHAVE_LAND	Non possiedi alcun territorio di gilda.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	Vuoi dare a [%s] il territorio?
GUILDLIST_APPLICANT	Vuoi candidarti?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	L'altezza non è di 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	L'altezza non è di 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	La larghezza non è di 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	La larghezza non è di 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Il gioco non supporta questa immagine.
GUILDMARK_UPLOADER_ERROR_PATH	Sposta il file nella cartella metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Non hai scelto nessuna immagine.
GUILDVOTE_CHANGEMASTER	Cambia il leader della gilda
GUILDVOTE_CHANGEMASTER_RESULT1	La gilda è stata trasferita con successo.
GUILDVOTE_CHANGEMASTER_RESULT2	La gilda [%s] è stata trasferita a te.
GUILDVOTE_CHANGEMASTER_RESULT3	Trasferisci gilda al membro [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Voto non valido.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuovo leader della gilda:%s
GUILDVOTE_CHANGEMASTER_TEXT1	Vuoi trasferire la gilda a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Vuoi davvero rinunciare al comando della gilda?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Trasferisci gilda al membro [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Accetti il ​​trasferimento della leadership della gilda?
GUILDVOTE_MEMBEROUT	Rimuovi Membro
GUILDVOTE_MEMBEROUT_AUTH	Non hai i permessi necessari.
GUILDVOTE_MEMBEROUT_NOMAL	Vuoi davvero rimuovere questo membro?
GUILDVOTE_MEMBEROUT_RESULT1	Rimuovi membro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Risultato voto
GUILDVOTE_MEMBEROUT_RESULT3	Hai rimosso dalla gilda [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Risultato voto
GUILDVOTE_MEMBEROUT_RESULT5	Voto non valido.
GUILDVOTE_MEMBEROUT_TEXT1	 Vuoi iniziare il voto contro [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Vota: Rimuovere membro dalla gilda?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Vote: Dovrebbe [%s] essere rimosso dalla gilda?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contro
GUILDVOTE_OK	Per
GUILDVOTE_RESULT_AGGRE_MEMBER	Per: %d
GUILDVOTE_RESULT_ALL_MEMBER	Partecipanti: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contro: %d
GUILDVOTE_RESULT_TIME	%d giorni %d ore %d minuti %d secondi
GUILDVOTE_SELECT_ONE	Per favore seleziona un personaggio.
GUILDWAR_ALL	Battaglie (B)
GUILDWAR_CTF_TITLE	Conquista la bandiera
GUILDWAR_DRAW	Pareggi (D)
GUILDWAR_GAINSCORE_FIFTY	50 punti
GUILDWAR_GAINSCORE_HUNDRED	100 punti
GUILDWAR_GAINSCORE_THIRTY	30 punti
GUILDWAR_GAMETIME_SIXTY	60 minuti
GUILDWAR_GAMETIME_TEN	10 minuti
GUILDWAR_GAMETIME_THIRTY	30 minuti
GUILDWAR_INPUT_OTHERGUILD	Per favore inserisci la gilda nemica
GUILDWAR_LADDER	Punti Rango
GUILDWAR_LIMIT_MEMBER_FIVE	Minimo 5 partecipanti.
GUILDWAR_LOSE	Perdite (L)
GUILDWAR_NORMAL_TITLE	Campo di battaglia
GUILDWAR_OVER_MEMBERCOUNT	Hai raggiunto il limite dei membri.
GUILDWAR_QUESTION_LINE_1	La Gilda %s ha dichiarato guerra alla tua Gilda.
GUILDWAR_QUESTION_LINE_2	Accetti? (%s)
GUILDWAR_RANKING	Rango
GUILDWAR_RECODE_ALL	%d B, %d W, %d L, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Seleziona il numero di partecipanti.
GUILDWAR_TYPE_DEFENSE	Shield Battle
GUILDWAR_TYPE_TIGER	Annientamento
GUILDWAR_TYPE_TIME	Corsa al tempo
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Campo di battaglia
GUILDWAR_WIN	Vittorie (W)
GUILDWAR_WIN_FIVE	5 rounds
GUILDWAR_WIN_ONE	1 ondata
GUILDWAR_WIN_THREE	3 round
GUILDWINDOW_BUTTON_BANKGOLDINFO	Registro Magazzino Gilda
GUILDWINDOW_BUTTON_BASEABANDON	Abbandona il territorio della gilda
GUILDWINDOW_BUTTON_BASEDEAL	Vendi Territorio Gilda
GUILDWINDOW_BUTTON_BASEDEALVOTE	vota
GUILDWINDOW_BUTTON_BOARD	Messaggi di Gilda
GUILDWINDOW_BUTTON_CHANGEMASTER	Cambia leader della gilda
GUILDWINDOW_BUTTON_DECLARE	Dichiara Guerra
GUILDWINDOW_BUTTON_GOLDIN	Deposito
GUILDWINDOW_BUTTON_GOLDOUT	Ritiro
GUILDWINDOW_BUTTON_GRADE	Gestisci autorizzazioni
GUILDWINDOW_BUTTON_GUILDLIST	Lista Gilde
GUILDWINDOW_BUTTON_HEALGSP	Ripristina il potere del dio Drago
GUILDWINDOW_BUTTON_INFO	Informazione Gilda
GUILDWINDOW_BUTTON_LANDINFO	Informazione Territorio
GUILDWINDOW_BUTTON_MARK	Carica il simbolo della gilda
GUILDWINDOW_BUTTON_MEMBER	Membro
GUILDWINDOW_BUTTON_OFFER	Dona EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Rimuovi Membro
GUILDWINDOW_BUTTON_SKILL	Abilità di Gilda
GUILDWINDOW_BUTTON_SYMBOL	Carica la bandiera della gilda
GUILDWINDOW_BUTTON_VOTECHECK	Controlla il voto
GUILDWINDOW_BUY_GUILD_LAND	Acquistare un terreno
GUILDWINDOW_CHANGE_OBJECT	Ricostruzione
GUILDWINDOW_CHANGE_SMELTER	Cambia fonderia
GUILDWINDOW_CREATE_OBJECT	Costruzione
GUILDWINDOW_DEAL_GUILD_LAND	Vendi terra
GUILDWINDOW_GRADE_BANK	Può usare la banca e il magazzino della gilda
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Può rimuovere membri dalla gilda
GUILDWINDOW_GRADE_GRADENAME	Nome Rank
GUILDWINDOW_GRADE_GRADENUMBER	Numero di rango
GUILDWINDOW_GRADE_GUILDWAR	Può selezionare membri per partecipare come combattenti
GUILDWINDOW_GRADE_INVITEAUTHORITY	Può accettare giocatori nella gilda
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Può comporre messaggi gilda
GUILDWINDOW_GRADE_SKILLAUTHORITY	Può usare le abilità di gilda
GUILDWINDOW_INFO_LEVEL10	Numero di membri max. incrementato
GUILDWINDOW_INFO_LEVEL15	Costo rosso .: potenza del dio drago
GUILDWINDOW_INFO_LEVEL20	Banca: Esenzione da tasse
GUILDWINDOW_INFO_LEVEL5	 5% EXP alle donazioni di gilda
GUILDWINDOW_LIST_ALL	Tutti i Regni
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gilda] Hai già fatto domanda.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista Applicazione
GUILDWINDOW_LIST_CHRACTER_JOB	Classe
GUILDWINDOW_LIST_CHRACTER_LV	Livello
GUILDWINDOW_LIST_CHRACTER_NAME	Nome del personaggio
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	 Sottoclasse
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membro
GUILDWINDOW_LIST_GUILD_LIST	Lista Gilde
GUILDWINDOW_LIST_GUILD_LV	Livello
GUILDWINDOW_LIST_GUILD_NAME	Gilda
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilda] Inserisci il nome di una gilda.
GUILDWINDOW_LIST_LADDER	Punti Rango
GUILDWINDOW_LIST_PROMOTE_GUILD	Applicazione
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista Gilde
GUILDWINDOW_LIST_RANKING	Posizione
GUILDWINDOW_LIST_RANKING_COUNT	Posizione
GUILDWINDOW_LIST_REGISTER	applicazioni
GUILDWINDOW_LIST_REGISTER_GUILD	Applica alla gilda
GUILDWINDOW_LIST_SEARCH	Cerca
GUILDWINDOW_LIST_SELECT_GUILD	[Gilda] Seleziona una gilda alla quale applicare.
GUILDWINDOW_PROMOTE_REFRESH	Pubblicizzare
GUILDWINDOW_PROMOTE_REGISTER	Pubblicizzare
GUILDWINDOW_SP_RECOVER	Potere del dio drago
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Migliora Altare
GUILDWINDOW_UPGRADE_GUILDBANK	Aggiorna banca
GUILD_BANKINFO_CLOSE	Chiudi
GUILD_BANKINFO_NAME	Membro
GUILD_BANKINFO_TYPE	Item/Valuta
GUILD_BANKINFO_USETYPE	Azione
GUILD_BANK_CLOSE	Chiudi
GUILD_BANK_INFO	Magazzino di Gilda Log
GUILD_BOARD_ID	Membro
GUILD_BOARD_TEXT	Messaggio
GUILD_BUILDING_FIX_CHANGE	Vuoi veramente cambiare la posizione?
GUILD_BUILDING_FIX_CHANGE_GOLD	Costo: 1.000.000 di Yang
GUILD_BUILDING_FIX_DELETE	Vuoi veramente eliminare l'oggetto?
GUILD_BUILDING_FIX_NEED_BUILDING	Nessuna costruzione presente.
GUILD_BUILDING_GRADE	Posizione
GUILD_BUILDING_NAME	Nome della costruzione
GUILD_CANNOT_HEAL_GSP_ANYMORE	L'energia dello Spirito del Drago è completamente rigenerata.
GUILD_COMMENT	Scrivi
GUILD_CREATE_ERROR_INSULT_NAME	Nome della Gilda non consentito.
GUILD_DEFAULT_GRADE	Membro della Gilda
GUILD_DELETE	Cancella
GUILD_DEPOSIT	Deposita
GUILD_DO_YOU_HEAL_GSP	Desideri rigenerare %d unità di Spirito del Drago per %d Yang?
GUILD_DO_YOU_JOIN	  ti ha invitato. Desideri entrare nella Gilda?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	sec.
GUILD_EMPTY_AREA	Terra di nessuno
GUILD_ENEMY_GUILD_NAME	Nome della Gilda avversaria
GUILD_FACILITY	Edificio secondario
GUILD_GEM	Pietra preziosa
GUILD_HEADQUARTER	Edificio principale
GUILD_HEAL_GSP	Rigenera lo Spirito del Drago
GUILD_INFO_ENEMY_GUILD_EMPTY	Nessuno
GUILD_MARK_NOT_ENOUGH_LEVEL	È richiesto minimo livello 4
GUILD_MARK_UPLOAD_NOTICE	Attendi un momento per poter aggiungere i loghi delle gilde.
GUILD_MEMBER_JOB	Classe
GUILD_MEMBER_KNIGHT	Combattente
GUILD_MEMBER_LEVEL	Livello
GUILD_MEMBER_NAME	Membro
GUILD_MEMBER_RANK	Rango
GUILD_MEMBER_SPECIFIC_GRAVITY	 EXP Donato
GUILD_NAME	Nome della Gilda
GUILD_NOT_ENOUGH_MATERIAL	Non possiedi abbastanza materiale per questo edificio.
GUILD_NOT_ENOUGH_MONEY	Non possiedi abbastanza Yang per questo edificio.
GUILD_NO_NOTICE_PERMISSION	Non sei autorizzato a fare un annuncio.
GUILD_OBJECT	Oggetti
GUILD_OFFER_EXP	Esperienza da investire
GUILD_SHORT_EXP	Non hai abbastanza punti esperienza.
GUILD_TILE_BASEINFO	Informazioni base
GUILD_TILE_BOARD	Lavagna
GUILD_TILE_GRADE	Amministra diritti
GUILD_TILE_INFO	Informazioni della Gilda
GUILD_TILE_MEMBER	Membro della Gilda
GUILD_TILE_SKILL	Abilità della Gilda
GUILD_USE_MASTER_ONLY	Solo il leader della gilda ha questo diritto.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Area Guerra tra Gilde
GUILD_WAR2	Area Guerra tra Gilde
GUILD_WAR3	Zona Guerre tra Gilde
GUILD_WAR4	Area Guerre tra Gilde
GUILD_WAR_GAINSCORE_FIFTY	50 punti
GUILD_WAR_GAINSCORE_HUNDRED	100 punti
GUILD_WAR_GAINSCORE_THIRTY	30 punti
GUILD_WAR_GAMETIME_SIXTY	60 minuti
GUILD_WAR_GAMETIME_TEN	10 minuti
GUILD_WAR_GAMETIME_THIRTY	30 minuti
GUILD_WAR_LIMIT_30MIN	Tempo: 30 minuti
GUILD_WAR_REWARD_POTION	Ricompensa: Il vinvitore riceve pozioni.
GUILD_WAR_SELECT_WAR	Seleziona tipo
GUILD_WAR_TYPE_DEFENSE	Shield Battle
GUILD_WAR_TYPE_DIE	Arena Battle
GUILD_WAR_TYPE_FLAG	Cattura la Bandiera
GUILD_WAR_TYPE_NORMAL	battaglia sul campo
GUILD_WAR_TYPE_TIGER	Annientamento
GUILD_WAR_TYPE_TIME	Tempo di attacco
GUILD_WAR_USE_BATTLE_MAP	Usa il campo di battaglia della Gilda
GUILD_WAR_USE_NORMAL_MAP	Luogo: mappa normale
GUILD_WAR_WIN_CHECK_SCORE	Chi ha il risultato maggiore vince la guerra.
GUILD_WAR_WIN_FIVE	5 ondate
GUILD_WAR_WIN_ONE	1 turno
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Conquista la bandiera dell'avversario
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	e portala alla tua base
GUILD_WAR_WIN_THREE	3 round
GUILD_WAR_WIN_WIPE_OUT_GUILD	Per vincere distruggi tutti i tuoi avversari.
GUILD_WITHDRAW	Ritirata
GUILD_YOU_DO_NOT_JOIN	Non appartieni a nessuna Gilda
HORSE_HEALTH0	Morto
HORSE_HEALTH1	Denutrito
HORSE_HEALTH2	Affamato
HORSE_HEALTH3	Pieno
HORSE_LEVEL1	Cavallo normale
HORSE_LEVEL2	Cavallo da Battaglia
HORSE_LEVEL3	Cavallo militare
HOUR	Ore
HOW_MANY_ITEM_DO_YOU_DESTROY1	Vuoi distruggere %s?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Vuoi distruggere%dx%s?
HOW_MANY_ITEM_DO_YOU_DROP1	Desideri lasciar cadere %s ?
HOW_MANY_ITEM_DO_YOU_DROP2	Desideri lasciar cadere %s %d ?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Vuoi scartare o distruggere %s?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Vuoi scartare o distruggere %dx %s?
INPUT_MATRIX_CARD_NUMBER	Inserire numer omatrix della carta
INPUT_MATRIX_CARD_TITLE	Matrix della carta
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Inserisci qui il codice che hai inserito nell'iscrizione
INPUT_PRIVATE_CODE_DIALOG_TITLE	Cancella personaggio
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Il papiro del ritorno non può essere unito.
INVENTORY_REALLY_USE_ITEM	Desideri usare questo oggetto?
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Ninja principiante
JOB_ASSASSIN1	Forza del Ninja
JOB_ASSASSIN2	Morto vivente
JOB_SHAMAN	Shamano
JOB_SHAMAN0	Shamana principiante
JOB_SHAMAN1	Forza del Drago
JOB_SHAMAN2	Potenza del lampo
JOB_SURA	Sura
JOB_SURA0	Sura principiante
JOB_SURA1	Forza della Fata Morgana
JOB_SURA2	Forza della Magia Nera
JOB_WARRIOR	Guerriero
JOB_WARRIOR0	Guerriero principiante
JOB_WARRIOR1	Forza di Arahan
JOB_WARRIOR2	Forza del Partigiano
LEFT_TIME	Tempo rimanente
LOGIN_CONNECT_FAILURE	Errore di collegamento con il server.
