TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
CHAT_NORMAL	Normal
CHAT_NOTICE	Server
CHAT_PARTY	Group
CHAT_SEND_CHAT	Send chat
CHAT_SEND_MEMO	Send whisper [Shift+Enter]
CHAT_SHOUT	Call
CHAT_SHOUT_LIMIT	You can only call every 15 seconds.
CHAT_TEAM	Team
CHAT_WHISPER	Whispering
CREATE_ERROR_GM_NAME	You are not allowed to use 'GM' in your character name.
CREATE_ERROR_INSULT_NAME	This name is invalid.
CREATE_EXIST_SAME_NAME	Another character already has this name.
CREATE_FAILURE	You cannot create the character
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Enter the name.
CREATE_PLUS_STAT	There are still status points available. 
DAY	Days
DO_YOU_BUY_ITEM1	Do you want to buy %s for %s Yang?
DO_YOU_BUY_ITEM2	Do you want to buy %s (%s lots) for %s Yang?
DO_YOU_DROP_MONEY	Do you want to drop %d Yang?
DO_YOU_SELL_ITEM1	Do you want to sell %s for %s Yang?
DO_YOU_SELL_ITEM2	Do you want to sell %s (%s lots) for %s Yang?
DO_YOU_TAKE_OUT_ITEM1	Do you want to remove %s?
DO_YOU_TAKE_OUT_ITEM2	Do you want to remove %s %s?
DROP_ITEM_FAILURE_EQUIP_ITEM	You cannot drop equipped items.
DROP_ITEM_FAILURE_PRIVATE_SHOP	You cannot drop any items as long as a private shop is open.
DROP_MONEY_FAILURE_1000_OVER	You can drop a maximum of 999 Yang.
EMOTION_ANGRY	Aggravating
EMOTION_ATTRACTIVE	Seduction
EMOTION_BANTER	Sneering
EMOTION_CHEERS_1	Cheers 1
EMOTION_CHEERS_2	Cheers 2
EMOTION_CHEERUP	Cheer
EMOTION_CHOOSE_ONE	Choose a target.
EMOTION_CLAP	Claps
EMOTION_CLAP_KISS	Kiss
EMOTION_CONGRATULATION	Approval
EMOTION_DANCE_1	Dance 1
EMOTION_DANCE_2	Dance 2
EMOTION_DANCE_3	Dance 3
EMOTION_DANCE_4	Dance 4
EMOTION_DANCE_5	Dance 5
EMOTION_FORGIVE	Forgiveness
EMOTION_FRENCH_KISS	French Kiss
EMOTION_JOY	Joy
EMOTION_SAD	Sad
EMOTION_SHY	Rejection
EMOTION_SLAP	Hit
EMPIRE_A	Shinsoo Kingdom
EMPIRE_B	Chunjo Kingdom
EMPIRE_C	Jinno Kingdom
EXCHANGE_CANNOT_GIVE	This item cannot be traded.
EXCHANGE_CANT_EDIT_MONEY	You cannot change the sum now.
EXCHANGE_FAILURE_EQUIP_ITEM	You cannot exchange equipped Items.
EXCHANGE_MONEY	Sum
EXCHANGE_TITLE	Trade with %s (%d)
FISHING_FAILURE	You lost the Bait.
FISHING_NOTIFY1	It looks like %s is hooked.
FISHING_NOTIFY2	It looks like %s is on the hook.
FISHING_SUCCESS1	You captured %s!
FISHING_SUCCESS2	You have pulled %s out of the water!
FISHING_UNKNOWN	Something has taken the bait but you can't see what it is.
FISHING_WRONG_PLACE	You cannot go fishing here.
FOR_FEMALE	for female
FOR_MALE	for male
GAME_CANNOT_MINING	You cannot mine Ore while riding.
GAME_CANNOT_PICK_ITEM	You cannot collect this Item as you did not win it.
GAME_INIT_ERROR_CURSOR	The cursor could not be established.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 must be installed so that the game can run.[ENTER]Install DirectX 8.1 or higher.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	No graphic device could be found. \nCheck if your VGA card is correctly installed.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Graphic device could not be established. \nCheck if you have a VGA card. \nAlternatively, you can active the hardware accelerator.\n(Set hardware accelerator to max \nControl Panel->Display->Settings->Advanced->Troubleshoot tab)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	The graphics card of the computer does not support the window mode in 32bit Mode. \nChange to 16bit Mode or use Full Screen Mode.
GAME_INIT_ERROR_ITEM_PROTO	No Item data there.\nInstall the game again.
GAME_INIT_ERROR_MAIN_WINDOW	Mainframe could not be established
GAME_INIT_ERROR_MOB_PROTO	No Monster Data there.\nInstall the game again.
GAME_INIT_ERROR_NETWORK	Network devices could not be established.\nCheck your internet connection.
GAME_PICK_MONEY	You have received %d Yang.
GUILDBANK_CLEARBANK	Warning: The Guild Warehouse must be emptied!
GUILDBANK_DONT_MONEY_OUT	You don't have any Yang in the guild bank!
GUILDBANK_GOLD_IN	Deposit
GUILDBANK_GOLD_OUT	Withdrawal
GUILDBANK_ITEM_IN	Store
GUILDBANK_ITEM_OUT	Remove
GUILDBANK_MONEYIN	Deposit Yang
GUILDBANK_MONEYOUT	Withdraw Yang
GUILDBANK_NOTUSE	You do not have the necessary permissions.
GUILDBANK_NOT_ENOUGH_MONEY	You do not have enough Yang to deposit.
GUILDBANK_OVER_INCOME	Account limit reached.
GUILDBANK_OVER_MONEY	The guild account is full.
GUILDLAND_ABANDON	Abandon Guild Territory
GUILDLAND_ABANDON_VOTE	Abandon guild [%s]'s territory.
GUILDLAND_ABANDON_VOTE_RESULT1	Guild [%s]'s territory was abandoned.
GUILDLAND_ABANDON_VOTE_RESULT2	The guild territory has been abandoned.
GUILDLAND_ABANDON_VOTE_RESULT3	Vote result:
GUILDLAND_ABANDON_VOTE_RESULT4	Vote is invalid.
GUILDLAND_ABANDON_VOTE_TEXT	Do you really want to start this vote?
GUILDLAND_ABANDON_VOTE_TEXT1	Do you agree to abandon the guild territory?
GUILDLAND_ACCEPT	Yes
GUILDLAND_DEAL	Sell Guild Territory
GUILDLAND_DEAL_TEXT1	Guild [%s] wants to sell their
GUILDLAND_DEAL_TEXT2	territory for [%s] Yang.
GUILDLAND_DEAL_TEXT3	Do you accept the offer?
GUILDLAND_DELA_VOTE	The guild [%s] wants to buy our guild territory.
GUILDLAND_DELA_VOTE_RESULT1	Guild territory sale to guild [%s]
GUILDLAND_DELA_VOTE_RESULT2	The vote has finished.
GUILDLAND_DELA_VOTE_RESULT3	Vote result for guild territory sale:
GUILDLAND_DELA_VOTE_RESULT4	Vote is invalid.
GUILDLAND_DELA_VOTE_TEXT	Which guild do you want to sell your territory to?
GUILDLAND_DELA_VOTE_TEXT1	Do you agree to sell the guild territory?
GUILDLAND_DONTHAVE_LAND	You do not own any guild territory.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	Do you want to give [%s] the territory?
GUILDLIST_APPLICANT	Do you want to apply?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Height is not 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Height is not 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Width is not 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Width is not 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	The game does not support this picture.
GUILDMARK_UPLOADER_ERROR_PATH	Move the data into the folder metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	No picture file chosen.
GUILDVOTE_CHANGEMASTER	Change Guild Leader
GUILDVOTE_CHANGEMASTER_RESULT1	The guild has been successfully transferred.
GUILDVOTE_CHANGEMASTER_RESULT2	The guild [%s] has been transferred to you.
GUILDVOTE_CHANGEMASTER_RESULT3	Transfer guild to member [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Vote is invalid.
GUILDVOTE_CHANGEMASTER_RESULT5	New guild leader: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Do you want to transfer guild to [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Do you really want to give up leadership of the guild?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transfer guild to member [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Do you agree to the guild leadership transfer?
GUILDVOTE_MEMBEROUT	Remove Member
GUILDVOTE_MEMBEROUT_AUTH	You do not have the necessary permissions.
GUILDVOTE_MEMBEROUT_NOMAL	Do you really want to remove this member?
GUILDVOTE_MEMBEROUT_RESULT1	Remove member: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Vote result
GUILDVOTE_MEMBEROUT_RESULT3	You have been removed from the guild [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Vote result
GUILDVOTE_MEMBEROUT_RESULT5	Vote is invalid.
GUILDVOTE_MEMBEROUT_TEXT1	Do you want to start the vote against [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Vote: Remove member from the guild?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Vote: Should [%s] be removed from the guild?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Against
GUILDVOTE_OK	For
GUILDVOTE_RESULT_AGGRE_MEMBER	For: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participants: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Against: %d
GUILDVOTE_RESULT_TIME	%d days %d hours %d minutes %d seconds
GUILDVOTE_SELECT_ONE	Please select a character.
GUILDWAR_ALL	Battles (B)
GUILDWAR_CTF_TITLE	Capture the Flag
GUILDWAR_DRAW	Draws (D)
GUILDWAR_GAINSCORE_FIFTY	50 points
GUILDWAR_GAINSCORE_HUNDRED	100 points
GUILDWAR_GAINSCORE_THIRTY	30 points
GUILDWAR_GAMETIME_SIXTY	60 minutes
GUILDWAR_GAMETIME_TEN	10 minutes
GUILDWAR_GAMETIME_THIRTY	30 minutes
GUILDWAR_INPUT_OTHERGUILD	Please enter opposing guild.
GUILDWAR_LADDER	Rank Points
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum 5 participants.
GUILDWAR_LOSE	Losses (L)
GUILDWAR_NORMAL_TITLE	Field Battle
GUILDWAR_OVER_MEMBERCOUNT	You have reached the member limit.
GUILDWAR_QUESTION_LINE_1	The Guild %s  declared war on your Guild.
GUILDWAR_QUESTION_LINE_2	Do you accept? (%s)
GUILDWAR_RANKING	Rank
GUILDWAR_RECODE_ALL	%d B, %d W, %d L, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Select the number of participants.
GUILDWAR_TYPE_DEFENSE	Shield Battle
GUILDWAR_TYPE_TIGER	Annihilation
GUILDWAR_TYPE_TIME	Time Attack
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arena Battle
GUILDWAR_WIN	Wins (W)
GUILDWAR_WIN_FIVE	5 rounds
GUILDWAR_WIN_ONE	1 round
GUILDWAR_WIN_THREE	3 rounds
GUILDWINDOW_BUTTON_BANKGOLDINFO	Guild Warehouse Log
GUILDWINDOW_BUTTON_BASEABANDON	Abandon Guild Territory
GUILDWINDOW_BUTTON_BASEDEAL	Sell Guild Territory
GUILDWINDOW_BUTTON_BASEDEALVOTE	Vote
GUILDWINDOW_BUTTON_BOARD	Guild Messages
GUILDWINDOW_BUTTON_CHANGEMASTER	Change Guild Leader
GUILDWINDOW_BUTTON_DECLARE	Declare War
GUILDWINDOW_BUTTON_GOLDIN	Deposit
GUILDWINDOW_BUTTON_GOLDOUT	Withdrawal
GUILDWINDOW_BUTTON_GRADE	Manage Permissions
GUILDWINDOW_BUTTON_GUILDLIST	Guild List
GUILDWINDOW_BUTTON_HEALGSP	Restore Dragon God Power
GUILDWINDOW_BUTTON_INFO	Guild Information
GUILDWINDOW_BUTTON_LANDINFO	Territory Information
GUILDWINDOW_BUTTON_MARK	Upload Guild Symbol
GUILDWINDOW_BUTTON_MEMBER	Member
GUILDWINDOW_BUTTON_OFFER	Donate EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Remove Member
GUILDWINDOW_BUTTON_SKILL	Guild Skills
GUILDWINDOW_BUTTON_SYMBOL	Upload Guild Flag
GUILDWINDOW_BUTTON_VOTECHECK	Check Vote
GUILDWINDOW_BUY_GUILD_LAND	Purchase Land
GUILDWINDOW_CHANGE_OBJECT	Reconstruction
GUILDWINDOW_CHANGE_SMELTER	Change Smelter
GUILDWINDOW_CREATE_OBJECT	Construction
GUILDWINDOW_DEAL_GUILD_LAND	Sell Land
GUILDWINDOW_GRADE_BANK	May use guild bank and warehouse
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	May remove members from the guild
GUILDWINDOW_GRADE_GRADENAME	Rank Name
GUILDWINDOW_GRADE_GRADENUMBER	Rank Number
GUILDWINDOW_GRADE_GUILDWAR	May select members to participate as combatants
GUILDWINDOW_GRADE_INVITEAUTHORITY	May accept players into the guild
GUILDWINDOW_GRADE_NOTICEAUTHORITY	May compose guild messages
GUILDWINDOW_GRADE_SKILLAUTHORITY	May use guild skills
GUILDWINDOW_INFO_LEVEL10	Increased max. member count
GUILDWINDOW_INFO_LEVEL15	Cost red.: Dragon God Power
GUILDWINDOW_INFO_LEVEL20	Bank: Tax exemption
GUILDWINDOW_INFO_LEVEL5	+5% EXP to guild donations
GUILDWINDOW_LIST_ALL	All Kingdoms
GUILDWINDOW_LIST_ALREADY_REGISTER	[Guild] You have already applied.
GUILDWINDOW_LIST_APPLICANT_LIST	Application List
GUILDWINDOW_LIST_CHRACTER_JOB	Class
GUILDWINDOW_LIST_CHRACTER_LV	Level
GUILDWINDOW_LIST_CHRACTER_NAME	Character Name
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Subclass
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Member
GUILDWINDOW_LIST_GUILD_LIST	Guild List
GUILDWINDOW_LIST_GUILD_LV	Level
GUILDWINDOW_LIST_GUILD_NAME	Guild
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Guild] Please enter a guild name.
GUILDWINDOW_LIST_LADDER	Rank Points
GUILDWINDOW_LIST_PROMOTE_GUILD	Application
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Guild List
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Applications
GUILDWINDOW_LIST_REGISTER_GUILD	Apply to guild
GUILDWINDOW_LIST_SEARCH	Search
GUILDWINDOW_LIST_SELECT_GUILD	[Guild] Please select a guild to apply to.
GUILDWINDOW_PROMOTE_REFRESH	Advertise
GUILDWINDOW_PROMOTE_REGISTER	Advertise
GUILDWINDOW_SP_RECOVER	Dragon God Power
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Upgrade Altar
GUILDWINDOW_UPGRADE_GUILDBANK	Upgrade Bank
GUILD_BANKINFO_CLOSE	Close
GUILD_BANKINFO_NAME	Member
GUILD_BANKINFO_TYPE	Item/Currency
GUILD_BANKINFO_USETYPE	Action
GUILD_BANK_CLOSE	Close
GUILD_BANK_INFO	Guild Warehouse Log
GUILD_BOARD_ID	Member
GUILD_BOARD_TEXT	Message
GUILD_BUILDING_FIX_CHANGE	Do you really want to change the position?
GUILD_BUILDING_FIX_CHANGE_GOLD	Cost: 1,000,000 Yang
GUILD_BUILDING_FIX_DELETE	Do you really want to delete the object?
GUILD_BUILDING_FIX_NEED_BUILDING	No building present.
GUILD_BUILDING_GRADE	Rank
GUILD_BUILDING_NAME	Name of building
GUILD_CANNOT_HEAL_GSP_ANYMORE	The Dragon Ghost Energy is already fully restored.
GUILD_COMMENT	Write
GUILD_CREATE_ERROR_INSULT_NAME	Guildname is not valid.
GUILD_DEFAULT_GRADE	Guild members
GUILD_DELETE	Delete
GUILD_DEPOSIT	Deposit
GUILD_DO_YOU_HEAL_GSP	Do you want to use %d Yang to restore %d units of Dragon Ghost?
GUILD_DO_YOU_JOIN	 has invited you. Do you want to join the guild?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	sec.
GUILD_EMPTY_AREA	Empty land
GUILD_ENEMY_GUILD_NAME	Guild name of the enemy
GUILD_FACILITY	Outbuilding
GUILD_GEM	Gem
GUILD_HEADQUARTER	Main Building
GUILD_HEAL_GSP	Restore Dragon ghost
GUILD_INFO_ENEMY_GUILD_EMPTY	None
GUILD_MARK_NOT_ENOUGH_LEVEL	Minimum level of 3 required
GUILD_MARK_UPLOAD_NOTICE	Please wait a moment so you can add guild logos.
GUILD_MEMBER_JOB	Class
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Member
GUILD_MEMBER_RANK	Rank
GUILD_MEMBER_SPECIFIC_GRAVITY	Donated EXP
GUILD_NAME	Guild name
GUILD_NOT_ENOUGH_MATERIAL	Not enough building material for this building.
GUILD_NOT_ENOUGH_MONEY	Not enough Yang for this building.
GUILD_NO_NOTICE_PERMISSION	You do not have the rights to make an announcement.
GUILD_OBJECT	Objects
GUILD_OFFER_EXP	Invest experience
GUILD_SHORT_EXP	Not enough experience points.
GUILD_TILE_BASEINFO	Territory Information
GUILD_TILE_BOARD	Guild Messages
GUILD_TILE_GRADE	Rights Administration
GUILD_TILE_INFO	Guild Information
GUILD_TILE_MEMBER	Member
GUILD_TILE_SKILL	Guild Skills
GUILD_USE_MASTER_ONLY	Only the guild leader has this right.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Guild War Area
GUILD_WAR2	Guild War Area
GUILD_WAR3	Guild War Area
GUILD_WAR4	Guild War Area
GUILD_WAR_GAINSCORE_FIFTY	50 points
GUILD_WAR_GAINSCORE_HUNDRED	100 points
GUILD_WAR_GAINSCORE_THIRTY	30 points
GUILD_WAR_GAMETIME_SIXTY	60 minutes
GUILD_WAR_GAMETIME_TEN	10 minutes
GUILD_WAR_GAMETIME_THIRTY	30 minutes
GUILD_WAR_LIMIT_30MIN	Time: 30 Minutes
GUILD_WAR_REWARD_POTION	Reward: The winner receives a Potion
GUILD_WAR_SELECT_WAR	Select type
GUILD_WAR_TYPE_DEFENSE	Shield Battle
GUILD_WAR_TYPE_DIE	Arena Battle
GUILD_WAR_TYPE_FLAG	Capture the Flag
GUILD_WAR_TYPE_NORMAL	Field Battle
GUILD_WAR_TYPE_TIGER	Annihilation
GUILD_WAR_TYPE_TIME	Time Attack
GUILD_WAR_USE_BATTLE_MAP	Location: Guild War Arena
GUILD_WAR_USE_NORMAL_MAP	Location: Normal Map
GUILD_WAR_WIN_CHECK_SCORE	The highest result wins the war.
GUILD_WAR_WIN_FIVE	5 rounds
GUILD_WAR_WIN_ONE	1 round
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Capture the flag of your enemy
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	and carry it to your base.
GUILD_WAR_WIN_THREE	3 rounds
GUILD_WAR_WIN_WIPE_OUT_GUILD	Defeat all enemies to win.
GUILD_WITHDRAW	Fallback
GUILD_YOU_DO_NOT_JOIN	You are not a member of any Guild.
HORSE_HEALTH0	Dead
HORSE_HEALTH1	Starving
HORSE_HEALTH2	Hungry
HORSE_HEALTH3	Full
HORSE_LEVEL1	Normal Horse
HORSE_LEVEL2	Battle Horse
HORSE_LEVEL3	Military Horse
HOUR	Hours
HOW_MANY_ITEM_DO_YOU_DESTROY1	Do you want to destroy %s?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Do you want to destroy %dx %s?
HOW_MANY_ITEM_DO_YOU_DROP1	Do you want to drop %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Do you want to drop %s %d?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Do you want to discard or destroy %s?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Do you want to discard or destroy %dx %s?
INPUT_MATRIX_CARD_NUMBER	Enter Matrix Cardnumber.
INPUT_MATRIX_CARD_TITLE	Matrix Card
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Enter deletion-code from your account settings here.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Delete character
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Role of Return cannot be combined.
INVENTORY_REALLY_USE_ITEM	Use item on this item?
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	None
JOB_ASSASSIN1	Blade Ninja
JOB_ASSASSIN2	Archery Ninja
JOB_SHAMAN	Shaman
JOB_SHAMAN0	None
JOB_SHAMAN1	Dragon Shaman
JOB_SHAMAN2	Healing Shaman
JOB_SURA	Sura
JOB_SURA0	None
JOB_SURA1	Weaponry Sura
JOB_SURA2	Magic Sura
JOB_WARRIOR	Warrior
JOB_WARRIOR0	None
JOB_WARRIOR1	Body Warrior
JOB_WARRIOR2	Mental Warrior
LEFT_TIME	Time Remaining
LOGIN_CONNECT_FAILURE	Error while connecting to the server.
LOGIN_CONNECT_SUCCESS	You have been connected to the server.
LOGIN_CONNETING	You will be connected to the server...
LOGIN_FAILURE_ALREAY	Your account is already connected.
LOGIN_FAILURE_BE_SAME_KEY	Registration problem.
LOGIN_FAILURE_BLOCK_ID	This account has been blocked.
LOGIN_FAILURE_BLOCK_HWID	Your computer is still locked for %s.
LOGIN_FAILURE_BLOCK_LOGIN	Please choose one of the other servers!
LOGIN_FAILURE_NOBILL	Your account had no play time.
LOGIN_FAILURE_NOT_AVAIL	The account is still temporarily locked for %s.
LOGIN_FAILURE_NOT_EXIST_ID	Account name or password incorrect.
LOGIN_FAILURE_REPAIR_ID	Items have been restored for this account.
LOGIN_FAILURE_SHUTDOWN	The server is not open yet.
LOGIN_FAILURE_TOO_MANY_USER	You could not connect because too many players are online.
LOGIN_FAILURE_UNKNOWN	You could not register for unknown reasons.
LOGIN_FAILURE_WEB_BLOCK	You have been blocked at the website. Please check your EMails.
LOGIN_FAILURE_BRUTEFORCE	Too many failed logon attempts have been detected. Therefore, your computer is temporarily locked %s for any logon attempts.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	You entered a wrong number.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	You entered a wrong number three times. /n Your connection will be disabled.
LOGIN_FAILURE_WRONG_PASSWORD	Account name or password incorrect.
LOGIN_INPUT_ID	Enter the ID.
LOGIN_INPUT_PASSWORD	Enter the password.
LOGIN_PROCESSING	Logging in...
MALL_CANNOT_INSERT	You cannot place the Item.
MALL_PASSWORD_TITLE	Password
MAP_A1	Yongan Area
MAP_A2	Valley of Seungryong
MAP_A3	Yayang Area
MAP_AG	Jungrang
MAP_B1	Joan Area
MAP_B2	Valley of Imji
MAP_B3	Bokjung Area
MAP_BG	Waryong
MAP_C1	Pyungmoo Area
MAP_C2	Valley of Bangsan
MAP_C3	Bakra Area
MAP_CG	Imha
MAP_DESERT	Yongbi Desert
MAP_FLAME	Doyyumhwan
MAP_NUSLUCK	Land of Giants
MAP_SKELTOWER	Gumsan Tower
MAP_SNOW	Mount Sohan
MAP_SPIDER	Kuahlo Dong
MAP_TEMPLE	Hwang Temple
MAP_TREE	Lungsam
MAP_TRENT02	Red Forest
MAP_WL	Snakefield
MESSENGER_ADD_FRIEND	Add Friend
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s added you as a friend.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Accept?
MESSENGER_DO_YOU_DELETE	Delete?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Do you want to delete the cell phone number?
MESSENGER_DO_YOU_MOVE	Do you want to go on?
MESSENGER_EMPTY_LIST	Empty
MESSENGER_FAMILY	Family
MESSENGER_FRIEND	Friends
MESSENGER_GUILD	Guild
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Enter the confirmation number that was sent to your cell phone.
