TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
CANNOT_SKILL_DEST_IN_SAFE	ֵה ַב־ױד ָÚםֿ ַּֿנ.
CANNOT_SKILL_EQUIP_FISHING_ROD	ֵההם ֳֽÊַּ ֵבל ױהַֹׁ בבױםֿ.
CANNOT_SKILL_HAVE_TO_RIDE	ֵההם ַָֹּֽ ֵבל ֽױַה בַ׃ÊÚדַבו.
CANNOT_SKILL_NEED_EMPTY_BOTTLE	ֵההם בַ ֳדבß Þַׁזֹׁ ÝַׁÛֹ.
CANNOT_SKILL_NEED_POISON_BOTTLE	ֵההם בַ ֳדבß Þַׁזֹׁ ׃ד.
CANNOT_SKILL_NEED_TARGET	דהצ ַבוֿÝ¿
CANNOT_SKILL_NOT_ENOUGH_HP	ֵההם בַ ֳדבß דַ םßÝם דה הÞַ״ ַבֽםַֹ!
CANNOT_SKILL_NOT_ENOUGH_SP	ֵההם בַ ֳדבß הÞַ״ ֳ׃בזָ ßַÝםֹ!
CANNOT_SKILL_NOT_HORSE_SKILL	בַ ֳ׃Ê״םÚ ַ׃ÊÚדַבו ֳֻהֱַ ׁßזָם ַבֽױַה.
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	בַ ַ׃Ê״םÚ ַ׃ÊÚדַב ו׀ו ַבדוַֹׁ ָו׀ַ ַב׃בַֽ.
CANNOT_SKILL_NOT_YET_LEARN	ֵההם בד ֳÊÚבד ו׀ו ַבדוַֹׁ ָÚֿ.
CANNOT_SKILL_ONLY_FOR_ALLIANCE	ו׀ַ םִֻׁ ÝÞ״ Úבל ֳÚײֱַ ַבÝׁםÞ.
CANNOT_SKILL_ONLY_FOR_CORPSE	ֵה ו׀ַ םִֻׁ ÝÞ״ Úבל ַבדזÊל.
CANNOT_SKILL_REMOVE_FISHING_ROD	בַ םדßההם ַ׃ÊÚדַב ו׀ו ַבדוַֹׁ דÚ ױהַֹׁ ױםֿ.
CANNOT_SKILL_SELF_IN_SAFE	בַ ַ׃Ê״םÚ ַבדוַּדֹ דה והַ.
CANNOT_SKILL_USE_SELF	בַ םדßההם ַ׃ÊÚדַבו Úבל הÝ׃ם.
CANNOT_SKILL_WAIT_COOLTIME	בַ םדßההם ַ׃ÊÚדַב ו׀ו ַבדוַֹׁ ָÚֿ.
CANNOT_WHISPER_DEST_REFUSE	%s has blocked whispers.
CANNOT_WHISPER_NOT_EXIST	%s does not exist.
CANNOT_WHISPER_NOT_LOGON	%s is not online.
CANNOT_WHISPER_NO_AUTH	You do not have permission to write to this recipient.
CANNOT_WHISPER_NO_OFFLINE_MESSAGE	The offline message was not sent.
CANNOT_WHISPER_SELF_REFUSE	You can't whisper anything to anyone if you've blocked whispers.
CAN_WHISPER_OFFLINE_MESSAGE	The offline message has been sent.
CHANNEL	Þהַֹ
CHANNELING_CANNOT_LOGOUT	בַ םדßהß ַבÚזֹֿ ֵבל הַÝ׀ֹ ַבÊ׃ּםב.
CHANNEL_EMPTY_SERVER	בַ זּזֿ ב־ַֿד
CHANNEL_NORMAL	Þהַֹ %d
CHANNEL_NOTIFY_FULL	ֵה ו׀ו ַבÞהַֹ דדÊבֶֹ! ַבֱַּׁ ַ־Êםַׁ Þהַֹ ֳ־ׁל.
CHANNEL_NOT_FIND_INFO	בַ Êזּֿ והַß דÚבזדַÊ Úה ו׀ו ַבÞהַֹ.
CHANNEL_PVP	דַָֹׁׂ ֹֽׁ
CHANNEL_SELECT_CHANNEL	ַ־Êׁ ַבÞהַֹ
CHANNEL_SELECT_REGION	ַ־Êׁ דßַה זײÚ ַבÝַÊזֹׁ
CHANNEL_SELECT_SERVER	ַ־Êםַׁ ַב־ַֿד
CHANNEL_TEST_SERVER	Êּׁםָ ַב־ַֿד
CHANNEL_TEST_SERVER_ADDR	ַ־Êַָׁ %s:%d
CHARACTER_CREATE_MODE	ֵהװֱַ װ־ױםֹ
CHARACTER_SELECT_MODE	ַ־Êםַׁ װ־ױםֹ
CHAT_ALL	ַבּדםÚ
CHAT_BLOCK	ֽÙׁ
CHAT_GUILD	ַָׁ״ֹ
CHAT_INFORMATION	דÚבזדֹ
CHAT_INSULT_STRING	ַבּדבֹ ÊֽÊזם Úבל ßבדַÊ דץ־בֹ ַָבֳָֿ.
CHAT_LOG	ֵÙוַׁ ַבׁ׃ֶַב ַבÞֿםדֹ [L]
CHAT_LOG_TITLE	׃צּברץ ַבֿֿׁװֹ
CHAT_NORMAL	Úַֿם
CHAT_NOTICE	־ַֿד
CHAT_PARTY	דּדזÚֹ
CHAT_SEND_CHAT	ֵׁ׃ַב ַבֿֿׁװֹ
CHAT_SEND_MEMO	ֵׁ׃ַב וד׃ [Shift+Enter]
CHAT_SHOUT	הֱַֿ
CHAT_SHOUT_LIMIT	םץדßהß ַבהֱַֿ ßב 15 ַֻהםֹ ÝÞ״
CHAT_TEAM	Team
CHAT_WHISPER	וד׃
CREATE_ERROR_GM_NAME	בַ ם׃דֽ ַָ׃Ê־ַֿד ֽׁזÝ ’’GM’’ (׃םֿ ַבבÚָֹ) Ýם ַ׃ד ַבבַÚָ.
CREATE_ERROR_INSULT_NAME	ַבַ׃ד Ûםׁ ױַבֽ.
CREATE_EXIST_SAME_NAME	והַß װ־ױםֹ ֳ־ׁל Êֽדב ו׀ַ ַבַ׃ד.
CREATE_FAILURE	בַ םדßהß ֵהװֱַ ו׀ו ַבװ־ױםֹ.
CREATE_GM_NAME	דװׁÝ ַבבÚָֹ
CREATE_INPUT_NAME	ײÚ ַ׃דß.
CREATE_PLUS_STAT	דַ Êַׂב הÞַ״ ַבזײÚ דץÊַֹֽ.
DAY	םזד
DO_YOU_BUY_ITEM1	וב ÊׁÛָ Ýם װֱַׁ %s דÞַָב %s םַהÛ¿
DO_YOU_BUY_ITEM2	וב ÊׁÛָ Ýם װֱַׁ %s (%s Þ״Úֹ) דÞַָב %s םַהÛ¿
DO_YOU_DROP_MONEY	וב Êׁםֿ ֵ׃Þַ״ %d םַהÛ¿
DO_YOU_SELL_ITEM1	וב ÊׁÛָ Ýם ָםÚ %s דÞַָב %s םַהÛ¿
DO_YOU_SELL_ITEM2	וב ÊׁÛָ Ýם ָםÚ %s (%s Þ״Úֹ) דÞַָב %s םַהÛ¿
DO_YOU_TAKE_OUT_ITEM1	Do you want to remove %s?
DO_YOU_TAKE_OUT_ITEM2	Do you want to remove %s %s?
DROP_ITEM_FAILURE_EQUIP_ITEM	בַ Ê׃Ê״םÚ ֵ׃Þַ״ ַבֳװםֱַ ַבדּוֹׂ.
DROP_ITEM_FAILURE_PRIVATE_SHOP	בַ םדßהß ֵ׃Þַ״ ֳם װםֱ¡ ״ַבדַ ֳהß Êדבß דÊַּׁנ װ־ױםַנ.
DROP_MONEY_FAILURE_1000_OVER	בַ םדßהß ֵ׃Þַ״ ֳßֻׁ דה 999 םַהÛ.
EMOTION_ANGRY	דץÛײָ
EMOTION_ATTRACTIVE	ֵÛֱַׁ
EMOTION_BANTER	וֶַׂ
EMOTION_CHEERS_1	Êובםב 1 
EMOTION_CHEERS_2	Êובםב 2
EMOTION_CHEERUP	Êובםב
EMOTION_CHOOSE_ONE	ַ־Êׁ וֿÝַנ דַ.
EMOTION_CLAP	ÊױÝםÞ
EMOTION_CLAP_KISS	Þָבֹ
EMOTION_CONGRATULATION	ַבÞָזב
EMOTION_DANCE_1	ׁÞױֹ 1
EMOTION_DANCE_2	ַבׁÞױֹ 2
EMOTION_DANCE_3	ׁÞױֹ 3
EMOTION_DANCE_4	ַבׁÞױֹ 4
EMOTION_DANCE_5	ַבׁÞױֹ 5
EMOTION_FORGIVE	ַב׃דַֽ
EMOTION_FRENCH_KISS	Þָבֹ ַֹֽׁ
EMOTION_JOY	Ýֽׁ
EMOTION_SAD	ֽׂםה
EMOTION_SHY	ׁÝײ
EMOTION_SLAP	ײָֹׁ
EMPIRE_A	ַדַָׁ״זׁםֹ ַבװםה׃ז
EMPIRE_B	ַדַָׁ״זׁםֹ ַבװזהּז
EMPIRE_C	ַדַָׁ״זׁםֹ ַבּםהז
EXCHANGE_CANNOT_GIVE	בַ םדßה ַבדÊַֹּׁ ָו׀ַ ַבװםֱ.
EXCHANGE_CANT_EDIT_MONEY	בַ םדßהß ÊÛםׁ ַבדָבÛ ַבֲה.
EXCHANGE_FAILURE_EQUIP_ITEM	בַ םץדßהß ַ׃Êַָֿב ַבדÚַֿÊ ַבדֹּּֿ.
EXCHANGE_MONEY	דָבÛ
EXCHANGE_TITLE	Êַּצׁת דÚ %s (%d)
FISHING_FAILURE	בÞֿ ֳײÚÊ ַב״רץÚד.
FISHING_NOTIFY1	םָֿז ֳה %s ÚבצÞ Ýם ַב״רץÚד.
FISHING_NOTIFY2	םָֿז ֳה %s ׃ץּה.
FISHING_SUCCESS1	בÞֿ הּֽÊ Ýם ֳ׃ׁ %s!
FISHING_SUCCESS2	בÞֿ ׃ָֽÊ %s דה ַבדֱַ!
FISHING_UNKNOWN	םָֿז ֳה װםֶַנ דַ Úײר ַב׃הַֹׁ¡ בßהם ֳּוב דַוםÊו.
FISHING_WRONG_PLACE	בַ םדßהß ַבױםֿ והַ.
FOR_FEMALE	בבֵהַֻ
FOR_MALE	בב׀ßזׁ
GAME_CANNOT_MINING	בַ םדßהß ַ׃Ê־ַּׁ ַבדÚֿה ַב־ַד ֳֻהֱַ ׁßזָ ַב־םב.
GAME_CANNOT_PICK_ITEM	בַ Ê׃Ê״םÚ ַבֽױזב Úבל ו׀ַ ַבװםֱ בֳה בַÚַָנ ֲ־ׁ Ûהדו.
GAME_INIT_ERROR_CURSOR	ÊÚ׀ׁ ׁ׃ד דִװׁ ַבדַז׃.
GAME_INIT_ERROR_DIRECTX	םָּ ÊָֻםÊ DirectX 8.1 בÊװÛםב ַבבÚָֹ.\nÊָרצֻ DirectX 8.1 ֳז ֳÚבל.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	ÊÚ׀ׁ ַבÚֻזׁ Úבל ָ״ַÞֹ ױזׁ בÊװÛםב ַבבÚָֹ. \nַבֱַּׁ ַבÊֳßֿ דה ֳה ָ״ַÞֹ ַבױזׁ Ýם ַֽ׃זָß ÊװÊÛב ָװßב ױֽםֽ VGA CARD.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	בÞֿ ÊÚ׀ׁ ַבÚֻזׁ Úבל ָ״ַÞֹ ַבױזׁ. \nÊֽÞÞ ֵ׀ַ בֿםß VGA-Card. \n םדßהß ָֿבַ Úה ׀בß ַ׃ÊÚדַב ד׃ׁÚ ַבֳּוֹׂ. \n(ײÚ ד׃ׁÚ ַבֳּוֹׂ Ýם ׃ׁÚÊוַ ַבÞױזל \nבזֹֽ ַבÊֽßד -> Úׁײ> ַב־םַַׁÊ > דÊ״זׁ> ָ״ַÞֹ ַבÊ׃ּםב ַ׃ÊßװַÝ ַבֳ־״ֱַ זֵױבַֽו)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	בַ ÊֿÚד ָ״ַÞֹ ַבׁ׃זדַÊ בבßדָםזÊׁ הÙַד ַבהַÝ׀ֹ Ýם דזֿ 32 bit.\nַ־Êׁ דזֿ 16 bit ֳז ַ׃ÊÚדב הÙַד ַבװַװֹ ַבßַדבֹ.
GAME_INIT_ERROR_ITEM_PROTO	בַ Êזּֿ והַß דÚבזדַÊ Úה ו׀ַ ַבװםֱ.\nַבֱַּׁ ֵÚַֹֿ ÊָֻםÊ ַבבÚָֹ.
GAME_INIT_ERROR_MAIN_WINDOW	ÊÚ׀ׁ Úׁײ ַבהַÝ׀ֹ ַבֶׁם׃םֹ.
GAME_INIT_ERROR_MOB_PROTO	בַ Êזּֿ ֳם דÚבזדַÊ Úה ַבזֽװ.\nַבֱַּׁ ֵÚַֹֿ ÊָֻםÊ ַבבÚָֹ.
GAME_INIT_ERROR_NETWORK	בַ םדßה Ê׃ּםב ָ״ַÞֹ ַבַÊױַב.\nַבֱַּׁ ַבÊֽÞÞ דה ַבַÊױַב Úָׁ ַבֵהÊׁהÊ.
GAME_PICK_MONEY	בÞֿ ֽױבÊ Úבל %d דה ַבםַהÛ.
GUILDBANK_CLEARBANK	Êֽ׀םׁ: םָּ ֵÝַׁÛ ד׃ÊזֿÚ ַבַָׁ״ֹ!
GUILDBANK_DONT_MONEY_OUT	בם׃ והַß םַהÛ Ýם ָהß ַבַָׁ״ֹ!
GUILDBANK_GOLD_IN	ֵםַֿÚ
GUILDBANK_GOLD_OUT	׃ָֽ
GUILDBANK_ITEM_IN	ֵֿ־ַב
GUILDBANK_ITEM_OUT	ֵ־ַּׁ
GUILDBANK_MONEYIN	ֵםַֿÚ םַהÛ
GUILDBANK_MONEYOUT	׃ָֽ םַהÛ
GUILDBANK_NOTUSE	בַ Êדבß ַבֽÞזÞ ַבבַׂדֹ.
GUILDBANK_NOT_ENOUGH_MONEY	בַ Êדבß דַ םßÝם דה ַבםַהÛ בֵםַֿÚו.
GUILDBANK_OVER_INCOME	זױבÊ ַבֽֿ ַבֳÞױל בֽ׃ַָß.
GUILDBANK_OVER_MONEY	ֽ׃ַָ ַבַָׁ״ֹ דדÊבֶ Úה ֲ־ׁו.
GUILDLAND_ABANDON	ÊÝזםÊ ֳׁײ ַבַָׁ״ֹ
GUILDLAND_ABANDON_VOTE	ÊÝזםÊ ֳׁײ ַָׁ״Êß [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Êד ÊÝזםÊ ֳׁײ ַבַָׁ״ֹ [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Êד ÊÝזםÊ ֳׁײ ַבַָׁ״ֹ.
GUILDLAND_ABANDON_VOTE_RESULT3	הÊםֹּ ַבַ׃Ê״בַÚ:
GUILDLAND_ABANDON_VOTE_RESULT4	ַבַ׃Ê״בַÚ Ûםׁ ױַבֽ.
GUILDLAND_ABANDON_VOTE_TEXT	וב Êׁםֿ ֽÞרַ ֱָֿ ַבַ׃Ê״בַÚ¿
GUILDLAND_ABANDON_VOTE_TEXT1	וב Êׁםֿ ַבÊױזםÊ ָהÚד Úבל ÊÝזםÊ ֳׁײ ַבַָׁ״ֹ¿
GUILDLAND_ACCEPT	הÚד
GUILDLAND_DEAL	ָםÚ ֳׁײ ַבַָׁ״ֹ
GUILDLAND_DEAL_TEXT1	ÊׁÛָ ַבַָׁ״ֹ [%s] Ýם ָםÚ
GUILDLAND_DEAL_TEXT2	ֳׁײ ַָׁ״Êוַ דÞַָב [%s] םַהÛ.
GUILDLAND_DEAL_TEXT3	וב ÊÞָב ו׀ַ ַבÚׁײ¿
GUILDLAND_DELA_VOTE	ÊׁÛָ ַבַָׁ״ֹ [%s] Ýם װֱַׁ ֳׁײ ַָׁ״Êהַ.
GUILDLAND_DELA_VOTE_RESULT1	ָםÚ ֳׁײ ַבַָׁ״ֹ בבַָׁ״ֹ [%s]
GUILDLAND_DELA_VOTE_RESULT2	ַהÊול ַבַ׃Ê״בַÚ.
GUILDLAND_DELA_VOTE_RESULT3	הÊֶַּ ַ׃Ê״בַÚ ָםÚ ֳׁײ ַבַָׁ״ֹ:
GUILDLAND_DELA_VOTE_RESULT4	ַבַ׃Ê״בַÚ Ûםׁ ױַבֽ.
GUILDLAND_DELA_VOTE_TEXT	בֳם ַָׁ״ֹ Êׁםֿ ָםÚ ֳׁײ ַָׁ״Êß¿
GUILDLAND_DELA_VOTE_TEXT1	וב ÊױזרÊ ָהÚד Úבל ָםÚ ֳׁײ ַבַָׁ״ֹ¿
GUILDLAND_DONTHAVE_LAND	ֵהß בַ Êדבß ֳם ֳׁײ ַָׁ״ֹ.
GUILDLAND_NOT	ßברַ
GUILDLAND_VOTE_TEXT	וב Êׁםֿ דהֽ ַבֳׁײ בÜ [%s]¿
GUILDLIST_APPLICANT	וב ÊׁÛָ Ýם ÊÞֿםד ״בָ ַבַהײדַד בבַָׁ״ֹ¿
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	ה׃ָֹ ַבÚבז בם׃Ê 128 ָß׃ב
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	ַבÚבז בם׃ 12 ָß׃ב
GUILDMARK_UPLOADER_ERROR_16_WIDTH	ַבÚׁײ  בם׃ 16 ָß׃ב
GUILDMARK_UPLOADER_ERROR_64_WIDTH	ֵה ַבÚׁײ ֳÞב דה 64 ָםß׃ב
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	ֵה ו׀ו ַבבÚָֹ בַ ÊֿÚד ו׀ו ַבױזֹׁ.
GUILDMARK_UPLOADER_ERROR_PATH	ַבֱַּׁ הÞב ַבדÚ״םַÊ ֵבל ַבדבÝ Ýם metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	בד םÊד ַ־Êםַׁ ֳם דבÝ בבױזֹׁ.
GUILDVOTE_CHANGEMASTER	ÊÛםםׁ Þֶַֿ ַבַָׁ״ֹ
GUILDVOTE_CHANGEMASTER_RESULT1	Êד ָהַּֽ הÞב ַבַָׁ״ֹ.
GUILDVOTE_CHANGEMASTER_RESULT2	בÞֿ ֽױבÊ Úבל Þםַֹֿ ַבַָׁ״ֹ [%s]!
GUILDVOTE_CHANGEMASTER_RESULT3	ÊÝזםÊ ַבַָׁ״ֹ ֵבל ַבÚײז [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	ַבַ׃Ê״בַÚ Ûםׁ ױַבֽ.
GUILDVOTE_CHANGEMASTER_RESULT5	Þֶַֿ ּֿםֿ בבַָׁ״ֹ: %s
GUILDVOTE_CHANGEMASTER_TEXT1	וב ÊׁÛָ Ýם ÊÝזםÊ ַבַָׁ״ֹ ֵבל [%s]¿
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	וב Êׁםֿ ֽÞַנ ַב׃דַֽ Ýם Þםַֹֿ ַבַָׁ״ֹ¿
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	ÊÝזםÊ ַבַָׁ״ֹ ֵבל ַבÚײז [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	וב ÊזַÝÞ Úבל ÊÝזםÊ ַבַָׁ״ֹ¿
GUILDVOTE_MEMBEROUT	ֽ׀Ý Úײז
GUILDVOTE_MEMBEROUT_AUTH	בַ Êדבß ַבֽÞזÞ ַבבַׂדֹ.
GUILDVOTE_MEMBEROUT_NOMAL	וב Êׁםֿ ֽÞַנ ֽ׀Ý ו׀ַ ַבÚײז¿
GUILDVOTE_MEMBEROUT_RESULT1	ֽ׀Ý ַבÚײז: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	הÊֶַּ ַבַ׃Ê״בַÚ
GUILDVOTE_MEMBEROUT_RESULT3	Êד ֽ׀Ýß דה ַבַָׁ״ֹ [%s].
GUILDVOTE_MEMBEROUT_RESULT4	הÊֶַּ ַבַ׃Ê״בַÚ
GUILDVOTE_MEMBEROUT_RESULT5	ַבַ׃Ê״בַÚ Ûםׁ ױַבֽ.
GUILDVOTE_MEMBEROUT_TEXT1	וב Êׁםֿ ֽÞרַ ֱָֿ ַ׃Ê״בַÚ ַבֳׁם ײֿ [%s]¿
GUILDVOTE_MEMBEROUT_TEXT2	ַ׃Ê״בַÚ: ֽ׀Ý Úײז דה ַבַָׁ״ֹ¿
GUILDVOTE_MEMBEROUT_VOTETEXT1	ַ׃Ê״בַÚ: וב םָּ ֽ׀Ý [%s] דה ַבַָׁ״ֹ¿
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	ײֿ ַבֽ׀Ý
GUILDVOTE_OK	דÚ ַבֽ׀Ý
GUILDVOTE_RESULT_AGGRE_MEMBER	דÚ ַבֽ׀Ý: %d
GUILDVOTE_RESULT_ALL_MEMBER	ַבדװַׁßזה: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	ײֿ ַבֽ׀Ý: %d
GUILDVOTE_RESULT_TIME	%d םזד %d ׃ַÚֹ %d ֿÞםÞֹ %d ַֻהםֹ
GUILDVOTE_SELECT_ONE	ַבֱַּׁ ַ־Êםַׁ װ־ױםֹ.
GUILDWAR_ALL	דÚַׁß (דÚß.)
GUILDWAR_CTF_TITLE	ÞÊַב ַבֳÚבַד
GUILDWAR_DRAW	ÊÚַֿבַÊ (ÊÚ.)
GUILDWAR_GAINSCORE_FIFTY	50 הÞ״ֹ
GUILDWAR_GAINSCORE_HUNDRED	100 הÞ״ֹ
GUILDWAR_GAINSCORE_THIRTY	30 הÞ״ֹ
GUILDWAR_GAMETIME_SIXTY	60 ֿÞםÞֹ
GUILDWAR_GAMETIME_TEN	10 ֿÞֶַÞ
GUILDWAR_GAMETIME_THIRTY	30 ֿÞםÞֹ
GUILDWAR_INPUT_OTHERGUILD	ַבֱַּׁ ֵֿ־ַב ַבַָׁ״ֹ ַב־ױד.
GUILDWAR_LADDER	הÞַ״ ַבÊׁÊםָ
GUILDWAR_LIMIT_MEMBER_FIVE	ֳֿהל Úֿֿ דה ַבדװַׁßםה ד׃דזֽ ָו וז 5.
GUILDWAR_LOSE	וֶַׂד (וׂ.)
GUILDWAR_NORMAL_TITLE	דםַֿה ַבÞÊַב
GUILDWAR_OVER_MEMBERCOUNT	זױבÊ ַבֽֿ ַבֳÞױל ַבד׃דזֽ ָו דה ַבֳÚײֱַ.
GUILDWAR_QUESTION_LINE_1	ֳÚבהÊ ַבַָׁ״ֹ %s ַבָֽׁ Úבל ַָׁ״Êß.
GUILDWAR_QUESTION_LINE_2	וב ÊÞָב¿ (%s)
GUILDWAR_RANKING	ׁÊָֹ
GUILDWAR_RECODE_ALL	%d דÚß.¡ %d ַהÊ.¡ %d וׂ.¡ %d ÊÚ.
GUILDWAR_SELECT_MEMBER_COUNT	ַ־Êׁ Úֿֿ ַבדװַׁßםה.
GUILDWAR_TYPE_DEFENSE	ÞÊַב ַבֿׁזÚ
GUILDWAR_TYPE_TIGER	דÚׁßֹ ַבֵַָֹֿ
GUILDWAR_TYPE_TIME	וּזד ׂדהם
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	׃ַֹֽ ַבָֽׁ
GUILDWAR_WIN	ַהÊױַַׁÊ (ַהÊ.)
GUILDWAR_WIN_FIVE	־ד׃ ּזבַÊ
GUILDWAR_WIN_ONE	ּזבֹ
GUILDWAR_WIN_THREE	ֻבַֻ ּזבַÊ
GUILDWINDOW_BUTTON_BANKGOLDINFO	׃ּב ד׃ÊזֿÚ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_BASEABANDON	ÊÝזםÊ ֳׁײ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_BASEDEAL	ָםÚ ֳׁײ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_BASEDEALVOTE	ַ׃Ê״בַÚ
GUILDWINDOW_BUTTON_BOARD	ד׀ßַׁÊ ־ַױֹ ַָבַָׁ״ֹ
GUILDWINDOW_BUTTON_CHANGEMASTER	ÊÛםםׁ Þֶַֿ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_DECLARE	ֵÚבַה ַבָֽׁ
GUILDWINDOW_BUTTON_GOLDIN	ֵםַֿÚ
GUILDWINDOW_BUTTON_GOLDOUT	׃ָֽ
GUILDWINDOW_BUTTON_GRADE	ֵַֹֿׁ ַבֽÞזÞ
GUILDWINDOW_BUTTON_GUILDLIST	בֶַֹֽ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_HEALGSP	ַ׃ÊַּׁÚ Þזֹ ַבÊהםה
GUILDWINDOW_BUTTON_INFO	דÚבזדַÊ Úה ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_LANDINFO	דÚבזדַÊ Úה ַבֳׁײ
GUILDWINDOW_BUTTON_MARK	Êֽדםב Úבַדֹ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_MEMBER	ַבֳÚײֱַ
GUILDWINDOW_BUTTON_OFFER	ÊָׁÚ ַָב־ָֹׁ EXP
GUILDWINDOW_BUTTON_OUTMEMBER	ֽ׀Ý Úײז
GUILDWINDOW_BUTTON_SKILL	דוַַׁÊ ַבׁזַָ״
GUILDWINDOW_BUTTON_SYMBOL	Êֽדםב Úבַדֹ ַבַָׁ״ֹ
GUILDWINDOW_BUTTON_VOTECHECK	דַּׁÚֹ ַבַ׃Ê״בַÚ
GUILDWINDOW_BUY_GUILD_LAND	װֱַׁ ֳׁײ
GUILDWINDOW_CHANGE_OBJECT	Êּֿםֿ
GUILDWINDOW_CHANGE_SMELTER	ֵÚַֹֿ ָהֱַ ַבÝׁה
GUILDWINDOW_CREATE_OBJECT	ָהֱַ דָהל
GUILDWINDOW_DEAL_GUILD_LAND	ָםÚ ַבֳׁײ
