1	WARRIOR	Ataque Triplo	Corte Triplo	Golpe Triplo Mortal	Corta o inimigo com a velocidade de um relâmpago.	Ataque Frontal de 3 Golpes	Ataque a Múltiplos Alvos			ATTACK_SKILL|NEED_TARGET|WEAPON_LIMITATION	SWORD|TWO_HANDED	samyeon	1	4			Poder de Ataque Total %.0f-%.0f	-(1.1*atk+(0.5*atk+1.5*str)*k)	-(1.1*atk+(0.5*atk+1.5*str)*k) 	
2	WARRIOR	Espada Rotativa	Espada Dançante	Ciclone	Gira a espada para atacares vários inimigos.	Ataque Residual Frontal	Ataque a Múltiplos Alvos			ATTACK_SKILL|CAN_CHANGE_DIRECTION|WEAPON_LIMITATION	SWORD|TWO_HANDED	palbang	2	4			Poder de Ataque %.0f-%.0f	-(3*atk+(0.8*atk+str*5+dex*3+con)*k)	-(3*atk+(0.8*atk+str*5+dex*3+con)*k) 	
3	WARRIOR	Berserk	Fury	Frenzy	You focus exclusively on attacking.	Attack speed is increased	Increases movement speed	Reduces enemy block chance		STANDING_SKILL		jeongwi	3	4			Attack Speed +%.0f%%	50 * SkillPoint		Movement Speed +%.0f%%	20 * SkillPoint		Ignore block +%.0f%%	max(0, sklv - 30)	
4	WARRIOR	Aura da Espada	Espada Espiritual	Espada Fantasma	O valor de ataque é aumentado por um determinado período de tempo.	O valor de ataque é aumentado				STANDING_SKILL|WEAPON_LIMITATION	SWORD|TWO_HANDED	geomgyeong	4	4			Poder de Ataque +%.0f	(100 + STR) * SkillPoint	 		
77	SURA	Ataque Chama	Ataque Ardente	Detonaçăo da Chama	Queima inimigos com uma explosăo.	Danos superficiais	Ataque de Fogo			ATTACK_SKILL|STANDING_SKILL		hwayeom	17	4			Poder de Ataque Mágico %.0f-%.0f	-(5*lv+2*iq+(10*iq+6*mwep+str*4+con*2+number(180,200))*k)	-(5*lv+2*iq+(10*iq+6*mwep+str*4+con*2+number(180,200))*k)	 	
78	SURA	Espírito Chama	Chama	Explosăo da Chama	Invoca um Espírito Chama.	Ataque de Longo Alcance	Destino arbitrário	Ataque a Múltiplos Alvos		ATTACK_SKILL|STANDING_SKILL|TOGGLE		muyeong	18	4			Poder de Ataque Mágico %.0f-%.0f	-(30+2*lv+2*iq+(7*iq+6*mwep+number(200,500))*ar*k)	-(30+2*lv+2*iq+(7*iq+6*mwep+number(200,500))*ar*k)	 	
79	SURA	Protecçăo Sombria	Protecçăo Obscura	Proteção do Príncipe das trevas	Protege-o com o poder escuro e converte danos físicos ao SP.	Reduz Dano Mágico	Aumenta a Defesa			STANDING_SKILL|TOGGLE		heuksin	19	4			Reduçăo de Dano %.0f%%	(iq*0.84)*k		Defesa +%.0f	(0.5*iq+15)*k
80	SURA	Ataque Espiritual	Ataque Fantasma	Assalto Espiritual	Atira Espíritos Negros para infligires dano a inimigos.	Ataque de Longo Alcance	Ataque a Múltiplos Alvos	Os adversários săo abrandados		ATTACK_SKILL|NEED_TARGET		tusok	20	4			Poder de Ataque Mágico %.0f-%.0f	-(40+2*lv+2*iq+(2*con+2*dex+13*iq+6*mwep+number(180,200))*ar*k)	-(40+2*lv+2*iq+(2*con+2*dex+13*iq+6*mwep+number(180,200))*ar*k)	Probabilidade de abrandar %.1f%%	(333 + (300 * k))/10
81	SURA	Bola da Escuridăo	Globo de Energia Negra	Esfera escura	Atira Bolas de Escuridăo para infligires dano a inimigos.	Ataque de Longo Alcance	Ataque a Múltiplos Alvos			ATTACK_SKILL|NEED_TARGET		geomhwan	21	4			Poder de Ataque Mágico %.0f-%.0f	-(120+6*lv+(5*con+5*dex+29*iq+9*mwep)*ar*k)	-(120+6*lv+(5*con+5*dex+29*iq+9*mwep)*ar*k)	 	
91	SHAMAN	Talismă Voador	Pergaminho do Tigre	Pergaminho do Dragăo	Atira um talismă para infligires dano a inimigos.	Ataque de Longo Alcance	Ataque a Múltiplos Alvos			ATTACK_SKILL|FAN_RANGE|NEED_TARGET		bipabu	1	4			Poder de Ataque Mágico %.0f-%.0f	-(70 +5*lv + (20*iq+5*mwep+50)*ar*k*1.4)	-(70 +5*lv + (20*iq+5*mwep+50)*ar*k*1.4)	 	
92	SHAMAN	Dragon shooting	Investida do Dragăo	Invocaçăo do Dragăo	Atirar uma figura de dragão para atacar inimigos frontal.	Ataque Residual Frontal	Dano de Fogo Duradouro			ATTACK_SKILL|NEED_TARGET		yongpa	2	4			Poder de Ataque Mágico %.0f-%.0f	-(60+5*lv+(16*iq+dex*6+6*mwep+120)*ar*k)	-(60+5*lv+(16*iq+dex*6+6*mwep+120)*ar*k)	Probabilidade de fogo duradouro %.0f%%	iq*0.2*k
93	SHAMAN	Dragon Roar	Clamor do Dragăo	Voz do Dragăo	Ataca os inimigos com uma figura de um dragăo.	Danos superficiais	Dano de Fogo Duradouro			ATTACK_SKILL|STANDING_SKILL		paeryong	3	4			Poder de Ataque Mágico %.0f-%.0f	-(70+3*lv+(20*iq+str*3+10*mwep+100)*ar*k)	-(70+3*lv+(20*iq+str*3+10*mwep+100)*ar*k)	Probabilidade de Fogo Duradouro %.0f%%	iq*0.2*k
94	SHAMAN	Bençăo	Armadura Mágica	Armadura Celestial	Proteja seu parceiro ou você mesmo com um círculo de proteção.	Resistęncia a Ataques Físicos	Pode ser usada em membros de grupo			CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		hosin	4	4			Resistęncia a Ataques Físicos %.1f%%	(iq*0.3+5)*(2*k+0.5)/(k+1.5)	 		
95	SHAMAN	Poder Reflectivo	Água Reflectora	Espelho de Cristal	Proteja seu parceiro ou você mesmo com um círculo reflexivo.	Reflete danos de volta para os atacantes	Pode ser usada em membros de grupo			CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		boho	5	4			Dano de Ataque Físico Reflectido: %.1f%%	5+(iq*0.3 + 5)*k	 		
96	SHAMAN	Ajuda do Dragăo	Apoio do dragão	Poder do Dragăo	Fortalecer o seu ataque ou o de um membro do grupo.	Chance de greve crítica é aumentado	Pode ser usada em grupos			CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		gicheon	6	4			Probabilidade de Golpe Crítico : %.1f%%	(iq*0.3+5)*(2*k+0.5)/(k+1.5)	 		
106	SHAMAN	Atirar Raio	Atirar Raio Luminoso	Atirar Relâmpago	Ataca com relâmpagos.	Ataque de Longo Alcance	Ataca múltiplos alvos	Atributo Eléctrico		ATTACK_SKILL|NEED_TARGET		noejeon	16	4			Poder de Ataque Mágico %.0f-%.0f	-(60+5*lv+(8*iq+dex*2+8*mwep+number(iq*5,iq*15))*ar*k)	-(60+5*lv+(8*iq+dex*2+8*mwep+number(iq*5,iq*15))*ar*k)	 	
107	SHAMAN	Conjure up Lightning	Lançar Raio	Relâmpago	Beschwöre Blitze vom Himmel herab.	Ataque de Longo Alcance	Ataque a Múltiplos Alvos	Atributo Eléctrico	Probabilidade de Atordoamento	ATTACK_SKILL|NEED_TARGET		byeorak	17	4			Poder de Ataque Mágico %.0f-%.0f	-(40+4*lv+(13*iq+str*2+10*mwep+number(iq*5,iq*16))*ar*k)	-(40+4*lv+(13*iq+str*2+10*mwep+number(iq*5,iq*16))*ar*k)	Probabilidade de Atordoar: %.0f%%	(50+1000*k/6)/10
108	SHAMAN	Garra de Raios	Murro de Raios	Murro Relâmpago	Invoca um relâmpago para o teu punho.	Ataque de Longo Alcance	Atributo Eléctrico	Ataque de Reacçăo em Cadeia		ATTACK_SKILL|NEED_TARGET		pokroe	18	4			Poder de Ataque Mágico %.0f-%.0f	-(50+5*lv+(8*iq+str*2+8*mwep+number(1,800))*ar*k)*(1-chain*0.13)	-(50+5*lv+(8*iq+str*2+8*mwep+number(1,800))*ar*k)*(1-chain*0.13)	 	
109	SHAMAN	Curar	Sarar	Assistęncia da Luz	Cura feridas com a ajuda da Luz.	Recupera VD	Cura Efeitos Negativos	Utilizável num membro de grupo		CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		jeongeop	19	4			VD Recuperada %.0f-%.0f	150+5*lv+(10*iq+6*mwep+number(600,800))*(k+0.15)	150+5*lv+(10*iq+6*mwep+number(600,800))*(k+0.15)	Probabilidade de Cura de Efeitos Negativos %.0f%%	20+80*k
110	SHAMAN	Rapidez	Veloz	Velocidade do Vento	Corre tăo rápido quanto o vento.	Bewegungsgeschwindigkeit wird erhöht	Reduz o tempo de recarregamento de habilidades	Utilizável em membros de grupo		CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		kwaesok	20	4			Rapidez de Movimento +%.0f%%	5 + (35 * k)		Tempo de Recarregamento -%.0f%%	3+33*k
111	SHAMAN	Energia	Ataque de apoio	Aumento de ataque	Faça um parceiro mais forte.	O valor de ataque é aumentado	Pode ser usada em membros de grupo			CAN_USE_FOR_ME|NEED_TARGET|ONLY_FOR_ALLIANCE		jeungryeok	21	4			Poder de Ataque +%.1f	5+(iq*0.2 + 15)*k	 		
121	SUPPORT	Liderança			Capacidade de liderar membros do grupo.					PASSIVE		tongsol	 								
122	SUPPORT	Combo			Fortalecer o ataque Combo.					CANNOT_LEVEL_UP|TOGGLE		combo	 								
123	SUPPORT	Pescar			Conhecimento de pesca.					CANNOT_LEVEL_UP		fishing	 								
124	SUPPORT	Garimpar			Capacidade de desmantelar minério.					PASSIVE		mining	 								
125	SUPPORT	Fabricação de itens			Cria um item.					CANNOT_LEVEL_UP|PASSIVE		making	 								
126	SUPPORT	Língua Shinsoo			Consegues perceber a Língua Shinsoo.					CANNOT_LEVEL_UP|PASSIVE		language1	 								
127	SUPPORT	Língua Chunjo			Consegues perceber a Língua Chunjo.					CANNOT_LEVEL_UP|PASSIVE		language2	 								
128	SUPPORT	Língua Jinno			Consegues perceber a Língua Jinno.					CANNOT_LEVEL_UP|PASSIVE		language3	 								
129	SUPPORT	Transformaçăo			Transforma-te num monstro.					CANNOT_LEVEL_UP|PASSIVE		polymorph	 								
130	SUPPORT	Equitaçăo			Capacidade de montar um cavalo.					CANNOT_LEVEL_UP|PASSIVE		riding	 								
131	SUPPORT	Chamar Cavalo			Invoca um cavalo.							summon	 								
132	SUPPORT	Atacar automaticamente			Ataca um inimigo seleccionado.					CANNOT_LEVEL_UP|TOGGLE		autoattack									
137	HORSE	Kampf vom Pferderücken			Ataque inimigos enquanto você cavalga. (de LV. 5)	Guias podem				ATTACK_SKILL|HORSE_SKILL|MOVING_SKILL|WEAPON_LIMITATION	SWORD|TWO_HANDED|DAGGER|DOUBLE_SWORD|FAN|BELL	wildattack	121	1	 						
138	HORSE	Investida do Cavalo			Atacar todos os inimigos nas proximidades. (de LV. 5)	Guias podem				ATTACK_SKILL|HORSE_SKILL|SEARCH_TARGET|CHARGE_ATTACK		charge	122	1	 						
139	HORSE	Onda de Energia			Ataca todos os inimigos a partir do teu cavalo (a partir de nvl. 5).	Guias podem				ATTACK_SKILL|HORSE_SKILL|WEAPON_LIMITATION	SWORD|TWO_HANDED|DAGGER|DOUBLE_SWORD|BOW|FAN|BELL	splash	123	1	 						
140	HORSE	Tempestade de Setas			Atirar flechas como você monta. (de LV. 5)	Guias podem				ATTACK_SKILL|FAN_RANGE|NEED_TARGET|HORSE_SKILL|WEAPON_LIMITATION	BOW	wildattack	121	1	5	 					
151	GUILD	Olhos de Dragăo			Aumente o espírito dragão máximo.					PASSIVE		yongan					Max. Drachengeisterhöhung +%.0f	k * 1400	 		
152	GUILD	Sangue do Deus Dragăo			Aumente o seu HP Max por um tempo.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		gaho	101	1			VD Máx +%.0f%%	k * 20	 		
153	GUILD	Bęnçăo do Deus Dragăo			Aumente o seu Max SP por um tempo.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		chukbok	102	1			MN Máx. +%.0f%%	k * 20	 		
154	GUILD	Heilige Rüstung			Aumenta a tua Defesa por um período de tempo.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		seonghwi	103	1			Defesa +%.1f%%	k * 10	 		
155	GUILD	Aceleraçăo			Increase your attack and movement speed for a while.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		gasok	104	1			Rapidez de Ataque e Movimento +%.1f	k * 30	 		
156	GUILD	Fúria do Deus Dragăo			Scale your chance for a critical hit for a while.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		bunno	105	1			Probabilidade de Golpe Crítico +%.0f%%	k * 50	 		
157	GUILD	Invocar Assistęncia			Diminui os Tempos de Recarregamento de Habilidades por um período de tempo.	Apenas em Guerra de Guilds				ONLY_FOR_GUILD_WAR		jumunsul	106	1			Tempo de Recarregamento -%.0f%%	k * 50	 		
163	SUPPORT	Critical battle			Aumenta a defesa contra hits críticos (máx. 20%).					CANNOT_LEVEL_UP|PASSIVE|TOGGLE		critical					Krit. Widerstand +%.0f%%	1+15.2*k			
164	SUPPORT	Penetration			Aumenta a defesa contra hits piercing (Max 20%).					CANNOT_LEVEL_UP|PASSIVE|TOGGLE		penetration					Durchb. Widerstand +%.0f%%	1+15.2*k			
221	PASSIVE	Guarda da Espada Rotativa			Reduz o dano infligido pela Espada Rotativa	Resistęncia ŕ Espada Rotativa				PASSIVE		p_palbang					Defesa contra Espada Rotativa +%.1f%%	24*k			
222	PASSIVE	Guarda da Emboscada			Reduz o dano infligido pela Emboscada	Resistęncia ŕ Emboscada				PASSIVE		p_amseup					Defesa contra Emboscada +%.1f%%	24*k			
223	PASSIVE	Guarda do Ataque do Dedo			Reduz o dano infligido pelo Ataque do Dedo	Resistęncia ao Ataque do Dedo				PASSIVE		p_swaeryeong					Defesa contra Ataque do Dedo +%.1f%%	24*k			
224	PASSIVE	Dragon Shooting Counter			Schaden durch Drachenschießen wird verringert	Resistance to Dragon shooting				PASSIVE		p_yongpa					Verteidigung gegen Drachenschießen +%.1f%%	24*k			
225	PASSIVE	Guarda do Ataque Espiritual			Reduz o dano infligido pelo Ataque Espiritual	Resistęncia ao Ataque Espiritual				PASSIVE		p_gigongcham					Defesa contra Ataque Espiritual +%.1f%%	24*k			
