TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
EMOTION_DANCE_5	Tanz 5
EMOTION_FORGIVE	Vergebung
EMOTION_FRENCH_KISS	Zungenkuss
EMOTION_JOY	Freude
EMOTION_SAD	Traurig
EMOTION_SHY	Ablehnung
EMOTION_SLAP	Schlag
EMPIRE_A	Shinsoo-Reich
EMPIRE_B	Chunjo-Reich
EMPIRE_C	Jinno-Reich
EXCHANGE_CANNOT_GIVE	Dieser Gegenstand kann nicht gehandelt werden.
EXCHANGE_CANT_EDIT_MONEY	Du kannst den Betrag jetzt nicht ändern.
EXCHANGE_FAILURE_EQUIP_ITEM	Du kannst ausgerüstete Gegenstände nicht austauschen.
EXCHANGE_MONEY	Betrag
EXCHANGE_TITLE	Mit %s (%d) handeln
FISHING_FAILURE	Du hast den Fischköder verloren.
FISHING_NOTIFY1	Es sieht aus, als hätte %s angebissen.
FISHING_NOTIFY2	Es sieht aus, als hinge %s am Haken.
FISHING_SUCCESS1	Du hast %s gefangen!
FISHING_SUCCESS2	Du hast %s aus dem Wasser gezogen!
FISHING_UNKNOWN	Etwas hat angebissen, aber du kannst nicht erkennen, was es ist.
FISHING_WRONG_PLACE	Du kannst hier nicht fischen.
FOR_FEMALE	Für Frauen
FOR_MALE	Für Männer
GAME_CANNOT_MINING	Du kannst kein Erz abbauen, während du reitest.
GAME_CANNOT_PICK_ITEM	Du kannst den Gegenstand nicht einsammeln, da er nicht von dir erbeutet wurde.
GAME_INIT_ERROR_CURSOR	Mauszeiger konnte nicht erstellt werden.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 muss installiert sein, damit das Spiel ausgeführt werden kann.\nInstalliere DirectX 8.1 oder höher.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Kein Grafikgerät für das Ausführen des Spiels gefunden. \nÜberprüfe, ob deine VGA-Karte korrekt installiert ist.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafikgerät konnte nicht erstellt werden.\nÜberprüfe, ob du über eine VGA-Karte verfügst.\nAlternativ kannst du die Hardware-Beschleunigung aktivieren.\n(Setze die Hardware-Beschleunigung auf Maximum \nSystemsteuerung->Anzeige->Einstellungen->Erweitert->Registerkarte Problembehandlung)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Die Grafikkarte des PCs unterstützt keinen Fenstermodus im 32bit-Modus.\nWechsel zum 16bit-Modus oder verwende den Vollbildmodus.
GAME_INIT_ERROR_ITEM_PROTO	Keine Gegenstandsdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_MAIN_WINDOW	Hauptfenster konnte nicht erstellt werden.
GAME_INIT_ERROR_MOB_PROTO	Keine Monsterdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_NETWORK	Netzwerkgerät konnte nicht erstellt werden.\nÜberprüfe die Internet-Verbindung.
GAME_PICK_MONEY	Du hast %d Yang erhalten.
GUILDBANK_CLEARBANK	Achtung: Das Gildenlager muss geleert sein!
GUILDBANK_DONT_MONEY_OUT	Du hast kein Yang in der Gildenbank!
GUILDBANK_GOLD_IN	Einzahlung
GUILDBANK_GOLD_OUT	Auszahlung
GUILDBANK_ITEM_IN	Einlagern
GUILDBANK_ITEM_OUT	Auslagern
GUILDBANK_MONEYIN	Yang einzahlen
GUILDBANK_MONEYOUT	Yang auszahlen
GUILDBANK_NOTUSE	Dir fehlen die Rechte dazu.
GUILDBANK_NOT_ENOUGH_MONEY	Du hast nicht so viel Yang zum Einzahlen.
GUILDBANK_OVER_INCOME	Kontolimit erreicht.
GUILDBANK_OVER_MONEY	Das Gildenkonto ist voll.
GUILDLAND_ABANDON	Gildenland aufgeben
GUILDLAND_ABANDON_VOTE	Gildenland deiner Gilde [%s] aufgeben.
GUILDLAND_ABANDON_VOTE_RESULT1	Gildenland der Gilde [%s] wurde aufgegeben.
GUILDLAND_ABANDON_VOTE_RESULT2	Das Gildenland wurde aufgegeben.
GUILDLAND_ABANDON_VOTE_RESULT3	Ergebnis der Umfrage:
GUILDLAND_ABANDON_VOTE_RESULT4	Umfrage ist ungültig.
GUILDLAND_ABANDON_VOTE_TEXT	Möchtest du die Umfrage wirklich starten?
GUILDLAND_ABANDON_VOTE_TEXT1	Stimmst du dafür, das Gildenland aufzugeben?
GUILDLAND_ACCEPT	Ja
GUILDLAND_DEAL	Gildenland verkaufen
GUILDLAND_DEAL_TEXT1	Gilde [%s] möchte ihr Gildenland
GUILDLAND_DEAL_TEXT2	für [%s] Yang verkaufen.
GUILDLAND_DEAL_TEXT3	Akzeptierst du das Angebot?
GUILDLAND_DELA_VOTE	Die Gilde [%s] möchte unser Gildenland kaufen.
GUILDLAND_DELA_VOTE_RESULT1	Gildenlandverkauf an Gilde [%s]
GUILDLAND_DELA_VOTE_RESULT2	Die Umfrage ist vorbei.
GUILDLAND_DELA_VOTE_RESULT3	Umfrageergebnis für Gildenlandverkauf:
GUILDLAND_DELA_VOTE_RESULT4	Umfrage ist ungültig.
GUILDLAND_DELA_VOTE_TEXT	An welche Gilde möchtest du dein Gildenland verkaufen?
GUILDLAND_DELA_VOTE_TEXT1	Stimmst du dafür, das Gildenland zu verkaufen?
GUILDLAND_DONTHAVE_LAND	Du besitzt kein Gildenland.
GUILDLAND_NOT	Nein
GUILDLAND_VOTE_TEXT	Möchtest du [%s] das Land geben?
GUILDLIST_APPLICANT	Möchtest du dich bewerben?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Höhe beträgt nicht 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Höhe beträgt nicht 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Breite beträgt nicht 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Breite beträgt nicht 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Das Spiel unterstützt dieses Bild nicht.
GUILDMARK_UPLOADER_ERROR_PATH	Verschiebe die Dateien in den Ordner metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Keine Bilddatei ausgewählt.
GUILDVOTE_CHANGEMASTER	Gildenleiter wechseln
GUILDVOTE_CHANGEMASTER_RESULT1	Die Gilde wurde erfolgreich übertragen.
GUILDVOTE_CHANGEMASTER_RESULT2	Du hast die Gilde [%s] übertragen bekommen.
GUILDVOTE_CHANGEMASTER_RESULT3	Übertragen der Gilde an Mitglied [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Umfrage ist ungültig.
GUILDVOTE_CHANGEMASTER_RESULT5	Neuer Gildenleiter: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Möchtest du die Gilde an [%s] abgeben?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Möchtest du die Gildenführung wirklich abgeben?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Übertragen der Gilde an Mitglied [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Stimmst du dafür, dass die Gilde übertragen wird?
GUILDVOTE_MEMBEROUT	Mitglied entfernen
GUILDVOTE_MEMBEROUT_AUTH	Dir fehlen die Rechte dazu.
GUILDVOTE_MEMBEROUT_NOMAL	Möchtest du das Mitglied wirklich entfernen?
GUILDVOTE_MEMBEROUT_RESULT1	Entfernen von Mitglied: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Umfrageergebnis
GUILDVOTE_MEMBEROUT_RESULT3	Du wurdest aus der Gilde [%s] entfernt.
GUILDVOTE_MEMBEROUT_RESULT4	Umfrageergebnis
GUILDVOTE_MEMBEROUT_RESULT5	Umfrage ist ungültig.
GUILDVOTE_MEMBEROUT_TEXT1	Möchtest du die Umfrage gegen [%s] starten?
GUILDVOTE_MEMBEROUT_TEXT2	Umfrage: Mitglied aus der Gilde entfernen?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Umfrage: Soll [%s] aus der Gilde entfernt werden?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Dagegen
GUILDVOTE_OK	Dafür
GUILDVOTE_RESULT_AGGRE_MEMBER	Dafür: %d
GUILDVOTE_RESULT_ALL_MEMBER	Teilnehmer: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Dagegen: %d
GUILDVOTE_RESULT_TIME	%d Tage %d Stunden %d Minuten %d Sekunden
GUILDVOTE_SELECT_ONE	Bitte wähle einen Charakter aus.
GUILDWAR_ALL	Kämpfe (K)
GUILDWAR_CTF_TITLE	Flaggenkampf
GUILDWAR_DRAW	Unentschieden (U)
GUILDWAR_GAINSCORE_FIFTY	50 Punkte
GUILDWAR_GAINSCORE_HUNDRED	100 Punkte
GUILDWAR_GAINSCORE_THIRTY	30 Punkte
GUILDWAR_GAMETIME_SIXTY	60 Minuten
GUILDWAR_GAMETIME_TEN	10 Minuten
GUILDWAR_GAMETIME_THIRTY	30 Minuten
GUILDWAR_INPUT_OTHERGUILD	Bitte gegnerische Gilde eintragen.
GUILDWAR_LADDER	Rangpunkte
GUILDWAR_LIMIT_MEMBER_FIVE	Mindestanzahl der Teilnehmer beträgt 5.
GUILDWAR_LOSE	Niederlagen (N)
GUILDWAR_NORMAL_TITLE	Feldschlacht
GUILDWAR_OVER_MEMBERCOUNT	Du hast das Mitgliederlimit erreicht.
GUILDWAR_QUESTION_LINE_1	Die Gilde %s hat deiner Gilde den Krieg erklärt.
GUILDWAR_QUESTION_LINE_2	Nimmst du an? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d K, %d S, %d N, %d U
GUILDWAR_SELECT_MEMBER_COUNT	Wähle die Anzahl der Teilnehmer.
GUILDWAR_TYPE_DEFENSE	Schildkampf
GUILDWAR_TYPE_TIGER	Vernichtungskampf
GUILDWAR_TYPE_TIME	Zeitangriff
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arenakampf
GUILDWAR_WIN	Siege (S)
GUILDWAR_WIN_FIVE	Fünf Runden
GUILDWAR_WIN_ONE	Eine Runde
GUILDWAR_WIN_THREE	Drei Runden
GUILDWINDOW_BUTTON_BANKGOLDINFO	Gildenlager-Log
GUILDWINDOW_BUTTON_BASEABANDON	Gildenland aufgeben
GUILDWINDOW_BUTTON_BASEDEAL	Gildenland verkaufen
GUILDWINDOW_BUTTON_BASEDEALVOTE	Umfrage
GUILDWINDOW_BUTTON_BOARD	Gildennotizen
GUILDWINDOW_BUTTON_CHANGEMASTER	Gildenleiter wechseln
GUILDWINDOW_BUTTON_DECLARE	Kriegserklärung
GUILDWINDOW_BUTTON_GOLDIN	Einzahlung
GUILDWINDOW_BUTTON_GOLDOUT	Auszahlung
GUILDWINDOW_BUTTON_GRADE	Rechteverwaltung
GUILDWINDOW_BUTTON_GUILDLIST	Gildenliste
GUILDWINDOW_BUTTON_HEALGSP	Drachenmacht wiederherstellen
GUILDWINDOW_BUTTON_INFO	Gildeninformationen
GUILDWINDOW_BUTTON_LANDINFO	Landinformationen
GUILDWINDOW_BUTTON_MARK	Gildenzeichen hochladen
GUILDWINDOW_BUTTON_MEMBER	Mitglieder
GUILDWINDOW_BUTTON_OFFER	EXP spenden
GUILDWINDOW_BUTTON_OUTMEMBER	Mitglied entfernen
GUILDWINDOW_BUTTON_SKILL	Gildenfertigkeiten
GUILDWINDOW_BUTTON_SYMBOL	Gildenflagge hochladen
GUILDWINDOW_BUTTON_VOTECHECK	Überprüfe Umfrage
GUILDWINDOW_BUY_GUILD_LAND	Landkauf
GUILDWINDOW_CHANGE_OBJECT	Umbau
GUILDWINDOW_CHANGE_SMELTER	Ofen-Umbau
GUILDWINDOW_CREATE_OBJECT	Gebäudebau
GUILDWINDOW_DEAL_GUILD_LAND	Landverkauf
GUILDWINDOW_GRADE_BANK	Darf die Gildenbank und das Gildenlager nutzen
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Darf Mitglieder aus der Gilde entfernen
GUILDWINDOW_GRADE_GRADENAME	Rangname
GUILDWINDOW_GRADE_GRADENUMBER	Rangnummer
GUILDWINDOW_GRADE_GUILDWAR	Darf Mitglieder auswählen, die als Kämpfer teilnehmen können
GUILDWINDOW_GRADE_INVITEAUTHORITY	Darf Spieler in die Gilde aufnehmen
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Darf Gildennotizen anpinnen
GUILDWINDOW_GRADE_SKILLAUTHORITY	Darf Gildenfertigkeiten nutzen
GUILDWINDOW_INFO_LEVEL10	Erhöht max. Mitgliederzahl
GUILDWINDOW_INFO_LEVEL15	Preisnachlass: Drachenmacht
GUILDWINDOW_INFO_LEVEL20	Bank: Steuerbefreiung
GUILDWINDOW_INFO_LEVEL5	+5% EXP auf Gildenspende
GUILDWINDOW_LIST_ALL	Alle Reiche
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gilde] Du hast dich bereits beworben.
GUILDWINDOW_LIST_APPLICANT_LIST	Bewerberliste
GUILDWINDOW_LIST_CHRACTER_JOB	Klasse
GUILDWINDOW_LIST_CHRACTER_LV	Level
GUILDWINDOW_LIST_CHRACTER_NAME	Charaktername
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Lehre
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Mitglieder
GUILDWINDOW_LIST_GUILD_LIST	Gildenliste
GUILDWINDOW_LIST_GUILD_LV	Level
GUILDWINDOW_LIST_GUILD_NAME	Gilde
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilde] Bitte gib einen Gildennamen ein.
GUILDWINDOW_LIST_LADDER	Rangpunkte
GUILDWINDOW_LIST_PROMOTE_GUILD	Bewerbung
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Gildenliste
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Bewerbungen
GUILDWINDOW_LIST_REGISTER_GUILD	Bei Gilde bewerben
GUILDWINDOW_LIST_SEARCH	Suchen
GUILDWINDOW_LIST_SELECT_GUILD	[Gilde] Bitte wähle eine Gilde, um dich zu bewerben.
GUILDWINDOW_PROMOTE_REFRESH	Werbung
GUILDWINDOW_PROMOTE_REGISTER	Werbung
GUILDWINDOW_SP_RECOVER	Drachenmacht
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Altar-Ausbau
GUILDWINDOW_UPGRADE_GUILDBANK	Bank-Ausbau
GUILD_BANKINFO_CLOSE	Schließen
GUILD_BANKINFO_NAME	Mitglied
GUILD_BANKINFO_TYPE	Gegenstand/Währung
GUILD_BANKINFO_USETYPE	Aktion
GUILD_BANK_CLOSE	Schließen
GUILD_BANK_INFO	Gildenlager-Log
GUILD_BOARD_ID	Mitglied
GUILD_BOARD_TEXT	Nachricht
GUILD_BUILDING_FIX_CHANGE	Möchtest du die Position wirklich verändern?
GUILD_BUILDING_FIX_CHANGE_GOLD	Kosten: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Möchtest du das Objekt wirklich löschen?
GUILD_BUILDING_FIX_NEED_BUILDING	Kein Gebäude vorhanden.
GUILD_BUILDING_GRADE	Rang
GUILD_BUILDING_NAME	Gebäudename
GUILD_CANNOT_HEAL_GSP_ANYMORE	Die Drachengeist-Energie ist bereits vollständig aufgeladen.
GUILD_COMMENT	Schreiben
GUILD_CREATE_ERROR_INSULT_NAME	Gildenname ist nicht zulässig.
GUILD_DEFAULT_GRADE	Gildenmitglieder
GUILD_DELETE	Löschen
GUILD_DEPOSIT	Hinterlegen
GUILD_DO_YOU_HEAL_GSP	Möchtest du für %d Yang %d Drachengeist wiederherstellen?
GUILD_DO_YOU_JOIN	 hat dich eingeladen. Der Gilde beitreten?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_SECOND	Sek.
GUILD_EMPTY_AREA	Leeres Land
GUILD_ENEMY_GUILD_NAME	Gildenname des Gegners
GUILD_FACILITY	Nebengebäude
GUILD_GEM	Edelstein
GUILD_HEADQUARTER	Hauptgebäude
GUILD_HEAL_GSP	Drachengeist aufladen
GUILD_INFO_ENEMY_GUILD_EMPTY	Keine
GUILD_MARK_NOT_ENOUGH_LEVEL	Mindestens Level 3 erforderlich
GUILD_MARK_UPLOAD_NOTICE	Bitte warte kurz, damit du Gildenlogos registrieren kannst.
GUILD_MEMBER_JOB	Klasse
GUILD_MEMBER_KNIGHT	Kämpfer
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Mitglied
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	Gespendete EXP
GUILD_NAME	Gildenname
GUILD_NOT_ENOUGH_MATERIAL	Nicht genug Baumaterial für dieses Gebäude.
GUILD_NOT_ENOUGH_MONEY	Nicht genug Yang für dieses Gebäude.
GUILD_NO_NOTICE_PERMISSION	Du bist nicht berechtigt, eine Ankündigung zu machen.
GUILD_OBJECT	Objekte
GUILD_OFFER_EXP	Erfahrung investieren
GUILD_SHORT_EXP	Nicht genug Erfahrungspunkte.
GUILD_TILE_BASEINFO	Landinformationen
GUILD_TILE_BOARD	Gildennotizen
GUILD_TILE_GRADE	Rechteverwaltung
GUILD_TILE_INFO	Gildeninformationen
GUILD_TILE_MEMBER	Mitglieder
GUILD_TILE_SKILL	Gildenfertigkeiten
GUILD_USE_MASTER_ONLY	Nur der Gildenleiter hat dieses Recht.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Gildenkrieg-Gelände
GUILD_WAR2	Gildenkrieg-Gelände
GUILD_WAR3	Gildenkrieg-Gelände
GUILD_WAR4	Gildenkrieg-Gelände
GUILD_WAR_GAINSCORE_FIFTY	50 Punkte
GUILD_WAR_GAINSCORE_HUNDRED	100 Punkte
GUILD_WAR_GAINSCORE_THIRTY	30 Punkte
GUILD_WAR_GAMETIME_SIXTY	60 Minuten
GUILD_WAR_GAMETIME_TEN	10 Minuten
GUILD_WAR_GAMETIME_THIRTY	30 Minuten
GUILD_WAR_LIMIT_30MIN	Zeit: 30 Minuten
GUILD_WAR_REWARD_POTION	Belohnung: Sieger erhält Tränke
GUILD_WAR_SELECT_WAR	Kampfart auswählen
GUILD_WAR_TYPE_DEFENSE	Schildkampf
GUILD_WAR_TYPE_DIE	Arenakampf
GUILD_WAR_TYPE_FLAG	Flaggenkampf
GUILD_WAR_TYPE_NORMAL	Feldschlacht
GUILD_WAR_TYPE_TIGER	Vernichtungskampf
GUILD_WAR_TYPE_TIME	Zeitangriff
GUILD_WAR_USE_BATTLE_MAP	Ort: Gildenkriegsarena
GUILD_WAR_USE_NORMAL_MAP	Ort: Normale Karte
GUILD_WAR_WIN_CHECK_SCORE	Die Gilde mit den meisten Siegen gewinnt den Krieg.
GUILD_WAR_WIN_FIVE	Fünf Runden
GUILD_WAR_WIN_ONE	Eine Runde
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Erobere die Flagge des Gegners
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	und bringe sie zu deiner Basis.
GUILD_WAR_WIN_THREE	Drei Runden
GUILD_WAR_WIN_WIPE_OUT_GUILD	Besiege alle Gegner, um zu gewinnen.
GUILD_WITHDRAW	Rückzug
GUILD_YOU_DO_NOT_JOIN	Du gehörst keiner Gilde an.
HORSE_HEALTH0	Tot
HORSE_HEALTH1	Verhungernd
HORSE_HEALTH2	Hungrig
HORSE_HEALTH3	Voll
HORSE_LEVEL1	Normales Pferd
HORSE_LEVEL2	Kampfpferd
HORSE_LEVEL3	Militärpferd
HOUR	Std
HOW_MANY_ITEM_DO_YOU_DESTROY1	Möchtest du %s zerstören?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Möchtest du %dx %s zerstören?
HOW_MANY_ITEM_DO_YOU_DROP1	Möchtest du %s fallen lassen?
HOW_MANY_ITEM_DO_YOU_DROP2	Möchtest du %s %d fallen lassen?
