TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
CHANNEL_NOTIFY_FULL	Tento kanál je plný! Zvol si prosím jiný.
CHANNEL_NOT_FIND_INFO	Neobdržíš žádné informace z kanálu.
CHANNEL_PVP	Volný souboj
CHANNEL_SELECT_CHANNEL	Zvol si kanál
CHANNEL_SELECT_REGION	Zvolit místo na vystavení úètenky
CHANNEL_SELECT_SERVER	Zvolit server
CHANNEL_TEST_SERVER	Vyzkoušet server
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Tvorba postavy
CHARACTER_SELECT_MODE	Volba postavy
CHAT_ALL	Všichni
CHAT_BLOCK	Blokovat
CHAT_GUILD	Cech
CHAT_INFORMATION	Informace
CHAT_INSULT_STRING	Vìta obsahuje nepøípustná slova.
CHAT_LOG	Zobrazit staré zprávy [L]
CHAT_LOG_TITLE	Log chatu
CHAT_NORMAL	Normální
CHAT_NOTICE	Server
CHAT_PARTY	Skupina
CHAT_SEND_CHAT	Poslat chat
CHAT_SEND_MEMO	Poslat šepot [Shift+Enter]
CHAT_SHOUT	Zavolat
CHAT_SHOUT_LIMIT	Mùžeš volat jenom každých 15 vteøin.
CHAT_TEAM	Tým
CHAT_WHISPER	Šeptat
CREATE_ERROR_GM_NAME	V názvu postavy nesmíš použít ,GM‘.
CREATE_ERROR_INSULT_NAME	Toto jméno je nepøípustné.
CREATE_EXIST_SAME_NAME	Tento název je už zadán pro jinou postavu.
CREATE_FAILURE	Nemùžeš vytvoøit tuto postavu.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Zadej jméno.
CREATE_PLUS_STAT	Status-body jsou ještì k dispozici.
DAY	dny
DO_YOU_BUY_ITEM1	Chceš koupit %s za %s Yangù?
DO_YOU_BUY_ITEM2	Chceš koupit %s (%s ks) za %s Yangù?
DO_YOU_DROP_MONEY	Chceš nechat padnout %d Yang?
DO_YOU_SELL_ITEM1	Chceš prodat %s za %s Yangù?
DO_YOU_SELL_ITEM2	Chceš prodat %s (%s ks) za %s Yangù?
DO_YOU_TAKE_OUT_ITEM1	Chceš naozaj odstránit %s?
DO_YOU_TAKE_OUT_ITEM2	Chcete odstranit %s %s?
DROP_ITEM_FAILURE_EQUIP_ITEM	Nemùžeš nechat spadnout vybavený pøedmìt.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Nemùžeš nechat spadnout žádný pøedmìt, když máš otevøený soukromý stánek.
DROP_MONEY_FAILURE_1000_OVER	Mùžeš nechat spadnout maximálnì 999 Yangù.
EMOTION_ANGRY	K zlosti
EMOTION_ATTRACTIVE	Pokušení
EMOTION_BANTER	Uštìpaèný
EMOTION_CHEERS_1	Jásot 1
EMOTION_CHEERS_2	Jásot 2
EMOTION_CHEERUP	Jásat
EMOTION_CHOOSE_ONE	Zvol si cíl.
EMOTION_CLAP	Potlesk
EMOTION_CLAP_KISS	Pusa
EMOTION_CONGRATULATION	Útìcha
EMOTION_DANCE_1	Tanec 1
EMOTION_DANCE_2	Tanec 2
EMOTION_DANCE_3	Tanec 3
EMOTION_DANCE_4	Tanec 4
EMOTION_DANCE_5	Tanec 5
EMOTION_FORGIVE	Odpuštìní
EMOTION_FRENCH_KISS	Líbání jazykem
EMOTION_JOY	Radost
EMOTION_SAD	Smutný
EMOTION_SHY	Odmítnutí
EMOTION_SLAP	Rána
EMPIRE_A	Království Shinsoo
EMPIRE_B	Království Chunjo
EMPIRE_C	Království Jinno
EXCHANGE_CANNOT_GIVE	S tímto pøedmìtem se nedá obchodovat.
EXCHANGE_CANT_EDIT_MONEY	Ted' nemùžeš zmìnit èástku.
EXCHANGE_FAILURE_EQUIP_ITEM	Vybavené pøedmìty nemùžeš vymìnit.
EXCHANGE_MONEY	Èástka
EXCHANGE_TITLE	Obchodovat s %s (%d)
FISHING_FAILURE	Ztratil jsi návnadu na ryby.
FISHING_NOTIFY1	Vypadá to, že %s zabralo.
FISHING_NOTIFY2	Vypadá to, že na háèku je %s.
FISHING_SUCCESS1	Chytil jsi %s!
FISHING_SUCCESS2	Vytáhl jsi z vody %s!
FISHING_UNKNOWN	Nìco mi sebralo návnadu, ale nevím, co to bylo.
FISHING_WRONG_PLACE	Tady nemùžu lovit ryby.
FOR_FEMALE	Pro ženy
FOR_MALE	Pro muže
GAME_CANNOT_MINING	Když jedeš na koni, nemùžeš tìžit nerostné suroviny.
GAME_CANNOT_PICK_ITEM	Nemùžeš sebrat tento pøedmìt, protože jsi ho neukoøistil.
GAME_INIT_ERROR_CURSOR	Myší kurzor nemohl být umístìn.
GAME_INIT_ERROR_DIRECTX	Aby hra fungovala, musí být instalován DirectX 8.1.\nNainstaluj DirectX 8.1 nebo vyšší.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Nebylo nalezeno žádné grafické vybavení, které tato hra vyžaduje.\nPøesvìdèi se, zda máš správnì instalovanou VGA-kartu.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafické zaøízení nebylo nalezeno.\nPøesvìdèi se, zda máš k dispozici VGA-kartu.\nAlternativnì mùžeš zaktivovat zrychlení hardware.\n(Nastav zrychlení hardware na maximum v:\nOvládací panely-->Zobrazení-->Nastavení-->Rozšíøené-->registraèní karta Odstranìní problémù)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Grafická karta tvého poèítaèe nepodporuje modus okna ve 32bitovém módu.\nPøepni na 16bitový modus nebo použij celoplošné zobrazení.
GAME_INIT_ERROR_ITEM_PROTO	Nejsou k dispozici žádné údaje o pøedmìtech.\nNainstaluj hru znovu.
GAME_INIT_ERROR_MAIN_WINDOW	Hlavní okno nemohlo být vytvoøeno.
GAME_INIT_ERROR_MOB_PROTO	Nejsou k dispozici žádné údaje o pøíšerách.\nNainstaluj hru znovu.
GAME_INIT_ERROR_NETWORK	Nebylo vytvoøeno spojení po síti.\nPøezkoušej pøipojení na internet.
GAME_PICK_MONEY	Obdržel jsi %d Yangù.
GUILDBANK_CLEARBANK	Upozornìní: cechovní skladištì musí být prázdné!
GUILDBANK_DONT_MONEY_OUT	V cechovní pokladnì nemáš žádné Yangy!
GUILDBANK_GOLD_IN	Uložení
GUILDBANK_GOLD_OUT	Výbìr
GUILDBANK_ITEM_IN	Obchod
GUILDBANK_ITEM_OUT	Odebrat
GUILDBANK_MONEYIN	Uložit Yangy
GUILDBANK_MONEYOUT	Vybrat Yangy
GUILDBANK_NOTUSE	Nemáš dostateèná oprávnìní.
GUILDBANK_NOT_ENOUGH_MONEY	Nemáš dostatek Yangù pro uložení.
GUILDBANK_OVER_INCOME	Dosažen limit úètu.
GUILDBANK_OVER_MONEY	Cechovní úèet je plný.
GUILDLAND_ABANDON	Opustit území cechu
GUILDLAND_ABANDON_VOTE	Opustit území cechu [%s]
GUILDLAND_ABANDON_VOTE_RESULT1	Území cechu [%s] bylo opuštìno.
GUILDLAND_ABANDON_VOTE_RESULT2	Území cechu bylo opuštìno.
GUILDLAND_ABANDON_VOTE_RESULT3	Výsledky hlasování:
GUILDLAND_ABANDON_VOTE_RESULT4	Chybné hlasování.
GUILDLAND_ABANDON_VOTE_TEXT	Opravdu chceš spustit toto hlasování?
GUILDLAND_ABANDON_VOTE_TEXT1	Souhlasíš s opuštìním cechovního území?
GUILDLAND_ACCEPT	Ano
GUILDLAND_DEAL	Prodat území cechu
GUILDLAND_DEAL_TEXT1	Cech [%s] chce prodat jejich
GUILDLAND_DEAL_TEXT2	území za [%s] Yangù.
GUILDLAND_DEAL_TEXT3	Pøijímáš nabídku?
GUILDLAND_DELA_VOTE	Cech [%s] chce koupit naše cechovní území.
GUILDLAND_DELA_VOTE_RESULT1	Cechovní území bylo prodáno cechu [%s]
GUILDLAND_DELA_VOTE_RESULT2	Hlasování bylo dokonèeno.
GUILDLAND_DELA_VOTE_RESULT3	Výsledky hlasování o prodeji cechovního území:
GUILDLAND_DELA_VOTE_RESULT4	Chybné hlasování.
GUILDLAND_DELA_VOTE_TEXT	Kterému cechu chceš prodat cechovní území?
GUILDLAND_DELA_VOTE_TEXT1	Souhlasíš s prodejem cechovního území?
GUILDLAND_DONTHAVE_LAND	Nevlastníš žádné cechovní území.
GUILDLAND_NOT	Ne
GUILDLAND_VOTE_TEXT	Chceš dát území [%s]?
GUILDLIST_APPLICANT	Chceš se pøidat?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Výška není 128 pixelù.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Výška není 12 pixelù.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Šíøka není 16 pixelù.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Šíøka není 64 pixelù.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Hra nepodporuje tento obrázek.
GUILDMARK_UPLOADER_ERROR_PATH	Pøesuò soubory do složky metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Nebyl zvolen žádný obrazový soubor.
GUILDVOTE_CHANGEMASTER	Zmìnit velitele cechu
GUILDVOTE_CHANGEMASTER_RESULT1	Cech byl úspìšnì pøeveden.
GUILDVOTE_CHANGEMASTER_RESULT2	Byl ti pøedán cech [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Pøedat cech èlenovi [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Chybné hlasování.
GUILDVOTE_CHANGEMASTER_RESULT5	Nový vùdce cechu: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Chceš pøevést cech hráèi [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Opravdu se chceš vzdát vedení cechu?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Pøedat cech èlenovi [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Souhlasíš s pøevodem vedení cechu?
GUILDVOTE_MEMBEROUT	Odebrat èlena
GUILDVOTE_MEMBEROUT_AUTH	Nemáš dostateèná oprávnìní.
GUILDVOTE_MEMBEROUT_NOMAL	Opravdu chceš odebrat tohoto èlena?
GUILDVOTE_MEMBEROUT_RESULT1	Odebrat èlena: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Výsledky hlasování
GUILDVOTE_MEMBEROUT_RESULT3	Byl jsi odebrán z cechu [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Výsledky hlasování
GUILDVOTE_MEMBEROUT_RESULT5	Chybné hlasování.
GUILDVOTE_MEMBEROUT_TEXT1	Chceš zahájit hlasování proti [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Hlasování: Odebrat èlena z cechu?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Hlasování: Má být [%s] odebrán z cechu?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Proti
GUILDVOTE_OK	Pro
GUILDVOTE_RESULT_AGGRE_MEMBER	Pro: %d
GUILDVOTE_RESULT_ALL_MEMBER	Úèastníci: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Proti : %d
GUILDVOTE_RESULT_TIME	%d dnù %d hodin %d minut %d vteøin
GUILDVOTE_SELECT_ONE	Prosím, zvol si postavu.
GUILDWAR_ALL	Bitvy (B)
GUILDWAR_CTF_TITLE	Zajmout vlajku
GUILDWAR_DRAW	Remízy (R)
GUILDWAR_GAINSCORE_FIFTY	50 bodù
GUILDWAR_GAINSCORE_HUNDRED	100 bodù
GUILDWAR_GAINSCORE_THIRTY	30 bodù
GUILDWAR_GAMETIME_SIXTY	60 minut
GUILDWAR_GAMETIME_TEN	10 minut
GUILDWAR_GAMETIME_THIRTY	30 minut
GUILDWAR_INPUT_OTHERGUILD	Prosím, zadej cech protivníka.
GUILDWAR_LADDER	Body umístìní
GUILDWAR_LIMIT_MEMBER_FIVE	Minimálnì 5 úèastníkù.
GUILDWAR_LOSE	Prohry (P)
GUILDWAR_NORMAL_TITLE	Polní bitva
GUILDWAR_OVER_MEMBERCOUNT	Dosáhl jsi limitu èlenù.
GUILDWAR_QUESTION_LINE_1	Cech %s vyhlásil tvému cechu válku.
GUILDWAR_QUESTION_LINE_2	Pøijímáš? (%s)
GUILDWAR_RANKING	Hodnost
GUILDWAR_RECODE_ALL	%d B, %d V, %d P, %d R
GUILDWAR_SELECT_MEMBER_COUNT	Zvol poèet úèastníkù.
GUILDWAR_TYPE_DEFENSE	Štítová bitva
GUILDWAR_TYPE_TIGER	Rozdrcení
GUILDWAR_TYPE_TIME	Èasový útok
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Dìjištì války cechù
GUILDWAR_WIN	Vítezství (V)
GUILDWAR_WIN_FIVE	5 kol
GUILDWAR_WIN_ONE	1 kolo
GUILDWAR_WIN_THREE	3 kola
GUILDWINDOW_BUTTON_BANKGOLDINFO	Záznamy cechovního skladištì
GUILDWINDOW_BUTTON_BASEABANDON	Opustit území cechu
GUILDWINDOW_BUTTON_BASEDEAL	Prodat území cechu
GUILDWINDOW_BUTTON_BASEDEALVOTE	Hlasovat
GUILDWINDOW_BUTTON_BOARD	Zprávy cechu
GUILDWINDOW_BUTTON_CHANGEMASTER	Zmìnit velitele cechu
GUILDWINDOW_BUTTON_DECLARE	Vyhlásit válku
GUILDWINDOW_BUTTON_GOLDIN	Uložení
GUILDWINDOW_BUTTON_GOLDOUT	Výbìr
GUILDWINDOW_BUTTON_GRADE	Správa oprávnìní
GUILDWINDOW_BUTTON_GUILDLIST	Seznam cechù
GUILDWINDOW_BUTTON_HEALGSP	Obnovit Sílu draèího boha
GUILDWINDOW_BUTTON_INFO	Informace o cechu
GUILDWINDOW_BUTTON_LANDINFO	Informace o území
GUILDWINDOW_BUTTON_MARK	Nahrát symbol cechu
GUILDWINDOW_BUTTON_MEMBER	Èlen
GUILDWINDOW_BUTTON_OFFER	Darovat BZK
GUILDWINDOW_BUTTON_OUTMEMBER	Odebrat èlena
GUILDWINDOW_BUTTON_SKILL	Schopnosti cechu
GUILDWINDOW_BUTTON_SYMBOL	Nahrát vlajku cechu
GUILDWINDOW_BUTTON_VOTECHECK	Podívat se na hlasy
GUILDWINDOW_BUY_GUILD_LAND	Koupit území
GUILDWINDOW_CHANGE_OBJECT	Rekonstrukce
GUILDWINDOW_CHANGE_SMELTER	Zmìnit pec
GUILDWINDOW_CREATE_OBJECT	Konstrukce
GUILDWINDOW_DEAL_GUILD_LAND	Prodat území
GUILDWINDOW_GRADE_BANK	Mùže používat cechovní pokladnu a skladištì
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Mùže odebírat èleny cechu
GUILDWINDOW_GRADE_GRADENAME	Název hodnosti
GUILDWINDOW_GRADE_GRADENUMBER	Èíslo hodnosti
GUILDWINDOW_GRADE_GUILDWAR	Mùže vybírat èleny jako bojovníky
GUILDWINDOW_GRADE_INVITEAUTHORITY	Mùže pøijímat hráèe do cechu
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Mùže posílat cechovní zprávy
GUILDWINDOW_GRADE_SKILLAUTHORITY	Mùže používat schopnosti cechu
GUILDWINDOW_INFO_LEVEL10	Zvýšit max. poèet èlenù
GUILDWINDOW_INFO_LEVEL15	Náklady: Síla draèího boha
GUILDWINDOW_INFO_LEVEL20	Pokladna: Daòová svoboda
GUILDWINDOW_INFO_LEVEL5	+5% BZK darovat cechu
GUILDWINDOW_LIST_ALL	Všechna království
GUILDWINDOW_LIST_ALREADY_REGISTER	[Cech] Již jsi poslal žádost.
GUILDWINDOW_LIST_APPLICANT_LIST	Seznam žádostí
GUILDWINDOW_LIST_CHRACTER_JOB	Typ
GUILDWINDOW_LIST_CHRACTER_LV	Úroveò
GUILDWINDOW_LIST_CHRACTER_NAME	Jméno postavy
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Podtøída
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Èlen
GUILDWINDOW_LIST_GUILD_LIST	Seznam cechù
GUILDWINDOW_LIST_GUILD_LV	Úroveò
GUILDWINDOW_LIST_GUILD_NAME	Cech
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Cech] Prosím, zadej název cechu.
GUILDWINDOW_LIST_LADDER	Body umístìní
GUILDWINDOW_LIST_PROMOTE_GUILD	Žádost
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Seznam cechù
GUILDWINDOW_LIST_RANKING	Pozice
GUILDWINDOW_LIST_RANKING_COUNT	Pozice
GUILDWINDOW_LIST_REGISTER	Žádosti
GUILDWINDOW_LIST_REGISTER_GUILD	Požádat o vstup
GUILDWINDOW_LIST_SEARCH	Hledat
GUILDWINDOW_LIST_SELECT_GUILD	[Cech] Prosím, zvol si cech kam chceš vstoupit.
GUILDWINDOW_PROMOTE_REFRESH	Propagovat
GUILDWINDOW_PROMOTE_REGISTER	Propagovat
GUILDWINDOW_SP_RECOVER	Síla Draèího boha
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Vylepšit Oltáø
GUILDWINDOW_UPGRADE_GUILDBANK	Vylepšit banku
GUILD_BANKINFO_CLOSE	Zavøít
GUILD_BANKINFO_NAME	Èlen
GUILD_BANKINFO_TYPE	Pøedmìt/mìna
GUILD_BANKINFO_USETYPE	Akce
GUILD_BANK_CLOSE	Zavøít
GUILD_BANK_INFO	Záznamy cechovního skladištì
GUILD_BOARD_ID	Èlen
GUILD_BOARD_TEXT	Zpráva
GUILD_BUILDING_FIX_CHANGE	Chceš opravdu zmìnit pozici?
GUILD_BUILDING_FIX_CHANGE_GOLD	Cena: 1.000.000 Yangù
GUILD_BUILDING_FIX_DELETE	Opravdu chceš smazat objekt?
GUILD_BUILDING_FIX_NEED_BUILDING	Není žádná budova.
GUILD_BUILDING_GRADE	Hodnost
GUILD_BUILDING_NAME	Název budovy
GUILD_CANNOT_HEAL_GSP_ANYMORE	Energie draèího ducha je plnì obnovena.
GUILD_COMMENT	Psát
GUILD_CREATE_ERROR_INSULT_NAME	Název cechu je nepøípustný.
GUILD_DEFAULT_GRADE	Èlenové cechu
GUILD_DELETE	Smazat
GUILD_DEPOSIT	Deponovat
GUILD_DO_YOU_HEAL_GSP	Chceš použít %d Yangù na obnovu %d jednotek Draèího ducha?
GUILD_DO_YOU_JOIN	 tì pozval. Pøeješ si vstoupit do cechu?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	sek.
GUILD_EMPTY_AREA	Planá zemì
GUILD_ENEMY_GUILD_NAME	Název nepøátelského cechu
GUILD_FACILITY	Vedlejší budova
GUILD_GEM	Drahokam
GUILD_HEADQUARTER	Hlavní budova
GUILD_HEAL_GSP	Obnovit draèího ducha
GUILD_INFO_ENEMY_GUILD_EMPTY	Žádná
GUILD_MARK_NOT_ENOUGH_LEVEL	Je zapotøebí minimálnì úrovnì 3.
GUILD_MARK_UPLOAD_NOTICE	Poèkej chvilku abys mohl pøidat cechovní loga.
GUILD_MEMBER_JOB	Typ
GUILD_MEMBER_KNIGHT	Bojovník
GUILD_MEMBER_LEVEL	Úroveò
GUILD_MEMBER_NAME	Èlen
GUILD_MEMBER_RANK	Hodnost
GUILD_MEMBER_SPECIFIC_GRAVITY	Darované BZK
GUILD_NAME	Název cechu
GUILD_NOT_ENOUGH_MATERIAL	Nemáš dostatek stavebního materiálu pro tuto budovu.
GUILD_NOT_ENOUGH_MONEY	Nemáš dostatek Yangù pro tuto budovu.
GUILD_NO_NOTICE_PERMISSION	Nejsi oprávnìn, zveøejòovat oznámení.
GUILD_OBJECT	Objekty
GUILD_OFFER_EXP	Zkušenost k investování
GUILD_SHORT_EXP	Nedostatek zkušeností.
GUILD_TILE_BASEINFO	Informace o území
GUILD_TILE_BOARD	Zprávy cechu
GUILD_TILE_GRADE	Administrace práv
GUILD_TILE_INFO	Informace o cechu
GUILD_TILE_MEMBER	Èlen
GUILD_TILE_SKILL	Schopnosti  cechu
GUILD_USE_MASTER_ONLY	Toto smí používat pouze vùdce cechu.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Oblast cechovních válek
GUILD_WAR2	Oblast cechovních válek
GUILD_WAR3	Oblast cechovních válek
GUILD_WAR4	Oblast cechovních válek
GUILD_WAR_GAINSCORE_FIFTY	50 bodù
GUILD_WAR_GAINSCORE_HUNDRED	100 bodù
GUILD_WAR_GAINSCORE_THIRTY	30 bodù
GUILD_WAR_GAMETIME_SIXTY	60 minut
GUILD_WAR_GAMETIME_TEN	10 minut
GUILD_WAR_GAMETIME_THIRTY	30 minut
GUILD_WAR_LIMIT_30MIN	Èas: 30 minut
GUILD_WAR_REWARD_POTION	Odměna: Vítěz obdrží elixíry
GUILD_WAR_SELECT_WAR	Zvol typ
GUILD_WAR_TYPE_DEFENSE	Štítová bitva
GUILD_WAR_TYPE_DIE	Bitva v arénì
GUILD_WAR_TYPE_FLAG	Zajmout vlajku
GUILD_WAR_TYPE_NORMAL	Polní bitva
GUILD_WAR_TYPE_TIGER	Rozdrcení
GUILD_WAR_TYPE_TIME	Èasový útok
GUILD_WAR_USE_BATTLE_MAP	Lokalita: dìjištì cechovní války
GUILD_WAR_USE_NORMAL_MAP	Lokalita: normální mapa
GUILD_WAR_WIN_CHECK_SCORE	Nejvyšší výsledek vyhraje válku.
GUILD_WAR_WIN_FIVE	5 kol
GUILD_WAR_WIN_ONE	1 kolo
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Zmocni se praporu protivníka
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	a doprav jej na vlastní základnu.
GUILD_WAR_WIN_THREE	3 kola
GUILD_WAR_WIN_WIPE_OUT_GUILD	Pøemož všechny soupeøi, abys vyhrál.
GUILD_WITHDRAW	Ústup
GUILD_YOU_DO_NOT_JOIN	Nepatøíš k žádnému cechu.
HORSE_HEALTH0	Mrtvý
HORSE_HEALTH1	Hladovìjící
HORSE_HEALTH2	Hladový
HORSE_HEALTH3	Plný
HORSE_LEVEL1	Normální kùò
HORSE_LEVEL2	Opancéøovaný kùò
HORSE_LEVEL3	Vojenský kùò
HOUR	hod.
HOW_MANY_ITEM_DO_YOU_DESTROY1	Chcete zničit %s?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Chcete zničit %dx%s?
HOW_MANY_ITEM_DO_YOU_DROP1	Chceš nechat padnout %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Chceš nechat padnout %s %d?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Chcete zahodit nebo zničit %s?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Chcete zahodit nebo zničit %dx%s?
INPUT_MATRIX_CARD_NUMBER	Zadat číslo Matrix-karty
INPUT_MATRIX_CARD_TITLE	Matrix-karta
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Zadat vymazávající kód ze správy kont.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Smazat postavu
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Pergamen se nedá dát dohromady.
INVENTORY_REALLY_USE_ITEM	Použit pøedmìt na tento pøedmìt?
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Žádná
JOB_ASSASSIN1	Dýkový ninja
JOB_ASSASSIN2	Ninja na dálku
JOB_SHAMAN	Šaman
JOB_SHAMAN0	Žádná
JOB_SHAMAN1	Draèí šaman
JOB_SHAMAN2	Šaman léèitel
JOB_SURA	Sura
