VNUM	LOCALE_NAME
731	Hrdý tmavý fanatik
732	Hrdý tmavý arahan
733	Hrdý tmavý bojovník
734	Hrdý tmavý plukovník
735	Hrdý tmavý støelec
736	Silný tmavý muèitel
737	Silný tmavý zaøíkávaè
751	Vysoký fanatik
752	Vysoký arahan
753	Vysoký bojovník arahan
754	Vysoký plukovník arahan
755	Vysoký popravèí
756	Vysoký muèitel
757	Vysoký zaøíkávaè
760	Krvavý nosorožec
761	Amorův medvěd
762	Hate Harpy
763	Pinker Troll
764	Mladý valen. strom
765	Valentýnský strom
766	Sliz
767	Agresivní sliz
768	Slizová královna
771	Brutální fanatik
772	Brutální arahan
773	Brutální bojovník arahan
774	Brutál. plukovník arahan
775	Brutální popravèí
776	Brutální muèitel
777	Brutální zaøíkávaè
791	Tmavý vùdce
792	Tmavý vùdce duchù
793	Silný tmavý vùdce
794	Silný vùdce duchù
795	Silný bojovník
796	Silný tmavý bojovník
901	Duch mrtvol
902	Pes útrapy
903	Muž útrapy
904	Bojovník s meèem útrapy
905	Oštìpaø útrapy
906	Lukostøelec útrapy
907	Vùdce útrapy
931	Vzteklý duch mrtvol
932	Vzteklý pes útrapy
933	Vzteklý muž útrapy
934	Vzteklý bojovník útrapy
935	Vzteklý oštìpaø útrapy
936	Vztek.lukostøelec útrapy
937	Hnìvivý vùdce útrapy
940	Křišťálový voják
941	Křišťálový golem
942	Křišťálový tygr
943	Křištálová bestie
944	Křišťál škorpiona
945	Crystal Tritseratops
946	Plemeno. Křišťálová bestie
947	Křišťálový hmyz
948	Křišťálový drak
949	Kříšťálový dino
950	Král křišťálových draků
965	Green piranha
966	Prehistoric piranha
967	Jellyfish
969	Bloodthirsty shark
970	Rainbow shark
971	Shark monster
972	Brutal shark beast
973	Sea star
974	Underwater frog
975	Sea beast
976	Strong sea beast
977	Sea killer
978	Strong sea killer
979	Drunk dead sailor
980	Haunted sailor
981	Dead sailor
982	Underwater pirate
983	Hammer pirate
984	Old underwater pirate
985	Pirate shief
986	Brutal fish
987	Pirate sovereign
988	Brutal pirate shief
991	Vejce útrapy
992	Nosiè útrapy
993	Obrovský nosiè útrapy
1001	Voják démonù
1002	Lukostøelec démonù
1003	Oštìpaø démonù
1004	Démonní šaman
1031	Hnusný voják
1032	Hnusný lukostøelec
1033	Hnusný oštìpaø
1034	Hnusný šaman
1035	Duch zášti
1036	Duch chaosu
1037	Hnusný vùdce démonù
1038	Mistr meèe umrlèí lebky
1039	Létající lebka
1040	Nesmrtelný duch
1041	Démonické zvíøe
1061	Hnusný duch vojáka
1062	Hnusný duch støelce
1063	Hnusný duch bojovníka
1064	Hnusný duch šamana
1065	Hnusný duch zášti
1066	Hnusný duch chaosu
1067	Hnusný duch vùdce
1068	Duch mistra meèe
1069	Hnusná létající lebka
1070	Nesmrtelný duch
1071	Démonické zvíøe
1091	Král démonù
1092	Hrdý král démonù
1093	Zubatá s kosou
1094	Hnusný král démonù
1095	Modrá smrt
1096	????
1101	Zaèarované ledovištì
1102	Ledová zabijácká velryba
1103	Ledový hmyz
1104	Ledový lev
1105	Ledový muž
1106	Yeti
1107	Ledový golem
1131	Podzemní ledová tøíska
1132	Podzemní rohatý plejtvák
1133	Podzemní ledový hmyz
1134	Podzemní ledový lev
1135	Podzemní ledový muž
1136	Podzemní Yeti
1137	Podzemní ledový golem
1151	Ledový ïábel
1152	Ledová zabijácká velryba
1153	Ledový hmyz
1154	Seol-Gu
1155	Ledový muž
1156	Ledový obr
1157	Ledový golem
1171	Zlé zaèarované ledovištì
1172	Zlý plejtvák -zabiják
1173	Zlý ledový hmyz
1174	Zlý ledový lev
1175	Zlý ledový muž
1176	Zlý yeti
1177	Zlý ledový golem
1191	Brutální ledová čarodějka
1192	Velká ledová èarodìjnice
1301	Žabovoják
1302	Vùdce žabovojákù
1303	Zloduch
1304	Žlutý duch tygra
1305	Generál - obøí ropucha
1306	Zlý žlutý duch tygra
1307	Zlý žlutý duch tygra
1308	Zlý žlutý duch tygra
1309	Zlý žlutý duch tygra
1310	Zlý žlutý duch tygra
1331	Velký žabovoják
1332	Velký vùdce žabovojákù
1333	Velký zloduch
1334	Velký žlutý duch tygra
1335	Vel.generál-obøí ropucha
1401	Nièitel
1402	Sekyrník
1403	Tisícibojovník
1501	Kamenný golem
1502	Kamenožrout
1503	Obrovský skalní golem
1601	Váleèný zlobr
1602	Krvelaèný zlobr
1603	Zuøivý zlobr
1901	Devítiocas
1902	Silný Devítiocas
1903	Silný Devítiocas
1904	Silný Devítiocas
1905	Silný Devítiocas
1906	Silný Devítiocas
2001	Pavouèek
2002	Jedovatý pavouk
2003	Èervený jedovatý pavouk
2004	Spárovatý pavouk
2005	Vojenský pavouk
2031	Jedovatý pavouèek
2032	Smrtelnì jedovatý pavouk
2033	Èervený smrtící pavouk
2034	Spárovatý jed. pavouk
2035	Jedovatý voj. pavouk
2036	Hrdý voj. jed. pavouk
2051	Zlý jedovatý pavouèek
2052	Zlý smrtící jed. pavouk
2053	Zlý èervený jed. pavouk
2054	Zlý jed.spárovatý pavouk
2055	Zlý jedovatý voj.pavouk
2061	Malý jedovatý pavouk
2062	Smrtelnì jedovatý pavouk
2063	Èervený smrt.jed. pavouk
2064	Spárovatý jed. pavouk
2065	Jedovatý voj. pavouk
2071	Brutální jed. pavouèek
2072	Brutál.smrt. jed. pavouk
2073	Brutál. èerv. jed.pavouk
2074	Brutál.spár. jed. pavouk
2075	Brutál. voj. pavouk
2076	Brutál. sil. jed. pavouk
2091	Královna pavoukù
2092	Pavouèí baronka
2093	Tmavá královna pavoukù
2094	Pavouèí baron
2095	Pavouèí vejce
2101	Pouštní liška
2102	Létající pouštní oko
2103	Král štírù
2104	Mladý štíøí muž
2105	Štíøí lukostøelec
2106	Hadí bojovník s meèem
2107	Hadí lukostøelec
2108	Pouštní bandita
2131	Bestiální štíøí muž
2132	Štíøí lukostøelec
2133	Hadí bojovník s meèem
2134	Hadí lukostøelec
2135	Pouštní bandita
2151	Silná pouštní liška
2152	Silný derviš
2153	Silný král štírù
2154	Silný štíøí muž
2155	Silný štíøí lukostøelec
2156	Silný hadí bojovník
2157	Silný hadí støelec
2158	Silný pouštní bandita
2191	Velká pouštní želva
2192	Tmavá pouštní želva
2201	Zotroèený bojový tygr
2202	Duch plamenù
2203	Bojový tygr
2204	Plamen
2205	Ohnivý váleèník
2206	Král plamenù
2207	Tmavý král plamenù
2231	Silný zotroè. boj. tygr
2232	Silný duch plamenù
2233	Silný bojový tygr
2234	Silný duch plamenù
2235	Silný ohnivý váleèník
2291	Èervený drak
2301	Strom duchù
2302	Paøez duchù
2303	Dryáda
2304	Vrba duchù
2305	Zlý strom
2306	Obrovský strom duchù
2307	Lord stromù duchù
2311	Èervený strom duchù
2312	Èervený paøez duchù
2313	Èervená dryáda
2314	Èervená vrba duchù
2315	Èervený zlý strom
2401	Bojovník Setaou
2402	Lovec Setaou
2403	Duchovní Setaou
2404	Velitel Setaou
2411	Voják Setaou
2412	Luèištník Setaou
2413	Úøedník Setaou
2414	Komandant Setaou
2415	Komandant Setaou
2431	????
2432	????
2433	test
2434	????
2451	?????
2452	?????
2453	?????
2454	?????
2491	Kapitán Yonghan
2492	Generál Yonghan
2493	Beran-Setaou
2494	Kapitán Huashin
2495	Generál Huashin
2501	Pekelná medùza
2502	Pekelný chrt
2503	Zombie
2504	Pekelný dùstojník
2505	Pekelný strážce
2506	Dvouhl. pekelný støelec
2507	Pekelný dráp
2508	Pekelný váleèník
2509	Pekelný støelec
2510	Pekelný kopiník
2511	Pekelný knìží
2512	Pekelný vùdce
2513	Pekelný øezník
2514	Pekelný generál
2541	Zlý pekelný váleèník
2542	Zlý pekelný støelec
2543	Zlý pekelný kopiník
2544	Zlý pekelný knìží
2545	Zlý pekelný vùdce
2546	Zlý pekelný øezník
2547	Zlý pekelný generál
2591	Tartaros
2592	Pekelný bastard
2593	Pekelný bastard
2594	Pekelný bastard
2595	Erebos
2596	Azraelùv zplozenec
2597	Charon
2598	Azrael
3001	Váleèník Gnollù
3002	Luèištník Gnollù
3003	Obránce Gnollù
3004	Kouzelník Gnollù
3005	Generál Gnollù
3090	Lord Gnollù
3091	Vrchní strážný Gnollù
3101	Jednooký rváè
3102	Kyklopský voják
3103	Kyklopský kouzelník
3104	Kyklopský popravèí
3105	Generál Outis
3190	Argés
3191	Polyphemos
3201	Váleèník Mantikor
3202	Voják Mantikor
3203	Mág Mantikor
3204	Popravèí Mantikor
3205	Generál Kor
3290	Rakshasa
3291	Martyaxwar
3301	Lemuøí váleèník
3302	Lemuøí voják
3303	Lemuøí kouzelník
3304	Lemuøí popravèí
3305	Lemuøí generál
3390	Lemuøí princ
3391	Lemuøí ochránce
3401	Tritoní muréna
3402	Žraloèí voják
3403	Tritoní kouzelník
3404	Tritoní lovec
3405	Tritoní sekáè
3490	Generál Kappa
3491	Triton
3501	Amazonka Rudých zlodìjù
3502	Vrah Rudých zlodìjù
3503	Kouzelník Rudých zlodìjù
3504	Popravèí Rudých zlodìjù
3505	Èerný generál
3551	Brut. amaz. Rud. zlodìjù
3552	Brut. vrah Rud. zlodìjù
3553	Brut. kouz. Rud. zlodìjù
3554	Brut. popr. Rud. zlodìjù
3555	Bílý generál
3590	Lebkoun
3591	Rudý šéf
3595	Brutální lebkoun
3596	Brutální rudý šéf
3601	Krabí váleèník
3602	Luèištník škorpión
3603	Garnátový voják
3604	Démonický poustevník
3605	Obrnìný krab
3690	Generál Humr
3691	Královský krab
3701	Gigantický kousal
3702	Gigantický øezník
3703	Gigantický mág
3704	Dvojobr
3705	Kapitán Hák
3790	Gargoyle
3791	Král Wubba
3801	Hangork
3802	Zlobøí luèištník
3803	Hádavý zlobr
3804	Mág zlobrù
3805	Generál Ogg
3890	Kapitán Shruk
3891	Velký zlobr
3901	Vrbový muž
3902	Eoten
3903	Skouman
3904	Kapitán Hák
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Generál Albus
3910	Skeletos
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
3949	Portál: Nový kontinent
3950	Kappa
3951	Lagoon Kappa
3952	Hlubinný Kappa
3953	Vůdce Kappa
3954	Murénský voják
3955	Deep-Sea Moray Warrior
3956	Královna Sirén
3957	Hydras Crude
3958	Hydras Crude
3959	Hydras Crude
3960	Hydra
3961	Hydra
3962	Hydra
3963	Hydra
3964	Hydra
3965	Truhly Hydry
3971	Strážce labyrintu
3980	Maester Ebros
3981	Maester Aemon
4012	Blue coral creature
4013	Red coral creature
4014	Toxic coral creature
4015	Beach lobster
4016	Forest lobster
4017	Ocean lobster
4018	Deep water ogre
4019	Ocean naga
4020	Jungle lizard
4021	Water nightmare
4022	Brutal water nightmare
4023	Deep ocean creature
4024	King of oceans
5001	Pirát Tanaka
5002	Hae-Tae
5003	Opice
5004	Pirát Tanaka
5101	Slabý opièí voják
5102	Slabý opièí vrhaè
5103	Slabý opièí bojovník
5104	Slabý opièí generál
5111	Opièí voják
5112	Opièí vrhaè
5113	Opièí bojovník
5114	Opièí generál
5115	Kamenná opice
5116	Opièí vùdce
5121	Silný opièí voják
5122	Silný opièí vrhaè
5123	Silný opièí bojovník
5124	Silný opièí generál
5125	Silná kamenná opice
5126	Silná zlatá opice
5127	Silný opièí vùdce
5131	Malý chytrý opièí voják
5132	Malý chytrý opièí vrhaè
5133	Malý chytrý op. bojovník
5134	Malý chytrý op. generál
5141	Chytrý opièí voják
5142	Chytrý opièí vrhaè
5143	Chytrý opièí bojovník
5144	Chytrý opièí generál
5145	Chytrá kamenná opice
5146	Chytrý opièí vùdce
5151	Zlý opièí voják
5152	Zlý opièí vrhaè
5153	Zlý opièí bojovník
5154	Zlý opièí generál
5155	Zlá kamenná opice
5156	Zlá zlatá opice
5157	Zlý opièí vùdce
5161	Skalní opice
5162	Chodící opice
5163	Opièí lord
5201	Divoký pes
5202	Divoký kanec
5203	Divoký èervený kanec
5204	Medvìd
5205	Hnìdý medvìd
5206	Èerný medvìd
5207	Hladový hnìdý medvìd
5208	Tygr
5209	Bílý tygr
6001	Duch žhavých plamenù
6002	Tygr žhavých plamenù
6003	Žhavý plamen
6004	Váleèník žhavých plamenù
6005	Král žhavých plamenù
6006	Ember Flame Troll
6007	Vousáè žhavých plamenù
6008	Generál žhavých plamenù
6009	Náèelník žhavých plamenù
6051	Ignitor
6091	Razador
6101	Mrazivý krystal
6102	Mrazivý hmyz
6103	Mrazivý muž
6104	Mrazivý Yeti
6105	Mrazivý golem
6106	Mrazivý trol
6107	Mrazivý vousáè
6108	Mrazivý generál
6109	Mrazivý lord
6110	Magmový yeti
6111	Magmový golem
6112	Magmový brouk
6113	Magma Men
6114	Magmový køišál
6115	Magmový wyvern
6116	Draèí hlídaè Idall
6117	Idallùv poddaný
6118	Draèí socha
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Draèí královna Meley
6201	Magma Yeti
6202	Lávový golem
6203	 Magma Bug
6204	 Magma Man
6205	Magma krystal
6206	Magma Wyvern
6207	Dračí hlídač Idall
6209	Dračí socha
6301	Váleèník Ochao
6302	Voják Ochao
6303	Kouzelník Ochao
6304	Popravèí Ochao
6305	Generál Ochao
6306	Silný váleèník Ochao
6307	Silný voják Ochao
6308	Silný kouzelník Ochao
6309	Silný popravèí Ochao
6310	Silný generál Ochao
6320	Stínový válečník
6321	Bagjanamu
6322	Brutální temný válečník
6391	Lord Ochao
6392	Ochránce Ochao
6393	Silný lord Ochao
6394	Silný strážce Ochao
6401	Váleèník En-Tai
6402	Voják En-Tai
6403	Druid En-Tai
6404	Léèitel En-Tai
6405	Strážce En-Tai
6406	Nièitel En-Tai
6407	En-Tai Světelný Král
6408	En-Tai král stínů
6409	Léèitel Ochao
6410	Silný váleèník En-Tai
6411	Silný voják En-Tai
6412	Silný druid En-Tai
6413	Silný léèitel En-Tai
6414	Silný nièitel En-Tai
6415	Událost Beran-Setaou
6416	Událost Nemere
6417	Událost Razador
6418	Událost Jotun Thrym
6419	Zephyr
6420	Zephyr Imperial
6421	Zephyr zvěrokruhu
6422	Lup
6423	Císařský Lup
6424	Lup zvěrokruhu
6425	Zyong
6426	Císařský Zyong
6427	Zyong zvěrokruhu
6428	Kentaur
6429	Císařský kentaur
6430	Kentaur zvěrokruhu
6431	Ellyos
6432	Císařský Ellyos
6433	Ellyos zvěrokruhu
6434	Dračí strážce
6435	Císařský dračí strážce
6436	Gardian Dragon Zodiac
6437	Satan
6438	Imperiální Satan
6439	Satan zvěrokruhu
6440	Kondor
6441	Císařský kondor
6442	Kondor zvěrokruhu
6443	Zeul Yin
6444	Zeul Yin Zvěrokruhu
6445	Zeita Si
6446	Zeita Si zvěrokruhu
6447	Garda Lui Baashido
6448	Zeul Wei zvěrokruhu
6449	Zeita Mao
6450	Zeita Mao Zvěrokruhu
6451	Zeul Hai
6452	Zeul Hai zvěrokruhu
6453	Zeul Zi
6454	Zeul Zi zvěrokruhu
6455	Zeul Shen
6456	Zeul Shen zvěrokruhu
6457	Zeul Wu
6458	Zeul Wu zvěrokruhu
6459	Zeul Chen
6460	Zeul Chen Zvěrokruhu
6461	Zeul Xu
6462	Zeul Xu Zvěrokruhu
6463	Zeul Chou
6464	Zeul Chou zvěrokruhu
6465	Zeul You
6466	Zeul You Zvěrokruhu
6467	Vlk Zvěrokruhu
6468	Modrý vlk zvěrokruhu
6469	Lykos zvěrokruhu
6470	Divoké Prase Zvěrokruhu
6471	Červené divoké prase zvěrokruhu
6472	Mi-Jung zvěrokruhu
6473	Bera zvěrokruhu
6474	Medvěd zvěrokruhu
6475	Medvěd Grizzly zvěrokruhu
6476	Zodiac Brown Bear
6477	Eun-Jung Zvěrokruhu
6478	Tigris zvěrokruhu
6479	Tygr zvěrokruhu
6480	Bílý Tygr Zvěrokruhu
6481	Jin-Hee zvěrokruhu
6482	Zodiac Baby Spider
6483	Drápový pavouk zvěrokruhu
6484	Brutální kapitán zvěrokruhu
6485	Mrazivá štěnice zvěrokruhu
6486	Mrazivý lev zvěrokruhu
6487	Mrazivě ledový můž zvěrokruhu
6488	Yeti zvěrokruhu
6489	Ledový golem Zvěrokruhu
6490	Král Škorpión zvěrokruhu
6491	Hadí bojovník s mečem Zvěrokruhu
6492	Hadí lukostřelec zvěrokruhu
6493	Pouštní psanec zvěrokruhu
6494	Stromový žabí voják zvěrokruhu
6495	Žabovoják
6496	Elitní ork zvěrokruhu
6497	Elitní orčí zvěd Zvěrokruhu
6499	Elitní orčí šaman Zvěrokruhu
6501	Tellios
6502	Tellios Imperial
6503	Tellios zvěrokruhu
6504	Om de Fier
6505	Om de Fier Imperial
6506	Om de Fier zvěrokruhu
6507	Ork
6508	Císařský ork
6509	Ork zvěrokruhu
6510	Tajfun
6511	Vznešený Tajfun
6512	Typhoon Zodiac
6513	Černý ork zvěrokruhu
6514	Černý obrovský ork zvěrokruhu
6515	Bojový tygr zvěrokruhu
6516	Zodiac Flame Ghost
6517	Plamen zvěrokruhu
6518	Plamenitý bojovník zvěrokruhu
6519	Král plamenů Zvěrokruhu
6520	Metin krysy
6521	Metin Ox
6522	Metin tygra
6523	Metin draka
6524	Metin hada
6525	Metin Koně
6526	Metin Kozy
6527	Metin opice
6528	Metin Psa
6529	Kanón
6530	Kanón
6531	Zvěrokruhový obchodník
6532	Yin
6534	Wei
6535	Mao
6536	Hai
6538	Shen
6540	Chen
6542	Chou
6543	You
7001	Opièí voják
7002	Opièí jezdec
7003	Opièí voják Gimu
7004	Opièí velitel
7005	Kamenná opice
7006	Zlatá opice
7007	Opièí generál
7008	Dìlník Tu-Gui
7009	Zkoušející vojákù Tu-Gui
7010	Bílý velitel Tu-Gui
7012	Bi-Ma-Gui-An
7013	Štíøí král
7014	Chytrý štíøí muž
7015	Štíøí lukostøelec
7016	Hadí bojovník s meèem
7017	Hadí lukostøelec
7018	Pouštní bandita
7019	Voják Tu-Ji
7020	Hwa-ryung
7021	Povaleè Tu-Ji
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-Gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Èerný Juk-Guimok
7029	Ledový ïábel
7030	Ledová zabijácká velryba
7031	Ledový hmyz
7032	Seol-Gu
7033	Ledový muž
7034	Ledový obr
7035	Ledový golem
7036	Ledový ïábel
7037	Ledová zabijácká velryba
7038	Ledový hmyz
7039	Seol-Gu
7040	Ledový muž
7041	Ledový obr
7042	Ledový golem
7043	Ledový ïábel
7044	Ledová zabijácká velryb
7045	Ledový hmyz
7046	Seol-Gu
7047	Ledový muž
7048	Ledový obr
7049	Ledový golem
7050	Létající pouštní oko
7051	Král štírù
7052	Mladý štíøí muž
7053	Štíøí lukostøelec
7054	Hadí bojovník s meèem
7055	Hadí lukostøelec
7056	Pouštní bandita
7057	Létající pouštní oko
7058	Král štírù
7059	Mladý štíøí muž
7060	Štíøí lukostøelec
7061	Hadí bojovník s meèem
7062	Hadí lukostøelec
7063	Pouštní bandita
7064	Létající pouštní oko
7065	Král štírù
7066	Mladý štíøí muž
7067	Štíøí lukostøelec
7068	Hadí bojovník s meèem
7069	Hadí lukostøelec
7070	Pouštní bandita
7071	Zotroèený bojový tygr
7072	Duch plamenù
7073	Bojový tygr
7074	Plamen
7075	Ohnivý váleèník
7076	Zotroèený bojový tygr
7077	Duch plamenù
7078	Bojový tygr
7079	Plamen
7080	Ohnivý váleèník
7081	Zotroèený bojový tygr
7082	Duch plamenù
7083	Bojový tygr
7084	Plamen
7085	Ohnivý váleèník
7086	Paøez duchù
7087	Dryáda
7088	Vrba duchù
7089	Zlý strom
7090	Paøez duchù
7091	Dryáda
7092	Vrba duchù
7093	Zlý strom
7094	Paøez duchù
7095	Dryáda
7096	Vrba duchù
7101	Kanón
7102	Kanón
7103	Šípová balista
7104	Šípová balista
7105	Vìž
7106	Krb
7107	Krb
7108	Krb
7109	Krb
7110	Krb
7111	Krb
7112	Krb
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Opièí váleèník Deka
7119	Opièí váleèník Oba
7120	Král Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metin smutku
8002	Metin boje
8003	Metin bitvy
8004	Metin laènosti
8005	Metin èernoty
8006	Metin tmy
8007	Metin žárlivosti
8008	Metin duše
8009	Metin stínu
8010	Metin tvrdosti
8011	Metin ïábla
8012	Metin pádu
8013	Metin smrti
8014	Metin vraždy
8015	Metin tvrdosti
8016	Metin ïábla
8017	Metin pádu
8018	Metin smrti
8019	Metin vraždy
8020	Balvan Shinsoo
8021	Balvan Jinno
8022	Balvan Chunjo
8023	Císaøský Balvan
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin pohoøí
8032	Metin pomsty
8033	Metin samoty
8034	Metin nadutosti
8035	Metin vykoupení
8036	Metin zrady
8037	Metin zášti
8038	Metin odplaty
8039	Metin pýchy
8040	Metin nenávisti
8041	Velikonoèní Metin
8042	Velikonoèní Metin
8043	Velikonoèní Metin
8044	Velikonoèní Metin
8045	Velikonoèní Metin
8046	Velikonoèní Metin
8047	Velikonoèní Metin
8048	Velikonoèní Metin
8049	Velikonoèní Metin
8050	Velikonoèní Metin
8051	Metin soumraku
8052	Metin žáru
8053	Metin marnosti
8054	Metin zloby
8055	Metin zkázy
8056	Metin zlomyslnosti
8057	Metin Ohnì oèistce
8058	Metin chladu
8059	Metin stromových bytostí
8060	Dýòový Metin
8061	Metin lesù
8085	Metin of Monkey
8101	Metin smutku
8102	Metin boje
8103	Metin bitvy
8104	Metin laènosti
8105	Metin èernoty
8106	Metin tmy
8107	Metin žárlivosti
8108	Metin duše
8109	Metin stínu
8110	Metin tvrdosti
8111	Metin ïábla
8112	Metin pádu
8113	Metin smrti
8114	Metin vraždy
8115	Metin Mìsíce
8200	Èokoládový Metin
8201	Èokoládový Metin
8203	Metin osvícení
8411	Metin krve
8412	Metin podzemí
8413	Metin podzemí
8414	Metin krvavé pomsty
8416	Underwater metin
8417	Pirate metin
8418	Underwater egg
8421	Giant shell
8428	Metin lásky
8429	Čokoláda
8430	Metin slizu
8431	Zahradní kámen
8432	Rostlinný kámen
8433	Zlý zahradní kámen
8441	Beach metin
8442	Ocean metin
8443	Jungle totem
8501	Divoký pes
8502	Divoèák
8503	Medvìd
8504	Bílý tygr
8505	Èerný obøí ork
8506	Vùdce žab
8507	Pouštní bandita
8508	Ezoterický muèitel
8509	Ezoterický zaøíkávaè
8510	Ohnivý váleèník
8511	Ledový golem
8600	?????
8601	?????
8602	?????
8603	?????
8604	????
8605	????
8606	??
8607	??
8608	test
8609	test
8610	test
8611	test
8612	????
8613	????
8614	??????
8615	??????
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Jigsaw
8620	Jason
8621	Michael Myers
8622	Freddy Krueger
8623	Leatherface
9001	Obchodník se zbranìmi
9002	Obchodník s výzbrojí
9003	Obchodnice smíš. zbožím
9004	Pomocnice pøi událostech
9005	Správce skladištì
9006	Staøenka
9007	Obchodník se zbranìmi
9008	Obchodník s výzbrojí
9009	Rybáø
9010	Obchod se smíš. zbožím
9011	Valentinshändlerin
9012	Teleportér
9139	Vinh-Moc
9140	Zekrom
9141	Gabriel
9142	Lucifer
9210	Kříšťálový pilíř
9212	Pečeť Krystalu
9214	Strážce křišťálové jeskyně
