TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
GAME_INIT_ERROR_MOB_PROTO	Brak danych o Potworach.\nZainstaluj grę jeszcze raz.
GAME_INIT_ERROR_NETWORK	Nie można było uruchomić urządzeń sieciowych.\nSprawdŸ swoje ustawienia internetowe.
GAME_PICK_MONEY	Otrzymałeś %d Yang.
GUILDBANK_CLEARBANK	Ostrzeżenie: Magazyn Gildii musi zostać opróżniony!
GUILDBANK_DONT_MONEY_OUT	Brak Yangów w skarbcu gildii!
GUILDBANK_GOLD_IN	Depozyt
GUILDBANK_GOLD_OUT	Wypłata
GUILDBANK_ITEM_IN	Sklep
GUILDBANK_ITEM_OUT	Usuń
GUILDBANK_MONEYIN	Zdeponuj Yang
GUILDBANK_MONEYOUT	Wypłać Yang
GUILDBANK_NOTUSE	Nie masz odpowiednich uprawnień.
GUILDBANK_NOT_ENOUGH_MONEY	Nie masz wystarczającej ilości Yang.
GUILDBANK_OVER_INCOME	Osiągnięto limit kont.
GUILDBANK_OVER_MONEY	Konto gildii jest pełne.
GUILDLAND_ABANDON	Porzuć teren gildii
GUILDLAND_ABANDON_VOTE	Porzuć terytorium gildi [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Terytorium gildii [%s]'s zostało opuszczone.
GUILDLAND_ABANDON_VOTE_RESULT2	Terytorium gildii zostało opuszczone.
GUILDLAND_ABANDON_VOTE_RESULT3	Wynik głosowania:
GUILDLAND_ABANDON_VOTE_RESULT4	Głos jest nieprawidłowy.
GUILDLAND_ABANDON_VOTE_TEXT	Naprawdę chcesz zacząć to głosowanie?
GUILDLAND_ABANDON_VOTE_TEXT1	Czy chcesz porzucić teren gildii?
GUILDLAND_ACCEPT	Tak
GUILDLAND_DEAL	Sprzedaj terytorium gildii
GUILDLAND_DEAL_TEXT1	Gildia [%s] chce sprzedać ich
GUILDLAND_DEAL_TEXT2	terytorium za [%s] Yang.
GUILDLAND_DEAL_TEXT3	Akceptujesz ofertę?
GUILDLAND_DELA_VOTE	Gildia [%s] chce kupić Twoje terytorium.
GUILDLAND_DELA_VOTE_RESULT1	Sprzedaż terenu gildii dla gildii [%s]
GUILDLAND_DELA_VOTE_RESULT2	Głosowanie zakończyło się.
GUILDLAND_DELA_VOTE_RESULT3	Wynik głosowania na terytorium gildii:
GUILDLAND_DELA_VOTE_RESULT4	Głos jest nieprawidłowy.
GUILDLAND_DELA_VOTE_TEXT	Której gildii chcesz sprzedać swoje terytorium?
GUILDLAND_DELA_VOTE_TEXT1	Czy zgadasz się na sprzedaż terenu gildii?
GUILDLAND_DONTHAVE_LAND	Nie posiadasz żadnego terytorium gildii.
GUILDLAND_NOT	Nie
GUILDLAND_VOTE_TEXT	Chcesz dać [%s] terytorium?
GUILDLIST_APPLICANT	Chcesz dołączyć?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Wysokość nie ma 128px.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Wysokość nie ma 12px.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Szerokość nie ma 16px.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Szerokość nie ma 64px.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Gra nie obsługuje tego obrazka.
GUILDMARK_UPLOADER_ERROR_PATH	Przenieś plik do folderu upload/ w głównym katalogu gry Metin2.
GUILDMARK_UPLOADER_ERROR_SELECT	Plik z obrazkiem nie został wybrany.
GUILDVOTE_CHANGEMASTER	Zmień lidera gildii
GUILDVOTE_CHANGEMASTER_RESULT1	Gildia została pomyślnie przeniesiona.
GUILDVOTE_CHANGEMASTER_RESULT2	Gildia [%s] została do Ciebie ztransferowana.
GUILDVOTE_CHANGEMASTER_RESULT3	Przenieś gildię na członka [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Głos jest nieważny.
GUILDVOTE_CHANGEMASTER_RESULT5	Nowy lider gildii: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Czy chcesz przenieść gildię do [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Czy na pewno chcesz porzucić funkcję lidera tej gildii?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Przenieś gildię na członka [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Potwierdzasz zmianę lidera gildii?
GUILDVOTE_MEMBEROUT	Usuń członka
GUILDVOTE_MEMBEROUT_AUTH	Nie masz odpowiednich uprawnień.
GUILDVOTE_MEMBEROUT_NOMAL	Czy na pewno chcesz usunąć tego członka?
GUILDVOTE_MEMBEROUT_RESULT1	Usuń członka: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Wyniki głosowania
GUILDVOTE_MEMBEROUT_RESULT3	Zostałeś usunięty z gildii [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Wynik głosowania
GUILDVOTE_MEMBEROUT_RESULT5	Głos jest nieprawidłowy.
GUILDVOTE_MEMBEROUT_TEXT1	Czy chcesz zagłosować przeciwko [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Głosowanie: Usuń członka z gildii?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Głosowanie: Czy [%s] musi zostać usunięty z gildii?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Przeciwko
GUILDVOTE_OK	OK
GUILDVOTE_RESULT_AGGRE_MEMBER	Dla: %d
GUILDVOTE_RESULT_ALL_MEMBER	Uczestnicy: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Przeciwko: %d
GUILDVOTE_RESULT_TIME	%d dni %d godzin %d minut %d sekund
GUILDVOTE_SELECT_ONE	Proszę wybrać postać.
GUILDWAR_ALL	Wojny (B)
GUILDWAR_CTF_TITLE	Flaga zdobyta.
GUILDWAR_DRAW	Remisy (D)
GUILDWAR_GAINSCORE_FIFTY	50 punktów
GUILDWAR_GAINSCORE_HUNDRED	100 punktów
GUILDWAR_GAINSCORE_THIRTY	30 punktów
GUILDWAR_GAMETIME_SIXTY	60 minut
GUILDWAR_GAMETIME_TEN	10 minut
GUILDWAR_GAMETIME_THIRTY	30 minut
GUILDWAR_INPUT_OTHERGUILD	Wprowadź wrogą gildię.
GUILDWAR_LADDER	Punkty rangi
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum 5 uczestników.
GUILDWAR_LOSE	Przegranych (P)
GUILDWAR_NORMAL_TITLE	Pole Bitwy
GUILDWAR_OVER_MEMBERCOUNT	Przekroczyłeś limit członków.
GUILDWAR_QUESTION_LINE_1	Gildia %s wypowiedziała wojnę twojej Gildii.
GUILDWAR_QUESTION_LINE_2	Akceptujesz? (%s)
GUILDWAR_RANKING	Ranga
GUILDWAR_RECODE_ALL	%d B, %d W, %d L, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Wybierz liczbę uczestników.
GUILDWAR_TYPE_DEFENSE	Bojowa Tarcza
GUILDWAR_TYPE_TIGER	Anihilacja
GUILDWAR_TYPE_TIME	Czas Ataku
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Plac akcji
GUILDWAR_WIN	Wygrane (W)
GUILDWAR_WIN_FIVE	5 rund
GUILDWAR_WIN_ONE	1 runda
GUILDWAR_WIN_THREE	3 rundy
GUILDWINDOW_BUTTON_BANKGOLDINFO	Log Magazynu Gildii
GUILDWINDOW_BUTTON_BASEABANDON	Opuść terytorium gildii
GUILDWINDOW_BUTTON_BASEDEAL	Sprzedaj terytorium gildii
GUILDWINDOW_BUTTON_BASEDEALVOTE	Głosuj
GUILDWINDOW_BUTTON_BOARD	Wiadomości Gildii
GUILDWINDOW_BUTTON_CHANGEMASTER	Zmień lidera gildii
GUILDWINDOW_BUTTON_DECLARE	Wyzwij na wojnę
GUILDWINDOW_BUTTON_GOLDIN	Depozyt
GUILDWINDOW_BUTTON_GOLDOUT	Wypłać
GUILDWINDOW_BUTTON_GRADE	Zarządzaj funkcjami
GUILDWINDOW_BUTTON_GUILDLIST	Lista Gildii
GUILDWINDOW_BUTTON_HEALGSP	Odzyskaj siły Boga Smoków
GUILDWINDOW_BUTTON_INFO	Informacje Gildii
GUILDWINDOW_BUTTON_LANDINFO	Informacje o terenie
GUILDWINDOW_BUTTON_MARK	Dodaj symbol gildii
GUILDWINDOW_BUTTON_MEMBER	Członek
GUILDWINDOW_BUTTON_OFFER	Oddaj EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Usuń członka
GUILDWINDOW_BUTTON_SKILL	Umiejętności Gildii
GUILDWINDOW_BUTTON_SYMBOL	Prześlij flagę gildii
GUILDWINDOW_BUTTON_VOTECHECK	Sprawdź głosowanie
GUILDWINDOW_BUY_GUILD_LAND	Zakup ziemię
GUILDWINDOW_CHANGE_OBJECT	Rekonstrukcja
GUILDWINDOW_CHANGE_SMELTER	Zmień piekarnik
GUILDWINDOW_CREATE_OBJECT	Konstrukcja
GUILDWINDOW_DEAL_GUILD_LAND	Sprzedaj ziemie
GUILDWINDOW_GRADE_BANK	Może używać skarbca i magazynu gildii.
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Może usuwać członków z gildii
GUILDWINDOW_GRADE_GRADENAME	Nazwa Rankingu
GUILDWINDOW_GRADE_GRADENUMBER	Ranga
GUILDWINDOW_GRADE_GUILDWAR	Może wybrać członków do udziału w walce
GUILDWINDOW_GRADE_INVITEAUTHORITY	Może dodawać graczy do gildii
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Może tworzyć wiadomości gildii
GUILDWINDOW_GRADE_SKILLAUTHORITY	Może używać umiejętności gildii
GUILDWINDOW_INFO_LEVEL10	Zwiększono maksymalną liczbę członków
GUILDWINDOW_INFO_LEVEL15	Redukcja kosztów: Siła Boga Smoków
GUILDWINDOW_INFO_LEVEL20	Bank: Zwolnienie z podatku
GUILDWINDOW_INFO_LEVEL5	 5% EXP do gildyjnych darowizn
GUILDWINDOW_LIST_ALL	Wszystkie królestwa
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gildia] Twoja gildia jest już zarejestrowana!
GUILDWINDOW_LIST_APPLICANT_LIST	Lista aplikacji
GUILDWINDOW_LIST_CHRACTER_JOB	Klasa
GUILDWINDOW_LIST_CHRACTER_LV	Poziom
GUILDWINDOW_LIST_CHRACTER_NAME	Nazwa postaci
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Podklasa
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Członek
GUILDWINDOW_LIST_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_GUILD_LV	Poziom
GUILDWINDOW_LIST_GUILD_NAME	Gildia
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gildia] Proszę podaj nazwę gildii.
GUILDWINDOW_LIST_LADDER	Punkty rangi:
GUILDWINDOW_LIST_PROMOTE_GUILD	Aplikacja
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_RANKING	Pozycja
GUILDWINDOW_LIST_RANKING_COUNT	Pozycja
GUILDWINDOW_LIST_REGISTER	Aplikacje
GUILDWINDOW_LIST_REGISTER_GUILD	Aplikuj do gildii
GUILDWINDOW_LIST_SEARCH	Szukaj
GUILDWINDOW_LIST_SELECT_GUILD	[Gildia] Proszę wybierz gildię.
GUILDWINDOW_PROMOTE_REFRESH	Reklamować
GUILDWINDOW_PROMOTE_REGISTER	Promocja
GUILDWINDOW_SP_RECOVER	Moc Boga Smoków
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Ulepsz ołtarz
GUILDWINDOW_UPGRADE_GUILDBANK	Skarbiec ulepszeń
GUILD_BANKINFO_CLOSE	Zamknij
GUILD_BANKINFO_NAME	Członek
GUILD_BANKINFO_TYPE	Przedmiot/Waluta
GUILD_BANKINFO_USETYPE	Akcja
GUILD_BANK_CLOSE	Zamknij
GUILD_BANK_INFO	Log Magazynu Gildii
GUILD_BOARD_ID	Członek
GUILD_BOARD_TEXT	Wiadomość
GUILD_BUILDING_FIX_CHANGE	Czy chcesz zmienić położenie?
GUILD_BUILDING_FIX_CHANGE_GOLD	Koszt: 1,000,000 Yang
GUILD_BUILDING_FIX_DELETE	Czy na pewno chcesz usunąć ten przedmiot?
GUILD_BUILDING_FIX_NEED_BUILDING	Nie ma tu budynku.
GUILD_BUILDING_GRADE	Ranga
GUILD_BUILDING_NAME	Nazwa Budynku
GUILD_CANNOT_HEAL_GSP_ANYMORE	Punkty są już w pełni zregenerowane!
GUILD_COMMENT	Napisz
GUILD_CREATE_ERROR_INSULT_NAME	Nazwa Gildii jest niepoprawna.
GUILD_DEFAULT_GRADE	Członkowie Gildii
GUILD_DELETE	Usuń
GUILD_DEPOSIT	Depozyt
GUILD_DO_YOU_HEAL_GSP	Czy chcesz odnowić za %d Yang %d Punktów Ducha Smoka?
GUILD_DO_YOU_JOIN	 Czy chcesz dołączyć do tej Gildii?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	sek.
GUILD_EMPTY_AREA	Wolna Ziemia
GUILD_ENEMY_GUILD_NAME	Nazwa Gildii wroga
GUILD_FACILITY	Przybudówka
GUILD_GEM	Klejnot
GUILD_HEADQUARTER	Budynek Główny
GUILD_HEAL_GSP	Regeneracja
GUILD_INFO_ENEMY_GUILD_EMPTY	Nikt
GUILD_MARK_NOT_ENOUGH_LEVEL	Potrzebny przynajmniej 4 poziom
GUILD_MARK_UPLOAD_NOTICE	Poczekaj chwilę przed dodaniem loga gildii.
GUILD_MEMBER_JOB	Klasa
GUILD_MEMBER_KNIGHT	Bojownik
GUILD_MEMBER_LEVEL	Poziom
GUILD_MEMBER_NAME	Członek
GUILD_MEMBER_RANK	Ranga
GUILD_MEMBER_SPECIFIC_GRAVITY	Oddany EXP
GUILD_NAME	Nazwa Gildii
GUILD_NOT_ENOUGH_MATERIAL	Nie masz wystarczającej ilości surowców na tą budowę.
GUILD_NOT_ENOUGH_MONEY	Nie masz wystarczającej ilości Yang na tą budowę.
GUILD_NO_NOTICE_PERMISSION	Nie masz praw do tworzenia ogłoszeń.
GUILD_OBJECT	Obiekty
GUILD_OFFER_EXP	Przekaż Doświadczenie
GUILD_SHORT_EXP	Za mało Doświadczenia
GUILD_TILE_BASEINFO	Podstawowa Informacja
GUILD_TILE_BOARD	Tablica
GUILD_TILE_GRADE	Pozycja Administracji
GUILD_TILE_INFO	Informacja Gildii
GUILD_TILE_MEMBER	Członkowie Gildii
GUILD_TILE_SKILL	Umiejętność Gildii
GUILD_USE_MASTER_ONLY	Tylko założyciel gildii ma prawo, aby to wykonać.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Miejsce wojny gildii
GUILD_WAR2	Miejsce wojny gildii
GUILD_WAR3	Teren Wojny Gildii
GUILD_WAR4	Teren Wojny Gildii
GUILD_WAR_GAINSCORE_FIFTY	50 punktów
GUILD_WAR_GAINSCORE_HUNDRED	100 punktów
GUILD_WAR_GAINSCORE_THIRTY	30 punktów
GUILD_WAR_GAMETIME_SIXTY	60 minut
GUILD_WAR_GAMETIME_TEN	10 minut
GUILD_WAR_GAMETIME_THIRTY	30 minut
GUILD_WAR_LIMIT_30MIN	Czas: 30 Minut
GUILD_WAR_REWARD_POTION	Nagroda: Zwycięzca otrzymuje Miksturę
GUILD_WAR_SELECT_WAR	Wybierz typ
GUILD_WAR_TYPE_DEFENSE	Bojowa Tarcza
GUILD_WAR_TYPE_DIE	Arena Walk
GUILD_WAR_TYPE_FLAG	Zdobądź flagę
GUILD_WAR_TYPE_NORMAL	Pole Walki
GUILD_WAR_TYPE_TIGER	Anihilacja
GUILD_WAR_TYPE_TIME	Czas Ataku
GUILD_WAR_USE_BATTLE_MAP	Użyj Teatru Wojny Gildii
GUILD_WAR_USE_NORMAL_MAP	Użyj Normalnej Mapy
GUILD_WAR_WIN_CHECK_SCORE	Najlepszy wynik wygrywa Wojnę.
GUILD_WAR_WIN_FIVE	5 rund
GUILD_WAR_WIN_ONE	1 runda
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	ZdobądŸ Flagę swojego wroga i dostarcz ją do swojej bazy.
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	ZdobądŸ Flagę swojego przeciwnika i dostarcz ją do swojej bazy.
GUILD_WAR_WIN_THREE	3 rundy
GUILD_WAR_WIN_WIPE_OUT_GUILD	Pokonaj wszystkich wrogów by wygrać.
GUILD_WITHDRAW	Wycofaj się
GUILD_YOU_DO_NOT_JOIN	Nie jesteś członkiem żadnej Gildii.
HORSE_HEALTH0	Martwy
HORSE_HEALTH1	Głodny
HORSE_HEALTH2	Wygłodzony
HORSE_HEALTH3	Pełny
HORSE_LEVEL1	Normalny Koń
HORSE_LEVEL2	Opancerzony Koń
HORSE_LEVEL3	Wojskowy Koń
HOUR	Godzin
HOW_MANY_ITEM_DO_YOU_DESTROY1	Chcesz zniszczyć %s?
HOW_MANY_ITEM_DO_YOU_DESTROY2	Czy chcesz zniszczyć %dx %s?
HOW_MANY_ITEM_DO_YOU_DROP1	Czy chcesz upuścić %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Czy chcesz upuścić %s %d?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY1	Chcesz wyrzucić lub zniszczyć %s?
HOW_MANY_ITEM_DO_YOU_DROP_OR_DESTROY2	Czy chcesz odrzucić lub zniszczyć %dx %s?
INPUT_MATRIX_CARD_NUMBER	Wpisz numer karty Matrix.
INPUT_MATRIX_CARD_TITLE	Karta Matrix
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	WprowadŸ kod usunięcia z zarządzania kontem.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Usuwanie postaci
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Zwoje powrotu nie mogą być łączone.
